Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
200	-14726.1	-14778.9	52.703	0.159174	0.0904664	0.0952624	0.0831607	0.111349	0.0964518	0.115016	0.0747252	0.0912044	0.158797	0.0843073	0.0806501	0.128308	0.115404	0.114341	0.127594	0.14525	0.136694	0.136638	0.0867793	0.0881323	0.0844256	0.191538	0.111583	0.0471764	0.0187411	0.0662356	0.0307856	0.0307925	0.0193911	0.0597172	0.0416171	0.0339543	0.0232313	0.0560695	0.040188	0.0260644	0.0383961	0.0181558	0.0154823	0.0372782	0.0271948	0.0155036	4.07073	0.278404	0.28755	0.100769	0.333277	0.0474688	0.0269789	0.0284092	0.0248002	0.0332066	0.0287639	0.0343	0.0222845	0.027199	0.0473566	0.0251421	0.0240515	0.0382639	0.0344158	0.0340989	0.0380512	0.0433166	0.040765	0.0407483	0.0258793	0.0262828	0.0251774	0.0571205	0.0332763	0.0140689	0.00558898	0.0197528	0.00918087	0.00918295	0.00578281	0.0178089	0.0124111	0.0101258	0.00692805	0.0167211	0.0119849	0.00777293	0.0114505	0.00541442	0.00461714	0.0111171	0.00811004	0.00462348	3.353228
210	-14720.3	-14773	52.7205	0.123199	0.0917698	0.0943439	0.0943953	0.114919	0.091681	0.152144	0.0758017	0.0925184	0.184271	0.0734149	0.101252	0.102293	0.105412	0.115989	0.129433	0.151756	0.123551	0.138607	0.065472	0.089402	0.085642	0.194298	0.0784693	0.0301886	0.0277625	0.0585143	0.0131337	0.0201547	0.0156517	0.0691245	0.0686475	0.0367722	0.0265853	0.0568773	0.0339188	0.0281086	0.0416356	0.0280838	0.043122	0.0331846	0.0295967	0.0221304	4.041195	0.2787	0.287856	0.0998132	0.333631	0.0367406	0.0273676	0.0281352	0.0281506	0.0342713	0.0273411	0.0453724	0.0226056	0.0275909	0.0549534	0.0218938	0.0301955	0.0305058	0.0314361	0.0345902	0.0385994	0.0452568	0.0368453	0.0413354	0.0195251	0.0266615	0.0255402	0.0579434	0.0234011	0.00900286	0.00827935	0.0174501	0.00391673	0.00601053	0.00466764	0.0206143	0.0204721	0.0109662	0.00792826	0.016962	0.0101153	0.00838255	0.0124166	0.00837516	0.0128599	0.00989632	0.00882633	0.00659972	3.353228
220	-14726.1	-14779.3	53.2676	0.137815	0.0940626	0.0932087	0.108003	0.105983	0.0650067	0.116746	0.075115	0.0789273	0.182054	0.0692833	0.0786534	0.101062	0.114571	0.114593	0.117438	0.14993	0.0968964	0.136939	0.0646842	0.0883263	0.0846115	0.19196	0.104418	0.0298254	0.0246961	0.0546383	0.0287088	0.0232651	0.0109824	0.0526119	0.0451807	0.0503018	0.0290051	0.056193	0.029987	0.0400805	0.0527872	0.027567	0.0490855	0.0371116	0.0169962	0.0292352	3.716947	0.279008	0.288174	0.0999235	0.332894	0.0422933	0.0288665	0.0286044	0.0331445	0.0325245	0.0199496	0.0358276	0.0230517	0.0242216	0.0558697	0.021262	0.0241376	0.0310145	0.0351601	0.035167	0.03604	0.0460114	0.0297361	0.0420246	0.0198506	0.027106	0.025966	0.0589096	0.0320444	0.00915298	0.00757888	0.0167677	0.0088103	0.00713971	0.00337035	0.0161458	0.0138653	0.0154369	0.00890125	0.0172448	0.00920258	0.0123001	0.0161996	0.0084599	0.0150636	0.011389	0.0052159	0.00897185	3.258545
230	-14731	-14784.1	53.1676	0.123831	0.0913824	0.122791	0.0858636	0.112689	0.0684656	0.10914	0.0623376	0.0970907	0.183964	0.0992961	0.0816179	0.107235	0.11373	0.121845	0.145856	0.131205	0.107031	0.112978	0.0687774	0.0918434	0.0764415	0.168595	0.111026	0.0321241	0.0190563	0.0580958	0.0231993	0.03054	0.0233684	0.0579379	0.0638145	0.0534849	0.0298427	0.0537233	0.0344389	0.0403514	0.0547799	0.0358211	0.0323187	0.0211056	0.0222935	0.00428611	3.716947	0.279674	0.287908	0.0998313	0.332587	0.0376889	0.0278129	0.0373723	0.0261332	0.0342978	0.020838	0.0332176	0.0189729	0.0295502	0.0559908	0.0302215	0.024841	0.0326376	0.0346146	0.0370843	0.0443923	0.0399331	0.0325756	0.0343857	0.0209329	0.0279532	0.0232655	0.051313	0.0337915	0.00977721	0.00579993	0.0176819	0.00706087	0.00929505	0.00711233	0.0176338	0.0194224	0.0162785	0.00908285	0.0163511	0.0104817	0.0122812	0.0166726	0.0109024	0.00983644	0.00642365	0.00678518	0.00130451	3.285614
240	-14732.1	-14785.5	53.4067	0.112344	0.10486	0.115166	0.0814164	0.12506	0.0721739	0.119511	0.082064	0.092062	0.174436	0.102906	0.0739051	0.101681	0.105163	0.109577	0.138301	0.115442	0.101487	0.126446	0.0965709	0.0704868	0.0894612	0.168677	0.105275	0.0368197	0.0224094	0.063936	0.0216967	0.0237777	0.0296538	0.0363429	0.0657069	0.0300266	0.0309644	0.0509408	0.0326552	0.0302258	0.0389337	0.0259751	0.0380359	0.0193488	0.0306279	0.0123366	3.692977	0.267876	0.286488	0.0956201	0.350016	0.0348365	0.0325159	0.0357115	0.0252463	0.0387796	0.0223803	0.0370589	0.0254471	0.0285474	0.0540905	0.03191	0.0229171	0.03153	0.0326099	0.0339787	0.0428857	0.0357971	0.03147	0.0392095	0.0299455	0.0218571	0.0277409	0.0523047	0.0326447	0.0114174	0.0069489	0.0198258	0.0067279	0.0073732	0.0091953	0.0112695	0.0203749	0.0093109	0.0096017	0.0157962	0.010126	0.00937268	0.0120729	0.00805457	0.0117945	0.00599983	0.00949735	0.00382544	3.224886
250	-14737.1	-14790.4	53.2454	0.149862	0.092174	0.112894	0.0917576	0.0977779	0.0719454	0.141782	0.0953378	0.0902458	0.170995	0.0671905	0.0724471	0.0978358	0.130634	0.114514	0.128935	0.115003	0.0994851	0.141515	0.0480885	0.0997628	0.0916244	0.171391	0.0971975	0.0310861	0.0152551	0.0594592	0.0191503	0.0187431	0.0290688	0.051278	0.0318768	0.0334657	0.033195	0.0441729	0.0456419	0.0498373	0.0452386	0.0288573	0.0235935	0.0174181	0.041331	0.0158221	3.956518	0.267876	0.286488	0.0956201	0.350016	0.0464705	0.0285821	0.035007	0.028453	0.0303198	0.0223094	0.0439649	0.0295631	0.0279842	0.0530234	0.020835	0.022465	0.0303378	0.0405081	0.0355095	0.0399813	0.035661	0.0308492	0.0438823	0.0149117	0.0309353	0.0284117	0.0531465	0.0301398	0.00963945	0.00473042	0.0184376	0.00593828	0.00581203	0.00901389	0.0159007	0.00988462	0.0103773	0.0102934	0.0136975	0.014153	0.015454	0.014028	0.00894832	0.00731608	0.00540116	0.0128163	0.00490625	3.224886
260	-14726.3	-14779.1	52.8318	0.151955	0.087526	0.11447	0.0972117	0.0925152	0.0787502	0.143762	0.0724441	0.107328	0.173383	0.064551	0.0842162	0.103564	0.106825	0.100482	0.137958	0.170973	0.0898482	0.133121	0.0807017	0.101156	0.092904	0.174348	0.0926543	0.0296271	0.0397632	0.0532776	0.0482428	0.018498	0.01886	0.0519941	0.0597137	0.0420463	0.0239009	0.0481524	0.0462793	0.0347723	0.0458703	0.0292603	0.0357373	0.0276532	0.021205	0.00930548	3.956518	0.270958	0.289783	0.0967199	0.342539	0.0455391	0.0262305	0.0343054	0.0291332	0.0277257	0.0236005	0.0430837	0.0217106	0.0321649	0.0519606	0.0193451	0.0252386	0.0310368	0.0320141	0.0301132	0.0413442	0.0512386	0.0269264	0.0398947	0.0241853	0.0303152	0.0278422	0.0522501	0.0277674	0.00887887	0.0119165	0.0159666	0.0144578	0.00554364	0.00565211	0.015582	0.0178955	0.0126008	0.00716281	0.0144307	0.0138693	0.0104208	0.0137468	0.00876896	0.01071	0.00828731	0.00635486	0.00278874	3.336806
270	-14736.2	-14788.9	52.781	0.154521	0.0868768	0.0978762	0.0869517	0.0940772	0.0711686	0.146189	0.0819112	0.10914	0.17631	0.081939	0.0983508	0.108599	0.106849	0.105842	0.161288	0.141658	0.0913651	0.123873	0.0820642	0.102864	0.0643586	0.177292	0.120997	0.0247969	0.0404345	0.0645738	0.0156509	0.0284692	0.00458898	0.0555952	0.0607218	0.0344022	0.0243044	0.0495406	0.0462766	0.0459856	0.0565906	0.0308609	0.0307059	0.0150126	0.0268973	0.0227764	3.956518	0.270958	0.289783	0.0967199	0.342539	0.046118	0.0259292	0.029212	0.0259515	0.0280782	0.0212409	0.0436314	0.0244471	0.0325738	0.0526212	0.0244554	0.0293537	0.0324125	0.0318902	0.0315894	0.0481378	0.0422791	0.0272687	0.036971	0.0244928	0.0307006	0.0192084	0.0529144	0.0361126	0.00740086	0.012068	0.0192726	0.00467114	0.00849689	0.00136962	0.0165929	0.018123	0.0102676	0.00725388	0.0147858	0.0138116	0.0137248	0.01689	0.0092107	0.00916445	0.00448064	0.00802773	0.00679781	3.350546
280	-14725.5	-14778.2	52.781	0.139286	0.118694	0.0904965	0.0847204	0.0940493	0.100589	0.127861	0.0818869	0.0873531	0.196378	0.0819146	0.0701344	0.111777	0.106818	0.124113	0.130814	0.141616	0.12621	0.123677	0.083601	0.0899094	0.0919842	0.177239	0.081436	0.0334167	0.0341338	0.0598061	0.0176082	0.0225918	0.0118768	0.0609014	0.0651303	0.0521653	0.0232689	0.0518911	0.0347017	0.0482374	0.0565738	0.0371073	0.0127684	0.025727	0.0196013	0.0204809	3.956518	0.269823	0.288569	0.100504	0.341104	0.0415711	0.0354252	0.0270095	0.0252855	0.0280698	0.0300218	0.0381613	0.0244399	0.0260713	0.0586108	0.0244481	0.0209322	0.0333607	0.0318807	0.0370427	0.0390426	0.0422665	0.0376685	0.0369126	0.0249515	0.0268343	0.0274535	0.0528986	0.0243053	0.00997351	0.0101875	0.0178497	0.00525531	0.00674273	0.00354473	0.0181766	0.0194387	0.0155692	0.00694479	0.0154873	0.010357	0.0143969	0.016885	0.011075	0.00381086	0.00767845	0.00585019	0.00611272	3.350546
290	-14731.1	-14784	52.8501	0.155434	0.0914416	0.105084	0.0862314	0.099969	0.0992385	0.132558	0.0873133	0.0905622	0.171063	0.066885	0.0726971	0.101699	0.0944367	0.148987	0.13562	0.146819	0.105938	0.13525	0.0866723	0.100597	0.0862369	0.213246	0.0826751	0.0316072	0.0281241	0.0620032	0.0246238	0.0234218	0.0219899	0.062038	0.0446752	0.0270428	0.029046	0.0537974	0.0497087	0.0213432	0.0395489	0.0441388	0.0169933	0.0220946	0.03367	0.0180252	3.842325	0.269947	0.288703	0.100088	0.341262	0.0463907	0.0272915	0.0313633	0.0257365	0.0298366	0.0296186	0.0395632	0.0260594	0.0270291	0.0510552	0.0199624	0.0216971	0.030353	0.0281855	0.0444664	0.0404769	0.0438193	0.0316183	0.0403665	0.0258681	0.030024	0.0257382	0.0636451	0.0246751	0.00943343	0.00839387	0.0185054	0.0073492	0.00699045	0.00656308	0.0185158	0.0133337	0.00807116	0.00866904	0.0160563	0.014836	0.00637006	0.0118037	0.0131736	0.00507181	0.00659432	0.0100491	0.00537979	3.350546
300	-14723.8	-14776.7	52.8501	0.138046	0.0925595	0.103344	0.0957836	0.11113	0.0903205	0.129193	0.071284	0.095828	0.173154	0.0677027	0.111995	0.128554	0.0837686	0.113766	0.137278	0.148613	0.107234	0.125622	0.0786916	0.101827	0.0858864	0.182173	0.104361	0.0319936	0.0265213	0.0585393	0.034272	0.0223384	0.0195222	0.0565533	0.0595467	0.0474356	0.0319711	0.0541044	0.0327356	0.0398909	0.0457962	0.0235765	0.0307721	0.0113926	0.0131468	0.0323242	3.842325	0.269947	0.288703	0.100088	0.341262	0.0412009	0.0276252	0.0308439	0.0285874	0.0331677	0.026957	0.0385588	0.0212753	0.0286007	0.0516794	0.0202065	0.0334258	0.0383681	0.0250015	0.0339545	0.0409718	0.044355	0.0320048	0.0374929	0.0234862	0.030391	0.0256336	0.0543711	0.0311475	0.00954876	0.00791552	0.0174716	0.0102288	0.00666709	0.00582657	0.0168788	0.0177722	0.0141576	0.00954206	0.0161479	0.00977023	0.0119058	0.0136683	0.0070366	0.00918419	0.00340022	0.00392377	0.00964746	3.350546
310	-14731.5	-14784.1	52.6147	0.136137	0.0912798	0.101915	0.0996079	0.109593	0.0890718	0.119206	0.0961822	0.108258	0.157454	0.0813473	0.122263	0.126777	0.0942279	0.115563	0.114361	0.158069	0.1164	0.13233	0.0881875	0.0899866	0.0779586	0.165787	0.102918	0.0408908	0.0243013	0.0724128	0.0299809	0.0390238	0.0209253	0.05454	0.0494516	0.0280473	0.0266444	0.0569545	0.0551895	0.0456723	0.0314691	0.0195439	0.0300402	0.0258779	0.035686	0.0325548	3.842325	0.268087	0.293603	0.0993987	0.338911	0.0398751	0.0267362	0.0298514	0.0291755	0.0321003	0.0260895	0.034916	0.0281721	0.0317093	0.0461189	0.0238269	0.0358113	0.0371334	0.0275997	0.033849	0.0334969	0.0462989	0.0340941	0.03876	0.0258305	0.0263574	0.0228344	0.0485597	0.0301451	0.0119771	0.00711796	0.02121	0.00878152	0.0114302	0.00612911	0.015975	0.0144846	0.00821517	0.00780424	0.0166822	0.0161652	0.0133776	0.00921741	0.00572448	0.00879889	0.00757974	0.0104526	0.00953543	3.414088
320	-14731	-14783.8	52.8163	0.134684	0.103163	0.145546	0.0985447	0.108424	0.0798695	0.117934	0.092467	0.0953524	0.178301	0.0804791	0.0904249	0.122344	0.123164	0.0837922	0.133533	0.139163	0.11727	0.130918	0.0668048	0.0913297	0.0865662	0.164018	0.0849936	0.0265743	0.0316717	0.0584321	0.0183626	0.0261672	0.0404468	0.0384019	0.0514338	0.0586014	0.0390934	0.0521504	0.0540809	0.0349938	0.0425157	0.0153717	0.0181785	0.0166081	0.0353052	0.0322073	3.842325	0.268087	0.293603	0.0993987	0.338911	0.0400883	0.0307061	0.0433213	0.0293316	0.032272	0.023773	0.0351027	0.0275226	0.0283814	0.0530707	0.0239544	0.0269147	0.0364152	0.0366594	0.0249405	0.0397458	0.0414215	0.034905	0.0389673	0.0198843	0.027184	0.0257662	0.0488195	0.0252981	0.00790977	0.00942699	0.0173921	0.00546559	0.0077886	0.0120389	0.0114302	0.0153091	0.0174426	0.0116361	0.0155224	0.0160971	0.0104158	0.0126547	0.00457534	0.00541078	0.00494337	0.0105085	0.00958643	3.35968
330	-14728	-14781.1	53.0046	0.128986	0.103034	0.0913352	0.0932006	0.0904185	0.0854912	0.130457	0.0846738	0.10135	0.156805	0.0769304	0.0961123	0.102431	0.117596	0.101671	0.133727	0.135355	0.124645	0.129647	0.0710066	0.102503	0.0619757	0.178373	0.0922928	0.0264939	0.0272992	0.0440606	0.0280991	0.0224443	0.0117111	0.0762478	0.0546688	0.0642025	0.0303024	0.0617557	0.0362174	0.0483666	0.0504568	0.0251208	0.0240305	0.0198442	0.0303594	0.0421974	3.81153	0.271518	0.284563	0.100671	0.343248	0.0389228	0.0310915	0.0275613	0.0281242	0.0272847	0.0257978	0.0393666	0.0255511	0.0305832	0.0473174	0.0232145	0.0290028	0.0309095	0.0354857	0.0306803	0.0403534	0.0408446	0.037613	0.0391223	0.0214269	0.0309313	0.0187018	0.0538259	0.0278502	0.0079948	0.0082378	0.0132957	0.00847918	0.00677277	0.00353395	0.0230085	0.0164968	0.0193737	0.00914403	0.0186354	0.0109289	0.0145951	0.0152258	0.00758044	0.00725144	0.00598819	0.00916123	0.0127335	3.313897
340	-14727.1	-14779.9	52.8471	0.14756	0.073372	0.111918	0.0904702	0.113379	0.0844763	0.119601	0.0788095	0.0941937	0.188741	0.0832685	0.0837783	0.101215	0.121619	0.139059	0.143322	0.133748	0.12262	0.125586	0.0640909	0.0694599	0.0747513	0.182337	0.093936	0.0238097	0.023263	0.0336885	0.0181275	0.0271586	0.0230863	0.0532408	0.0599237	0.0623427	0.0357905	0.0614518	0.0357875	0.0203132	0.0477423	0.0248226	0.0311588	0.0335641	0.0291796	0.028135	4.073213	0.281545	0.280646	0.0992852	0.338524	0.0445276	0.0221407	0.0337723	0.0273002	0.0342133	0.0254915	0.0360907	0.0237815	0.0284238	0.0569543	0.0251271	0.0252809	0.0305426	0.0366995	0.0419624	0.0432487	0.0403598	0.0370017	0.0378968	0.01934	0.0209602	0.0225569	0.0550219	0.0283461	0.00718479	0.00701983	0.0101658	0.00547013	0.00819535	0.00696652	0.0160659	0.0180825	0.0188125	0.0108001	0.0185437	0.0107992	0.00612971	0.0144067	0.00749045	0.00940246	0.0101283	0.00880523	0.00849	3.313897
350	-14727.1	-14780	52.925	0.145956	0.085601	0.117694	0.10336	0.121182	0.0865638	0.127831	0.0678748	0.10938	0.179889	0.072339	0.0792742	0.096198	0.129988	0.132244	0.126781	0.118026	0.126579	0.118658	0.071379	0.0668348	0.0853752	0.194885	0.0988961	0.0244338	0.0148904	0.0507798	0.0235667	0.0200499	0.0177379	0.0350909	0.0561817	0.0339118	0.0382535	0.0582126	0.0495399	0.0412939	0.0517706	0.0239202	0.0245755	0.0196262	0.0335707	0.0304048	3.962754	0.281048	0.28015	0.100876	0.337926	0.0440876	0.0258566	0.0355507	0.031221	0.0366042	0.0261475	0.0386128	0.0205023	0.0330394	0.0543372	0.0218507	0.0239456	0.0290576	0.0392641	0.0399455	0.0382955	0.0356508	0.0382345	0.0358418	0.0215607	0.0201881	0.0257884	0.0588669	0.0298726	0.00738048	0.00449781	0.0153386	0.00711857	0.00605627	0.00535791	0.0105996	0.0169702	0.0102434	0.0115548	0.0175837	0.014964	0.0124732	0.0156378	0.00722535	0.00742329	0.00592828	0.0101404	0.00918407	3.3106
360	-14720.3	-14773.1	52.8262	0.146101	0.117163	0.0936288	0.0883101	0.121302	0.0948622	0.128839	0.0817422	0.0912698	0.180066	0.0690592	0.0881059	0.116808	0.116681	0.11222	0.144497	0.139022	0.126366	0.119567	0.0727151	0.0808794	0.0854595	0.195077	0.0763682	0.0299704	0.0358706	0.0447989	0.029771	0.023509	0.0157821	0.0345123	0.042517	0.0446079	0.027788	0.0582701	0.0363832	0.0289347	0.0552243	0.0280255	0.0249707	0.0238532	0.016948	0.0279452	4.096802	0.28045	0.279555	0.100661	0.339334	0.0440621	0.0353347	0.0282372	0.0266332	0.036583	0.0286092	0.0388563	0.0246524	0.0275258	0.0543057	0.0208274	0.0265716	0.0352279	0.0351896	0.0338442	0.0435783	0.0419271	0.0381104	0.0360598	0.0219299	0.0243922	0.0257735	0.0588328	0.0230317	0.00903869	0.0108181	0.0135108	0.00897856	0.00709	0.00475969	0.0104085	0.0128226	0.0134532	0.0083805	0.0175735	0.0109727	0.00872635	0.0166549	0.00845212	0.00753085	0.00719382	0.00511129	0.00842791	3.315791
370	-14720.8	-14773.7	52.9063	0.14801	0.112453	0.0862378	0.0885478	0.122886	0.0830759	0.130523	0.0828103	0.0924624	0.182419	0.0699616	0.0847653	0.100433	0.124856	0.112013	0.112332	0.171043	0.115307	0.121637	0.0665656	0.0846002	0.078024	0.169136	0.104626	0.0248643	0.0319113	0.0522907	0.0214828	0.0285756	0.0269756	0.051875	0.0587147	0.0319805	0.0388321	0.0501201	0.0493525	0.0244338	0.0549446	0.0245402	0.0245913	0.0225919	0.0246788	0.0283103	3.961921	0.28045	0.279555	0.100661	0.339334	0.0446378	0.0339144	0.0260082	0.0267049	0.037061	0.0250546	0.039364	0.0249745	0.0278855	0.0550153	0.0210995	0.0255641	0.0302894	0.037655	0.0337817	0.033878	0.0515843	0.0347751	0.0366842	0.0200753	0.0255143	0.023531	0.0510091	0.0315539	0.00749875	0.00962405	0.0157702	0.00647893	0.00861804	0.00813549	0.0156448	0.0177076	0.00964491	0.0117113	0.0151156	0.0148841	0.00736891	0.0165706	0.007401	0.00741641	0.00681344	0.00744281	0.00853803	3.315791
380	-14728.7	-14781.7	52.9873	0.151494	0.0748269	0.0882682	0.0948457	0.111162	0.0850318	0.111813	0.0614734	0.0991213	0.186714	0.0716087	0.0867609	0.0990565	0.0890362	0.122391	0.141176	0.102676	0.130051	0.120837	0.0753188	0.0972076	0.0763964	0.173118	0.107089	0.0365309	0.0461377	0.0535218	0.0281868	0.0465826	0.0197147	0.0557624	0.0600971	0.0415056	0.0408683	0.0532969	0.0380039	0.0355267	0.0562382	0.0349712	0.0366263	0.0300257	0.0252598	0.0194613	3.82828	0.286182	0.285268	0.102718	0.325832	0.0456887	0.0225668	0.0266205	0.0286042	0.0335251	0.0256445	0.0337214	0.0185396	0.0298937	0.0563105	0.0215963	0.026166	0.0298742	0.0268522	0.0369116	0.0425768	0.0309657	0.0392218	0.0364429	0.0227152	0.0293166	0.0230402	0.0522101	0.0322968	0.0110172	0.0139145	0.0161415	0.00850078	0.0140487	0.0059457	0.0168172	0.0181245	0.0125176	0.0123253	0.0160737	0.0114615	0.0107144	0.0169607	0.0105469	0.011046	0.00905536	0.00761804	0.00586926	3.315791
390	-14722.7	-14775.6	52.8944	0.132427	0.0764954	0.113553	0.0966005	0.101324	0.0869279	0.114306	0.0689098	0.110523	0.190877	0.0732055	0.0670024	0.101265	0.101251	0.105696	0.149588	0.146622	0.141962	0.145327	0.0654463	0.0894668	0.0887584	0.16938	0.0894256	0.0447038	0.0293266	0.0581938	0.0249419	0.0291309	0.0185919	0.0422539	0.0577365	0.0350119	0.0325704	0.0556203	0.0411784	0.0450046	0.0582339	0.035751	0.0237761	0.0180196	0.0246191	0.0147864	3.981808	0.278082	0.277194	0.0998111	0.344913	0.0399384	0.02307	0.0342463	0.0291335	0.0305581	0.0262163	0.0344733	0.0207823	0.0333322	0.0575662	0.0220779	0.0202071	0.0305403	0.0305359	0.0318764	0.0451137	0.0442194	0.0428139	0.0438286	0.0197378	0.026982	0.0267684	0.0510828	0.0269696	0.0134821	0.00884454	0.0175505	0.00752216	0.00878551	0.00560709	0.0127432	0.0174126	0.0105591	0.0098228	0.0167744	0.0124189	0.0135728	0.0175626	0.010782	0.00717056	0.00543447	0.0074248	0.00445939	3.315791
400	-14724.8	-14777.7	52.8944	0.161233	0.104149	0.105443	0.0951545	0.120963	0.0762938	0.0949782	0.0651504	0.108868	0.18802	0.071537	0.0850192	0.0997496	0.10132	0.107554	0.122855	0.144428	0.130167	0.138916	0.0644667	0.0900311	0.0853812	0.166844	0.101174	0.0199999	0.0413281	0.0534495	0.0213491	0.0441106	0.0110147	0.0497655	0.0540357	0.0417546	0.0292222	0.049031	0.0332618	0.0421511	0.0593817	0.0225937	0.0382189	0.024916	0.0222438	0.0282687	3.981808	0.278082	0.277194	0.0998111	0.344913	0.0486257	0.0314099	0.0318001	0.0286974	0.0364809	0.0230092	0.0286442	0.0196485	0.0328333	0.0567045	0.0215746	0.0256407	0.0300832	0.0305569	0.0324369	0.0370515	0.0435575	0.0392567	0.0418952	0.0194423	0.0271522	0.0257499	0.0503181	0.0305127	0.00603171	0.012464	0.0161197	0.00643863	0.0133032	0.00332188	0.0150086	0.0162965	0.0125927	0.00881305	0.0147871	0.0100313	0.0127122	0.0179087	0.00681395	0.0115263	0.00751436	0.00670844	0.00852549	3.315791
410	-14724.9	-14777.7	52.8434	0.14959	0.099982	0.118054	0.091172	0.10845	0.0808505	0.102318	0.0679122	0.101409	0.187704	0.0770652	0.0757578	0.0757847	0.101517	0.117877	0.116642	0.140634	0.118911	0.126776	0.0856102	0.0969884	0.0919792	0.179738	0.0943989	0.0229731	0.030467	0.0655529	0.0312921	0.0318803	0.0144729	0.0424416	0.0481052	0.0378924	0.0314804	0.0581295	0.0362335	0.0552818	0.0600554	0.049391	0.0276744	0.0186336	0.0327877	0.0139264	4.06768	0.27617	0.282101	0.0941479	0.347581	0.0451143	0.0301533	0.0356035	0.0274963	0.0327072	0.0243835	0.0308578	0.0204815	0.0305836	0.0566092	0.0232419	0.0228476	0.0228557	0.0306163	0.0355503	0.0351776	0.0424133	0.0358621	0.0382339	0.0258189	0.0292505	0.0277398	0.0542066	0.0284695	0.00692839	0.00918846	0.0197699	0.00943728	0.0096147	0.00436483	0.0127999	0.0145079	0.0114279	0.00949409	0.0175311	0.0109276	0.0166723	0.0181119	0.0148957	0.00834623	0.00561966	0.00988834	0.00420003	3.315791
420	-14730	-14782.7	52.7579	0.150412	0.103656	0.118703	0.0916733	0.0977432	0.103035	0.10288	0.103903	0.101966	0.196948	0.0710157	0.0761743	0.114339	0.102076	0.121793	0.128385	0.130223	0.136413	0.131096	0.0712828	0.0975217	0.0935081	0.165299	0.0875541	0.0145995	0.0258929	0.0650689	0.0364958	0.0367621	0.0136206	0.0543303	0.0349141	0.0381007	0.0369057	0.0560426	0.0360032	0.0426416	0.0604953	0.0288917	0.0278265	0.0261122	0.011348	0.0144194	3.948616	0.28213	0.279778	0.0933727	0.344719	0.0447912	0.0308677	0.0353485	0.0272994	0.0291069	0.0306829	0.0306368	0.0309413	0.0303646	0.0586491	0.0211478	0.0226839	0.034049	0.0303971	0.0362686	0.0382317	0.0387791	0.0406223	0.0390392	0.0212273	0.029041	0.0278458	0.0492244	0.0260727	0.0043476	0.00771063	0.0193769	0.0108681	0.0109474	0.00405609	0.016179	0.0103971	0.011346	0.0109902	0.0166889	0.0107214	0.0126983	0.0180149	0.00860365	0.00828646	0.00777594	0.00337932	0.00429395	3.358071
