Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	rel_branch_lengths[1]	rel_branch_lengths[2]	rel_branch_lengths[3]	rel_branch_lengths[4]	rel_branch_lengths[5]	rel_branch_lengths[6]	rel_branch_lengths[7]	rel_branch_lengths[8]	rel_branch_lengths[9]	rel_branch_lengths[10]	rel_branch_lengths[11]	rel_branch_lengths[12]	rel_branch_lengths[13]	rel_branch_lengths[14]	rel_branch_lengths[15]	rel_branch_lengths[16]	rel_branch_lengths[17]	rel_branch_lengths[18]	rel_branch_lengths[19]	rel_branch_lengths[20]	rel_branch_lengths[21]	rel_branch_lengths[22]	rel_branch_lengths[23]	rel_branch_lengths[24]	rel_branch_lengths[25]	rel_branch_lengths[26]	rel_branch_lengths[27]	rel_branch_lengths[28]	rel_branch_lengths[29]	rel_branch_lengths[30]	rel_branch_lengths[31]	rel_branch_lengths[32]	rel_branch_lengths[33]	rel_branch_lengths[34]	rel_branch_lengths[35]	rel_branch_lengths[36]	rel_branch_lengths[37]	rel_branch_lengths[38]	rel_branch_lengths[39]	rel_branch_lengths[40]	rel_branch_lengths[41]	rel_branch_lengths[42]	rel_branch_lengths[43]	TL
200	-14459.1	-14521.2	62.1667	0.141102	0.0888661	0.0926443	0.105103	0.0992047	0.0701419	0.126076	0.0759236	0.0857072	0.149955	0.0735638	0.0862127	0.0941844	0.095344	0.106165	0.12751	0.140847	0.100935	0.122586	0.0872756	0.0773456	0.0805439	0.142951	0.0300031	0.0129707	0.0244249	0.0459906	0.028636	0.0200146	0.0393591	0.00776936	0.0280991	0.019413	0.0306805	0.0256609	0.0176125	0.0556673	0.0274144	0.0496239	0.0769246	0.0219669	0.0105924	0.0388745	0.219535	0.252112	0.0600783	0.0253814	0.426583	0.0163105	0.254539	0.219554	0.156454	0.369452	0.0473196	0.029802	0.031069	0.0352471	0.0332691	0.0235227	0.0422808	0.0254616	0.0287426	0.0502888	0.0246702	0.0289122	0.0315855	0.0319744	0.0356032	0.0427615	0.0472342	0.0338494	0.0411101	0.0292686	0.0259385	0.0270111	0.0479399	0.0100618	0.00434982	0.00819108	0.0154233	0.00960333	0.00671208	0.0131994	0.00260552	0.00942325	0.00651031	0.010289	0.00860561	0.00590649	0.0186685	0.00919364	0.0166418	0.0257973	0.00736677	0.00355225	0.0130369	2.981886
210	-14464.2	-14526.4	62.1667	0.134487	0.0913521	0.104093	0.100176	0.0876066	0.0668537	0.121402	0.0658192	0.0647614	0.142926	0.0701151	0.0816714	0.102321	0.0908742	0.101188	0.158086	0.102312	0.123672	0.116839	0.071542	0.0881433	0.076768	0.155216	0.0345344	0.0123626	0.0290599	0.0444839	0.0272936	0.0185574	0.0450901	0.0119044	0.0331055	0.021444	0.0444769	0.0263314	0.0190401	0.0634452	0.0279383	0.0460599	0.0880027	0.0183178	0.0151615	0.0370521	0.219264	0.251801	0.0580166	0.0320765	0.426056	0.0127858	0.237646	0.230571	0.164585	0.367199	0.0451013	0.0306357	0.0349083	0.0335948	0.0293796	0.0224199	0.0407133	0.022073	0.0217183	0.0479312	0.0235137	0.0273892	0.0343142	0.0304754	0.0339341	0.0530154	0.0343112	0.0414746	0.0391829	0.0239922	0.0295596	0.0257448	0.0520531	0.0115814	0.0041459	0.00974549	0.014918	0.00915313	0.00622337	0.0151213	0.00399223	0.0111022	0.00719141	0.0149157	0.00883046	0.00638524	0.0212769	0.00936932	0.0154466	0.0295124	0.00614304	0.00508453	0.0124257	2.981886
220	-14480.5	-14542.6	62.1667	0.123438	0.0922366	0.102475	0.100496	0.0884549	0.0842859	0.0919684	0.0794594	0.0723411	0.144309	0.070794	0.0784043	0.103312	0.0795438	0.102167	0.114602	0.137027	0.131195	0.11797	0.0754806	0.0889968	0.0784103	0.156719	0.028243	0.0149634	0.0294861	0.0449146	0.0183968	0.0031643	0.0487122	0.0101564	0.0380485	0.0441441	0.0469682	0.0320089	0.0282829	0.0443447	0.0323129	0.0274218	0.0854779	0.0184952	0.018023	0.0542339	0.236555	0.272464	0.0625915	0.026494	0.394382	0.00751422	0.239591	0.232459	0.175697	0.352253	0.041396	0.0309323	0.034366	0.0337022	0.0296641	0.028266	0.0308424	0.0266474	0.0242602	0.0483953	0.0237413	0.0262935	0.0346465	0.0266757	0.0342627	0.0384328	0.0459531	0.0439972	0.0395623	0.025313	0.0298458	0.0262955	0.0525571	0.00947154	0.00501811	0.0098884	0.0150625	0.00616951	0.00106117	0.016336	0.00340603	0.0127599	0.0148041	0.0157512	0.0107344	0.00948489	0.0148713	0.0108364	0.00919613	0.0286657	0.00620252	0.00604417	0.0181878	2.981886
230	-14462.9	-14524.4	61.4471	0.130607	0.104379	0.093644	0.106333	0.110974	0.0729982	0.144049	0.0609149	0.0732045	0.171559	0.0676151	0.082958	0.112214	0.119378	0.108101	0.138241	0.144985	0.124236	0.124822	0.0585276	0.0941656	0.0924049	0.164846	0.0375991	0.0154933	0.0287869	0.0353434	0.0194652	0.0125928	0.0413294	0.0137692	0.0379187	0.031236	0.0525518	0.0355116	0.0232098	0.0332432	0.0275096	0.0462165	0.0796591	0.0304171	0.0255883	0.049067	0.229198	0.26399	0.0549055	0.0297009	0.409306	0.0128999	0.247573	0.240202	0.148238	0.363987	0.0411016	0.0328476	0.0294694	0.0334625	0.0349231	0.0229723	0.0453318	0.0191697	0.0230372	0.053989	0.0212782	0.0261066	0.0353133	0.0375679	0.034019	0.0435039	0.0456263	0.0390967	0.039281	0.0184184	0.0296336	0.0290795	0.0518764	0.0118323	0.00487567	0.00905915	0.0111224	0.00612564	0.00396292	0.0130062	0.00433311	0.0119329	0.00982985	0.0165379	0.0111754	0.00730406	0.0104615	0.00865717	0.0145442	0.0250684	0.00957217	0.00805255	0.0154412	3.177665
240	-14462.2	-14524.5	62.2745	0.11694	0.0816424	0.103761	0.123348	0.103523	0.0637889	0.10508	0.0645652	0.0956175	0.153607	0.0720188	0.0654614	0.091184	0.097905	0.0932911	0.157328	0.129814	0.106448	0.113621	0.0699747	0.0673883	0.0827355	0.154142	0.0316957	0.0176235	0.0403539	0.0394081	0.0180139	0.024964	0.0367972	0.0123407	0.0332681	0.0329617	0.0470527	0.0335063	0.0126628	0.0309906	0.0285782	0.047746	0.0826849	0.0219052	0.0169817	0.0297185	0.229328	0.264141	0.0549368	0.0283703	0.409539	0.0136848	0.253784	0.22114	0.151957	0.373119	0.039608	0.0276525	0.0351443	0.0417785	0.0350634	0.0216055	0.0355908	0.0218684	0.0323859	0.0520271	0.024393	0.022172	0.0308843	0.0331607	0.031598	0.0532876	0.0439683	0.0360544	0.0384839	0.0237006	0.0228246	0.0280228	0.0522082	0.0107354	0.00596913	0.013668	0.0133476	0.00610136	0.00845539	0.0124633	0.00417982	0.011268	0.0111642	0.0159369	0.0113487	0.00428892	0.0104966	0.00967952	0.0161717	0.0280056	0.00741937	0.00575174	0.0100657	2.952439
250	-14455.7	-14517.9	62.2745	0.113236	0.0993116	0.113853	0.0901293	0.111248	0.0741968	0.112921	0.0817501	0.0709742	0.165069	0.0773931	0.077073	0.0979884	0.0913206	0.100253	0.115042	0.126042	0.114392	0.125582	0.0671369	0.0757314	0.0889095	0.141957	0.0352921	0.0274738	0.0179596	0.0441672	0.0108116	0.0222826	0.0395431	0.0221683	0.0380348	0.0243342	0.0266275	0.0353666	0.0165958	0.03942	0.0261181	0.029122	0.0888551	0.0236107	0.0129843	0.0401617	0.228026	0.266935	0.0483788	0.0343327	0.413871	0.00845661	0.253784	0.22114	0.151957	0.373119	0.0383533	0.0336371	0.0385624	0.0305271	0.0376799	0.0251307	0.0382466	0.027689	0.0240392	0.0559095	0.0262133	0.0261049	0.033189	0.0309306	0.0339559	0.0389651	0.0426908	0.0387448	0.0425351	0.0227395	0.0256505	0.0301139	0.0480813	0.0119535	0.00930546	0.00608298	0.0149596	0.00366192	0.00754719	0.0133934	0.00750847	0.0128825	0.00824208	0.00901881	0.0119788	0.00562105	0.0133517	0.0088463	0.00986373	0.0300955	0.00799703	0.00439782	0.0136029	2.952439
260	-14462.3	-14524.6	62.2745	0.147887	0.0932938	0.107261	0.0715742	0.108054	0.0701945	0.134931	0.0907447	0.0671457	0.144805	0.0915086	0.0736991	0.104713	0.0960673	0.0948449	0.118146	0.114721	0.0910413	0.129063	0.0635154	0.0792862	0.0953359	0.142789	0.0371053	0.0214891	0.0224694	0.0417848	0.011169	0.0160636	0.0481181	0.00954543	0.0345729	0.0178812	0.0370948	0.0279918	0.0171615	0.0387676	0.0279136	0.0453365	0.0938281	0.0186005	0.0169283	0.0379953	0.221448	0.269209	0.048791	0.0346252	0.417398	0.00852867	0.251602	0.219238	0.15065	0.37851	0.0500899	0.0315989	0.0363295	0.0242424	0.0365981	0.0237751	0.0457015	0.0307355	0.0227425	0.049046	0.0309942	0.0249621	0.0354665	0.0325383	0.0321242	0.0400164	0.0388564	0.0308359	0.0437142	0.0215129	0.0268545	0.0322906	0.0483632	0.0125677	0.00727841	0.00761045	0.0141526	0.00378298	0.00544078	0.0162977	0.00323307	0.0117099	0.00605642	0.0125641	0.0094809	0.00581266	0.0131307	0.00945443	0.0153556	0.0317799	0.00630005	0.00573366	0.0128691	2.952439
270	-14467	-14528.9	61.9083	0.146422	0.0913991	0.112803	0.0963427	0.0948278	0.0730507	0.140421	0.0927102	0.0623447	0.187557	0.0645679	0.0748138	0.0948933	0.0907921	0.115955	0.122953	0.119389	0.0922978	0.104718	0.0775256	0.0873944	0.09782	0.196205	0.0409656	0.0146777	0.0243878	0.035004	0.0222869	0.01276	0.0314081	0.0125909	0.0359796	0.0228268	0.0398622	0.022164	0.0161025	0.0507511	0.0197817	0.0376844	0.0976459	0.0170407	0.02165	0.0395413	0.223382	0.27156	0.0492171	0.0269776	0.421043	0.00782065	0.252512	0.220032	0.151195	0.37626	0.0479707	0.0299442	0.0369564	0.0315638	0.0310675	0.0239329	0.0460047	0.0303737	0.0204254	0.0614476	0.0211538	0.0245105	0.0310889	0.0297453	0.0379893	0.0402819	0.0391143	0.0302386	0.0343078	0.0253989	0.0286322	0.0320478	0.0642808	0.0134212	0.00480872	0.00798993	0.011468	0.00730163	0.00418043	0.0102899	0.00412504	0.0117876	0.00747852	0.0130596	0.00726137	0.0052755	0.0166271	0.00648089	0.0123462	0.0319908	0.00558289	0.00709297	0.0129545	3.052315
280	-14461.1	-14523	61.9083	0.123304	0.0962988	0.099189	0.0897756	0.0970282	0.0765081	0.109428	0.0816421	0.0948288	0.191909	0.0798366	0.0765498	0.0834412	0.108507	0.101887	0.119177	0.134632	0.106	0.106537	0.0598494	0.0902157	0.0724625	0.200684	0.030691	0.0190201	0.0279943	0.0316931	0.00807809	0.0240412	0.0499573	0.0108574	0.0445942	0.0314459	0.0407871	0.0306776	0.0178097	0.0463391	0.0398462	0.0369886	0.0898107	0.0197946	0.0178233	0.034375	0.21964	0.267011	0.0473218	0.0373386	0.41399	0.0146981	0.254415	0.22402	0.160618	0.360948	0.040397	0.0315494	0.0324963	0.0294123	0.0317884	0.0250656	0.0358507	0.0267476	0.0310678	0.0628734	0.0261561	0.0250793	0.027337	0.0355491	0.0333802	0.0390447	0.044108	0.0347276	0.0349038	0.0196079	0.0295565	0.0237402	0.0657482	0.010055	0.00623137	0.00917151	0.0103833	0.00264654	0.00787638	0.016367	0.0035571	0.01461	0.0103023	0.0133627	0.0100506	0.00583482	0.0151816	0.0130544	0.0121182	0.0294238	0.0064851	0.00583926	0.0112619	3.052315
290	-14461	-14522.9	61.9083	0.126327	0.0908453	0.10673	0.0754611	0.0869699	0.0783839	0.113713	0.0810869	0.0971537	0.164978	0.0823578	0.0749372	0.0921395	0.101963	0.104385	0.141841	0.127069	0.108598	0.133875	0.0807594	0.065976	0.0742391	0.1557	0.0431817	0.0191744	0.0364802	0.0279951	0.0312665	0.0209488	0.0427958	0.010866	0.0289513	0.0146279	0.0434106	0.0253686	0.0232119	0.0459497	0.0202862	0.0526647	0.10549	0.0281973	0.0314871	0.0344721	0.220766	0.26838	0.0530283	0.0269386	0.416113	0.0147735	0.254415	0.22402	0.160618	0.360948	0.0413874	0.0297628	0.0349668	0.0247226	0.0284931	0.0256801	0.0372548	0.0265657	0.0318295	0.0540501	0.0269821	0.0245509	0.0301868	0.0334051	0.0341986	0.0464699	0.0416303	0.0355791	0.0438602	0.0264584	0.0216151	0.0243222	0.0510105	0.0141472	0.00628192	0.0119516	0.00917177	0.0102435	0.00686326	0.0140208	0.00355991	0.00948501	0.00479238	0.0142222	0.00831126	0.0076047	0.015054	0.00664617	0.017254	0.0345607	0.00923799	0.0103158	0.0112937	3.052315
300	-14465.3	-14527.2	61.9083	0.141114	0.0958751	0.0972519	0.080095	0.113641	0.0827237	0.131276	0.093684	0.0763616	0.174112	0.0725048	0.0697779	0.0972409	0.10417	0.0937575	0.111432	0.127942	0.10001	0.111335	0.0852307	0.0814674	0.0764812	0.179061	0.0455725	0.00870528	0.0223654	0.0358558	0.0327583	0.0238438	0.0371871	0.01702	0.0248621	0.034268	0.0449391	0.0375618	0.0169132	0.0484938	0.015432	0.0449268	0.0985132	0.016189	0.0137562	0.0366057	0.220393	0.26746	0.0528465	0.0298918	0.414686	0.0147228	0.253315	0.220144	0.157839	0.368702	0.0462318	0.0314106	0.0318617	0.0262407	0.0372312	0.0271019	0.0430086	0.0306928	0.0250176	0.0570426	0.023754	0.0228606	0.0318581	0.0341283	0.0307169	0.0365074	0.0419165	0.0327653	0.0364757	0.0279233	0.0266904	0.0250568	0.0586641	0.0149305	0.00285203	0.00732735	0.0117471	0.0107323	0.00781171	0.0121833	0.00557609	0.00814534	0.0112269	0.014723	0.012306	0.00554111	0.0158875	0.00505583	0.0147189	0.0322749	0.00530384	0.00450681	0.0119928	3.052315
310	-14457.5	-14519.9	62.3904	0.113114	0.0900678	0.101024	0.07795	0.109269	0.0655265	0.123324	0.0744277	0.0717363	0.152736	0.0773414	0.0675383	0.0825245	0.100539	0.0977572	0.138925	0.120193	0.0982129	0.104591	0.0800681	0.0688362	0.0704241	0.159842	0.0336416	0.015636	0.0121859	0.0401877	0.0178501	0.0339578	0.0443611	0.0182757	0.0340381	0.0321923	0.0433053	0.0353734	0.0141163	0.0347257	0.0314753	0.0476386	0.0953256	0.0201062	0.0240968	0.0463199	0.221834	0.269208	0.0531919	0.0300873	0.417397	0.00828156	0.253315	0.220144	0.157839	0.368702	0.0387272	0.0308369	0.034588	0.0266881	0.0374111	0.0224346	0.0422231	0.0254822	0.0245607	0.0522929	0.0264797	0.0231234	0.0282543	0.0344219	0.0334696	0.0475643	0.0411509	0.0336256	0.0358094	0.0274133	0.0235678	0.0241114	0.054726	0.011518	0.00535337	0.00417216	0.0137593	0.00611143	0.0116263	0.0151881	0.00625714	0.0116538	0.0110218	0.0148266	0.0121109	0.00483307	0.0118892	0.0107764	0.0163102	0.0326371	0.00688387	0.00825013	0.0158587	2.920778
320	-14471.5	-14533.9	62.4154	0.104538	0.099285	0.103609	0.0837279	0.0903462	0.0733657	0.113975	0.0645359	0.0954543	0.189835	0.0840658	0.088606	0.0930434	0.100784	0.105226	0.100764	0.121726	0.103336	0.107446	0.0866899	0.0653767	0.0977535	0.147724	0.0300358	0.00849229	0.0371658	0.0257203	0.0164968	0.014362	0.0272601	0.0192345	0.0314576	0.0224554	0.0420487	0.0326916	0.016919	0.0400226	0.0335091	0.0301529	0.0808639	0.0451634	0.00881808	0.0298656	0.218399	0.271569	0.0506754	0.0214096	0.421057	0.0168899	0.257116	0.21906	0.160207	0.363618	0.0358751	0.0340723	0.0355563	0.0287335	0.0310047	0.0251774	0.0391135	0.0221472	0.0327577	0.0651469	0.0288495	0.0304075	0.0319303	0.0345869	0.036111	0.0345798	0.0417735	0.0354625	0.0368732	0.02975	0.0224358	0.0335468	0.0506956	0.0103076	0.00291436	0.0127545	0.0088266	0.00566134	0.00492872	0.00935503	0.00660083	0.0107955	0.00770617	0.0144302	0.011219	0.00580622	0.0137348	0.0114995	0.0103478	0.0277506	0.015499	0.00302616	0.0102492	2.913948
330	-14470.8	-14533.2	62.4154	0.123235	0.102771	0.0979332	0.0866679	0.0678493	0.0759418	0.138788	0.0758047	0.0755348	0.170451	0.0760073	0.083765	0.079314	0.0929007	0.113453	0.116173	0.126	0.0971418	0.117703	0.0832109	0.0676723	0.103061	0.152911	0.0215107	0.0209687	0.0180442	0.0308321	0.0121349	0.0296753	0.0360015	0.0212283	0.0283613	0.0291088	0.0431491	0.0276713	0.0195768	0.0657966	0.025534	0.0312116	0.0600835	0.0148066	0.0171344	0.0368276	0.217587	0.27056	0.050487	0.0249554	0.419492	0.0169194	0.255514	0.217695	0.159209	0.367582	0.0422914	0.0352687	0.0336084	0.0297424	0.0232843	0.0260615	0.047629	0.0260144	0.0259218	0.0584949	0.026084	0.0287462	0.0272188	0.0318814	0.0389344	0.0398679	0.0432403	0.0333368	0.0403929	0.0285561	0.0232236	0.0353682	0.0524757	0.00738199	0.00719599	0.00619236	0.0105809	0.00416441	0.0101839	0.0123549	0.00728507	0.00973296	0.00998947	0.0148078	0.00949614	0.00671829	0.0225799	0.0087627	0.0107111	0.0206193	0.0050813	0.00588014	0.0126384	2.913948
340	-14466.5	-14528.9	62.4154	0.119008	0.104954	0.0744584	0.0845966	0.101858	0.0723017	0.102239	0.0691021	0.0831665	0.132775	0.0776217	0.0700581	0.111932	0.0948739	0.115863	0.126488	0.128676	0.109288	0.104231	0.0645498	0.0913298	0.0925378	0.166799	0.0256359	0.013776	0.01438	0.0243489	0.0202241	0.0216387	0.0482774	0.0181639	0.0490367	0.0285964	0.0440656	0.028259	0.0169433	0.0405562	0.0324708	0.0365533	0.0804038	0.0228899	0.0174984	0.0315242	0.228045	0.273706	0.0572411	0.0224344	0.398428	0.0201457	0.249121	0.215049	0.157274	0.378557	0.0408407	0.0360178	0.0255524	0.0290316	0.0349553	0.0248123	0.035086	0.0237143	0.0285408	0.0455653	0.026638	0.0240423	0.0384124	0.0325586	0.0397614	0.0434077	0.0441588	0.037505	0.0357695	0.022152	0.0313423	0.0317568	0.0572415	0.00879764	0.0047276	0.00493487	0.00835599	0.00694045	0.0074259	0.0165677	0.00623342	0.0168283	0.00981363	0.0151223	0.00969784	0.00581454	0.0139179	0.0111432	0.0125443	0.0275927	0.0078553	0.00600504	0.0108184	2.913948
350	-14462	-14524.5	62.4154	0.108914	0.0874978	0.0896848	0.0754088	0.108844	0.0695443	0.0983395	0.0664667	0.0796	0.181719	0.0746614	0.0608016	0.0983648	0.0912557	0.110501	0.125697	0.123769	0.125355	0.134599	0.062088	0.0915027	0.0844562	0.145957	0.0280335	0.035505	0.0318279	0.0354568	0.0167054	0.0238139	0.0458806	0.0157621	0.0277595	0.0202436	0.0412045	0.02796	0.0162223	0.0607691	0.0213986	0.0295733	0.0773374	0.020371	0.0127757	0.030322	0.229356	0.275279	0.0575702	0.0286838	0.400719	0.0083923	0.249121	0.215049	0.157274	0.378557	0.0373767	0.0300272	0.0307777	0.0258786	0.0373527	0.023866	0.0337479	0.0228098	0.0273169	0.0623617	0.0256221	0.0208657	0.0337565	0.0313169	0.0379215	0.0431362	0.0424747	0.043019	0.0461912	0.0213072	0.0314016	0.0289834	0.0500889	0.00962045	0.0121845	0.0109226	0.012168	0.00573292	0.00817238	0.0157452	0.00540919	0.00952641	0.00694715	0.0141404	0.00959522	0.00556711	0.0208546	0.00734352	0.0101489	0.0265404	0.00699085	0.00438432	0.0104058	2.913948
360	-14457	-14519.4	62.4154	0.107366	0.0807666	0.0983706	0.0998669	0.112011	0.0684008	0.113681	0.0729894	0.0909151	0.178731	0.0662341	0.0598018	0.0949823	0.0897551	0.108684	0.130874	0.121734	0.0869279	0.132386	0.0815151	0.0885931	0.0830674	0.143557	0.0275725	0.0225742	0.0221517	0.0348738	0.0274006	0.0167008	0.0430596	0.00556822	0.0393091	0.0199107	0.0338634	0.0387266	0.011856	0.0388487	0.0226484	0.0480895	0.0760657	0.0321261	0.0124008	0.0289915	0.22926	0.275164	0.0510208	0.0355485	0.400551	0.00845506	0.234693	0.22032	0.157153	0.387835	0.0368457	0.0277173	0.0337585	0.034272	0.0384398	0.0234736	0.0390129	0.0250483	0.0312	0.0613362	0.02273	0.0205226	0.0325957	0.0308019	0.0372979	0.0449128	0.0417762	0.0298317	0.0454317	0.0279741	0.0304031	0.0285068	0.0492653	0.00946226	0.00774695	0.00760196	0.0119679	0.00940326	0.00573134	0.0147771	0.00191089	0.01349	0.00683291	0.0116211	0.0132901	0.00406871	0.013332	0.00777242	0.0165032	0.026104	0.011025	0.00425568	0.0099492	2.913948
370	-14461.4	-14523.8	62.4154	0.122543	0.0992984	0.0848376	0.089709	0.11062	0.0776257	0.12698	0.0720827	0.0725713	0.175092	0.0702041	0.0683661	0.107307	0.0811586	0.107334	0.107535	0.114053	0.132417	0.0980457	0.0805025	0.0966421	0.0750209	0.153644	0.0429717	0.0305684	0.0208131	0.0267328	0.015901	0.0143513	0.038065	0.00944103	0.0318723	0.0273807	0.0334428	0.0295878	0.00978364	0.033911	0.0287318	0.0474061	0.0703996	0.0293639	0.00991608	0.0397175	0.228423	0.27416	0.0508346	0.0355832	0.39909	0.0119092	0.234693	0.22032	0.157153	0.387835	0.0420541	0.0340769	0.0291143	0.0307861	0.0379623	0.0266394	0.0435767	0.0247371	0.0249048	0.0600875	0.0240924	0.0234617	0.0368253	0.0278518	0.0368346	0.0369034	0.0391405	0.0454425	0.033647	0.0276266	0.0331654	0.0257455	0.0527271	0.0147469	0.0104904	0.00714259	0.00917409	0.00545684	0.00492504	0.013063	0.00323994	0.0109378	0.00939642	0.0114768	0.0101538	0.00335752	0.0116375	0.00986009	0.0162687	0.0241595	0.010077	0.00340297	0.0136301	2.913948
380	-14462.9	-14525.3	62.4154	0.121927	0.098799	0.101957	0.0979674	0.109702	0.0583842	0.121348	0.0851165	0.07116	0.174211	0.0760177	0.0680223	0.0969143	0.0811813	0.106794	0.113875	0.11348	0.112875	0.131788	0.073624	0.0890986	0.0812238	0.163275	0.0326486	0.0320042	0.0206462	0.0229962	0.0124691	0.0194423	0.0291002	0.00703922	0.024635	0.0302747	0.0475355	0.029439	0.00724158	0.0497775	0.0323751	0.0283143	0.0729103	0.0130108	0.0138273	0.0395178	0.237112	0.277349	0.0514259	0.020559	0.403732	0.00982203	0.231866	0.220295	0.160049	0.387791	0.0418426	0.0339056	0.0349892	0.0336202	0.0376473	0.0200361	0.041644	0.02921	0.0244205	0.0597853	0.0260875	0.0233437	0.0332588	0.0278595	0.0366494	0.0390794	0.0389436	0.0387363	0.0452267	0.0252661	0.0305766	0.0278742	0.0560323	0.0112043	0.0109831	0.00708531	0.00789177	0.00427911	0.00667214	0.00998651	0.0024157	0.00845416	0.0103896	0.0163131	0.0101028	0.00248514	0.0170825	0.0111104	0.0097168	0.0250211	0.00446501	0.00474521	0.0135616	2.913948
390	-14461.4	-14523.8	62.4154	0.113061	0.0955929	0.0986481	0.0947883	0.0865082	0.0596206	0.128966	0.0729258	0.0790591	0.175353	0.0847422	0.0623001	0.0784072	0.104909	0.120409	0.111321	0.126628	0.109213	0.127512	0.0712348	0.0862073	0.0716817	0.138525	0.0347437	0.0189372	0.0359067	0.0586918	0.0138364	0.0205138	0.0375699	0.0125046	0.0312084	0.0107122	0.0356104	0.017662	0.0200144	0.0490404	0.0287276	0.0466633	0.0663424	0.0185245	0.0191601	0.0399653	0.233756	0.275369	0.050698	0.0299314	0.398017	0.0122284	0.236572	0.220017	0.163298	0.380113	0.0388001	0.0328053	0.0338537	0.0325292	0.0296876	0.0204604	0.0442582	0.0250265	0.0271313	0.0601771	0.0290816	0.02138	0.0269076	0.0360024	0.0413217	0.0382029	0.0434557	0.0374792	0.043759	0.0244462	0.0295844	0.0245995	0.0475385	0.0119232	0.00649882	0.0123224	0.0201417	0.00474833	0.00703988	0.0128931	0.0042913	0.01071	0.00367619	0.0122207	0.00606121	0.00686848	0.0168295	0.00985866	0.0160138	0.0227672	0.00635717	0.00657532	0.0137152	2.913948
400	-14456.7	-14519.1	62.4154	0.112994	0.102102	0.0985889	0.0960235	0.103333	0.07048	0.11965	0.0613192	0.0750442	0.155058	0.0846914	0.0840748	0.104728	0.0911716	0.120337	0.111254	0.117233	0.109147	0.127435	0.0711921	0.0761471	0.0674945	0.14992	0.0330032	0.0195144	0.0221881	0.0334346	0.0234099	0.015925	0.0339947	0.00747859	0.0275421	0.0290968	0.0485081	0.0270714	0.00879752	0.0355315	0.0261877	0.0439629	0.0963145	0.030141	0.00952801	0.0328985	0.233609	0.275196	0.0506662	0.0299126	0.397767	0.0128491	0.236572	0.220017	0.163298	0.380113	0.0387768	0.0350391	0.0338334	0.0329531	0.0354616	0.0241871	0.0410611	0.0210433	0.0257534	0.0532122	0.0290641	0.0288525	0.0359404	0.031288	0.041297	0.03818	0.0402317	0.0374568	0.0437328	0.0244315	0.0261319	0.0231626	0.0514492	0.0113259	0.0066969	0.00761445	0.011474	0.00803375	0.00546508	0.0116662	0.00256648	0.00945181	0.00998537	0.0166469	0.00929029	0.00301911	0.0121936	0.00898702	0.0150871	0.0330529	0.0103437	0.00326979	0.01129	2.913948
410	-14458	-14520.4	62.4154	0.13006	0.100977	0.108323	0.0954698	0.0983959	0.0672234	0.0961583	0.0800026	0.0686053	0.153349	0.0605162	0.0831482	0.105236	0.0901667	0.11288	0.110028	0.11177	0.107944	0.109603	0.0689362	0.0784686	0.0840841	0.166833	0.0249384	0.0176454	0.0256082	0.0354063	0.0269926	0.0135351	0.0312427	0.01571	0.0356354	0.0249431	0.0491199	0.0267731	0.0133885	0.0403544	0.0236459	0.0429617	0.095253	0.0201829	0.0241608	0.0382737	0.225736	0.259349	0.0527337	0.0307705	0.413999	0.0174116	0.241834	0.2185	0.162173	0.377493	0.0446335	0.0346529	0.0371739	0.032763	0.0337672	0.0230695	0.0329993	0.027455	0.0235438	0.0526257	0.0207678	0.0285346	0.0361147	0.0309431	0.0387379	0.0377592	0.0383568	0.0370439	0.0376131	0.0236573	0.0269286	0.0288557	0.0572533	0.00855829	0.0060555	0.00878814	0.0121506	0.00926323	0.00464493	0.0107218	0.00539132	0.0122292	0.0085599	0.0168568	0.0091879	0.00459462	0.0138487	0.00811473	0.0147435	0.0326886	0.00692632	0.00829143	0.0131346	2.913948
