Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
30	0	-13984.3	-13992.7	8.43524	1.633744	0.134447	0.124638	0.10541	0.101622	0.140627	0.0866974	0.133058	0.113111	0.0844234	0.198709	0.0803806	0.098729	0.100507	0.100471	0.110472	0.133127	0.151758	0.124142	0.144644	0.0958053	0.0902425	0.0777563	0.261852	0.0424327	0.0570728	0.0368853	0.0978857	0.0171469	0.0258155	0.123041	0.0364538	0.046418	0.0333356	0.0320316	0.0138833	0.0300652	0.0169919	0.0111513	0.0265379	0.0399252	0.028987	0.038486	0.00829859	0.245263	0.609403	1.0574	2.08794	0.220577	0.366827	0.0871218	0.325475	0.4016838	3.555475
31	1	-13992.2	-13994.4	2.23554	1.53875	0.163087	0.130219	0.101889	0.14021	0.140786	0.103881	0.189989	0.0980669	0.12047	0.291229	0.125315	0.0994999	0.128585	0.132614	0.173806	0.127813	0.172005	0.169361	0.190204	0.104305	0.102009	0.0818604	0.256544	0.00697999	0.0510416	0.0366226	0.0389748	0.0582818	0.117304	0.00929868	0.0661486	0.0532511	0.0262073	0.00711601	0.02404	0.0490647	0.077225	0.0743135	0.0295207	0.0195399	0.0241766	0.017379	0.03126	0.231247	0.594882	1.05262	2.12125	0.208783	0.380375	0.0897545	0.321087	0.3817702	4.161496
32	0	-13985.2	-13992.3	7.12844	1.722658	0.144933	0.100776	0.0986483	0.128094	0.135038	0.0998054	0.133835	0.0876924	0.123178	0.230226	0.0619037	0.0829455	0.133892	0.0860779	0.12133	0.172453	0.160883	0.145415	0.128387	0.0864872	0.11002	0.112806	0.231624	0.031477	0.0817279	0.0356328	0.0856525	0.0258637	0.0429916	0.0792926	0.06509	0.0785766	0.0181362	0.0206255	0.0135545	0.0259509	0.0149353	0.00909283	0.00962429	0.0461152	0.0268451	0.0586079	0.0113859	0.257761	0.62186	1.0612	2.05918	0.220852	0.366697	0.087091	0.32536	0.4016838	3.697628
33	1	-13984.3	-13986.5	2.23326	1.558036	0.183883	0.130668	0.138875	0.127465	0.120135	0.107545	0.169392	0.104443	0.0934748	0.270873	0.0964717	0.0765866	0.118224	0.0849769	0.151821	0.143273	0.211941	0.14752	0.169873	0.0946182	0.107616	0.104276	0.249381	0.014643	0.0467096	0.0626015	0.0533966	0.0766322	0.117304	0.0156281	0.0810192	0.103758	0.0465349	0.00253885	0.0274151	0.0501596	0.0470382	0.0698785	0.0240767	0.016449	0.0297707	0.0337616	0.0420626	0.23415	0.59794	1.05366	2.11425	0.208783	0.380375	0.0897545	0.321087	0.3817702	4.16471
34	0	-13994.9	-13999.8	4.89299	1.439594	0.188342	0.121287	0.139629	0.0977328	0.137802	0.118495	0.164091	0.0780178	0.109432	0.200459	0.0707044	0.12645	0.130974	0.121608	0.120363	0.157382	0.166928	0.128193	0.162435	0.0864404	0.0831166	0.0814155	0.289591	0.0411042	0.0401212	0.0409482	0.0714345	0.0256931	0.0250535	0.132195	0.0743026	0.0725187	0.0247654	0.0154153	0.0315176	0.0279733	0.0304246	0.00338683	0.00705248	0.0369293	0.030666	0.0580515	0.00857507	0.215838	0.578183	1.04667	2.15931	0.221631	0.367989	0.0911781	0.319202	0.4016838	3.879019
35	1	-13987.6	-13989.8	2.12219	1.682881	0.18223	0.113626	0.105515	0.0751209	0.144761	0.103324	0.190647	0.121572	0.113978	0.283101	0.091327	0.118558	0.118224	0.115465	0.146156	0.158686	0.192658	0.158923	0.166992	0.0705059	0.12553	0.0770939	0.249381	0.0298641	0.0577996	0.0286065	0.0601507	0.0570631	0.123808	0.0144559	0.0870535	0.102958	0.0371044	0.00369245	0.0240932	0.052806	0.0409421	0.0734518	0.040214	0.0232642	0.0367615	0.0349483	0.0408841	0.252242	0.616414	1.05957	2.07177	0.205053	0.373579	0.0922835	0.329085	0.3817702	4.193296
36	0	-13986.6	-13991	4.44684	1.603088	0.192734	0.124294	0.127482	0.111606	0.129155	0.117523	0.174408	0.0987868	0.118723	0.194574	0.0672204	0.110073	0.124689	0.120351	0.148099	0.159284	0.171392	0.137249	0.118598	0.0864404	0.0999235	0.0901912	0.268731	0.0542016	0.0579596	0.0195927	0.0596825	0.0390206	0.0186103	0.120053	0.0785407	0.0814419	0.0243849	0.0185849	0.0189341	0.0506823	0.0152727	0.00874709	0.01095	0.065512	0.0429395	0.0583923	0.0149894	0.240817	0.604862	1.05594	2.09838	0.193595	0.381244	0.0944622	0.330699	0.4016838	3.950016
37	1	-13989.6	-13992.5	2.86826	1.367431	0.19222	0.0862821	0.129236	0.109893	0.160072	0.106454	0.131877	0.100925	0.121851	0.260449	0.0863827	0.115123	0.0905597	0.120354	0.125798	0.138024	0.19877	0.166598	0.165771	0.0585976	0.101681	0.0885703	0.250514	0.0198595	0.0524142	0.0417963	0.0599164	0.0384936	0.0973747	0.0100059	0.0867671	0.0991156	0.0408867	0.00703823	0.0300626	0.0636901	0.0743065	0.0701612	0.0300418	0.0476603	0.0367164	0.0258061	0.029579	0.204098	0.564892	1.04159	2.18942	0.204919	0.373335	0.0928768	0.32887	0.3817702	4.067694
38	0	-13989.7	-13996.7	6.99265	1.87828	0.168531	0.103337	0.130473	0.11617	0.117032	0.0961608	0.127053	0.0822458	0.0891737	0.230192	0.0863559	0.102761	0.105491	0.0978825	0.126476	0.14286	0.209975	0.184795	0.145971	0.0913766	0.112678	0.0772331	0.207967	0.0348003	0.0734903	0.0328116	0.0828577	0.0485788	0.0273154	0.0781631	0.0516118	0.0539852	0.0113668	0.0315256	0.00971672	0.0324784	0.0260462	0.00788403	0.00872787	0.0670695	0.0392498	0.0392706	0.0190446	0.278299	0.641413	1.06662	2.01367	0.21005	0.387396	0.0852322	0.317323	0.4016838	3.728184
39	1	-13979.9	-13984.2	4.31822	1.506704	0.194776	0.09981	0.117597	0.118145	0.14446	0.0930047	0.16702	0.0833384	0.11081	0.190112	0.101752	0.101152	0.121128	0.0988321	0.146501	0.151917	0.157653	0.155204	0.168799	0.0667622	0.122421	0.0744341	0.245469	0.0242305	0.0322038	0.0451928	0.0290251	0.0761527	0.14105	0.0311406	0.0649184	0.0797716	0.0339236	0.0156488	0.034238	0.0613429	0.0318499	0.0618234	0.0111784	0.033521	0.0453151	0.0284866	0.0359691	0.226356	0.589669	1.05081	2.13316	0.210105	0.382783	0.0925555	0.314556	0.3651768	3.94808
40	0	-13977.4	-13982	4.6433	1.612022	0.180924	0.142295	0.133093	0.12241	0.147676	0.0846511	0.1523	0.0907893	0.133334	0.234629	0.10388	0.101483	0.108883	0.0912309	0.133803	0.148523	0.168562	0.156399	0.136287	0.0924191	0.109874	0.0913969	0.248063	0.0414973	0.0566436	0.0460911	0.108031	0.0335952	0.0237732	0.087369	0.0416244	0.0860227	0.0245056	0.0181566	0.0124585	0.0241522	0.0407746	0.00447049	0.0223332	0.05751	0.0330658	0.0435048	0.0131582	0.24212	0.606199	1.05637	2.09531	0.21005	0.387396	0.0852322	0.317323	0.3861904	3.931643
41	1	-13988	-13991	3.01257	1.500718	0.141937	0.124401	0.116761	0.133501	0.191157	0.084985	0.165702	0.106754	0.134675	0.223162	0.0897443	0.107251	0.113169	0.102128	0.15231	0.183902	0.12999	0.167722	0.124889	0.10763	0.122798	0.0694519	0.2331	0.0371839	0.0413001	0.0283623	0.066738	0.0445926	0.125546	0.0278904	0.0839031	0.10662	0.0365243	0.00885334	0.00293159	0.0478707	0.0492501	0.0830936	0.0140427	0.0379279	0.0316557	0.0350999	0.0411514	0.225433	0.588676	1.05046	2.13543	0.210941	0.384306	0.0889448	0.315808	0.3651768	4.077657
42	0	-13994	-13996.4	2.30328	1.34733	0.174107	0.118854	0.118129	0.142301	0.13417	0.127835	0.130876	0.115732	0.115608	0.251898	0.0952556	0.122012	0.122468	0.142841	0.142592	0.12004	0.188847	0.174117	0.15836	0.0678968	0.106395	0.0890779	0.235687	0.0513341	0.0706145	0.0451439	0.103751	0.0406224	0.0250034	0.0791823	0.0854915	0.0848655	0.0163154	0.0258856	0.0138397	0.0493056	0.0126355	0.0125993	0.0464658	0.039963	0.0188098	0.0581606	0.0449911	0.200746	0.561001	1.04004	2.19821	0.214804	0.367183	0.0935071	0.324506	0.3687874	4.120077
43	1	-13988.9	-13992.4	3.47414	1.800362	0.135435	0.106827	0.10933	0.121646	0.118721	0.0912446	0.190441	0.103242	0.125717	0.218439	0.112263	0.107251	0.157491	0.121652	0.135752	0.173293	0.200628	0.165284	0.16613	0.109429	0.09767	0.0978074	0.28365	0.0231349	0.0369853	0.0247853	0.0587901	0.0625608	0.117381	0.0196372	0.072774	0.0690065	0.0300682	0.0200342	0.00590401	0.0365856	0.0555268	0.0483344	0.0132001	0.0439129	0.0362683	0.0260888	0.0216721	0.26822	0.631954	1.06409	2.03574	0.212081	0.386384	0.0840196	0.317515	0.3651768	4.07199
44	0	-13991.7	-13998.3	6.5882	1.626243	0.130919	0.0954816	0.12118	0.100964	0.138253	0.116041	0.170241	0.0720437	0.119809	0.204206	0.0914854	0.104731	0.122082	0.108254	0.14316	0.156632	0.182658	0.15631	0.128701	0.0904505	0.106518	0.0918203	0.211958	0.0375733	0.0468003	0.0548173	0.0667982	0.0213095	0.0257204	0.0733256	0.0472993	0.0772373	0.023777	0.0301226	0.00151512	0.0343016	0.0280419	0.0374865	0.045446	0.04886	0.020229	0.0275085	0.0270757	0.244182	0.608304	1.05705	2.09046	0.203903	0.377847	0.0915964	0.326654	0.3665813	3.739144
45	1	-13989	-13992.7	3.66497	1.412613	0.178269	0.110258	0.115755	0.137317	0.153713	0.0909953	0.150166	0.0820329	0.126884	0.249501	0.0763892	0.122434	0.100063	0.129974	0.116824	0.155653	0.203503	0.191649	0.168943	0.112277	0.117144	0.0695268	0.248039	0.0268081	0.0524091	0.0237223	0.0527819	0.0549689	0.144892	0.0230317	0.0526007	0.0690065	0.023761	0.029099	0.00345102	0.0557008	0.0290253	0.0433215	0.017237	0.0161742	0.024277	0.0230571	0.0241982	0.211502	0.573334	1.04485	2.17032	0.197669	0.393451	0.0855564	0.323323	0.3651768	3.996834
46	0	-13986.5	-13989	2.47202	1.631762	0.209782	0.113296	0.140971	0.120381	0.132403	0.094349	0.172342	0.0850691	0.131877	0.210935	0.0951687	0.1176	0.114904	0.144695	0.152439	0.154861	0.198672	0.153935	0.145766	0.132012	0.114653	0.102284	0.251926	0.0403175	0.0914007	0.0167827	0.0827462	0.0283157	0.0190917	0.118203	0.0646328	0.0772373	0.0221255	0.0258053	0.012425	0.0456047	0.036105	0.0210086	0.0181825	0.0355447	0.0519091	0.0378356	0.0159324	0.244978	0.609114	1.05731	2.0886	0.22529	0.367696	0.0891357	0.317879	0.3665813	4.151525
47	1	-13987.4	-13990.8	3.44366	1.817892	0.184118	0.0974703	0.11971	0.124231	0.164989	0.102195	0.152149	0.0787742	0.149638	0.223584	0.0884717	0.0917844	0.0944939	0.124343	0.153611	0.145165	0.165706	0.16647	0.17843	0.0780921	0.147665	0.109548	0.261772	0.0692034	0.0487225	0.0316068	0.0680665	0.0635111	0.121946	0.0011046	0.0652659	0.0714489	0.0417295	0.0269293	0.00793199	0.0209131	0.0519534	0.0408991	0.0216806	0.0332583	0.0305704	0.0319191	0.0258528	0.270523	0.634138	1.06469	2.03065	0.197669	0.393451	0.0855564	0.323323	0.3651768	4.076924
48	0	-13986.8	-13990.6	3.8781	1.633442	0.133125	0.130645	0.140437	0.109388	0.146116	0.104008	0.146702	0.0920655	0.138553	0.256207	0.0779392	0.0998296	0.122429	0.116739	0.13763	0.146431	0.16659	0.161663	0.151703	0.126559	0.0932585	0.0740464	0.223667	0.0497416	0.0959218	0.0343491	0.0803599	0.0504934	0.0288106	0.113764	0.0563813	0.0852287	0.0103368	0.0384385	0.0210989	0.0228776	0.0292707	0.0197345	0.0429699	0.0692	0.0291939	0.0326881	0.00455774	0.24522	0.609359	1.05738	2.08804	0.216949	0.391107	0.0858355	0.306109	0.3594628	4.011147
49	1	-13995.5	-13999.5	4.05651	1.461585	0.184912	0.13328	0.124695	0.10618	0.131655	0.103926	0.136373	0.0946032	0.122822	0.213756	0.10235	0.114539	0.106458	0.10575	0.146266	0.16001	0.147142	0.124066	0.179005	0.0979944	0.167115	0.1168	0.208708	0.0538295	0.0431906	0.0422054	0.0525207	0.0941285	0.097135	0.0020031	0.0636837	0.0649425	0.035091	0.00608788	0.00765308	0.0317464	0.0533409	0.0619238	0.018953	0.0317619	0.0188863	0.0411075	0.0179908	0.219327	0.582035	1.04808	2.15055	0.197669	0.393451	0.0855564	0.323323	0.3651768	3.966588
50	0	-13998.8	-14000.6	1.76022	1.719846	0.143528	0.124996	0.139732	0.139433	0.173121	0.129835	0.163265	0.0990718	0.141396	0.225088	0.0870887	0.126245	0.139769	0.117094	0.13763	0.20725	0.192709	0.147556	0.177608	0.0890074	0.122505	0.0883365	0.252529	0.0514525	0.0832254	0.0325165	0.09933	0.0496117	0.0329976	0.0861335	0.0614994	0.0855992	0.0102371	0.0207322	0.0200237	0.0373508	0.00385566	0.047899	0.0281908	0.0542761	0.0135979	0.0470703	0.00371631	0.257375	0.621482	1.06109	2.06005	0.209394	0.388445	0.0828467	0.319314	0.4065991	4.234109
51	1	-13989.7	-13991.6	1.88271	1.415672	0.152224	0.134182	0.129924	0.144021	0.156617	0.138508	0.199687	0.0748169	0.138623	0.214216	0.0820518	0.1099	0.123984	0.106878	0.156636	0.148602	0.197558	0.144178	0.185065	0.0926364	0.117055	0.0821671	0.266928	0.0201101	0.0379099	0.0310109	0.0489317	0.0762164	0.151358	0.0231837	0.0484543	0.0860911	0.0429524	0.00830776	0.00878172	0.0276369	0.0514719	0.0856831	0.0220689	0.0349392	0.0313915	0.0254169	0.0172605	0.211997	0.57389	1.04506	2.16905	0.197077	0.392272	0.0882974	0.322354	0.3651768	4.175636
52	0	-13985.6	-13989.6	3.98714	1.705308	0.199932	0.112986	0.119051	0.131584	0.145852	0.0886195	0.156969	0.0883433	0.099099	0.219528	0.0860753	0.115574	0.111404	0.11451	0.158428	0.142225	0.192709	0.155645	0.14917	0.115886	0.132412	0.0974686	0.24882	0.044512	0.0748615	0.0201264	0.074009	0.0296617	0.0292049	0.110148	0.0665514	0.0661597	0.0100225	0.0236357	0.00497405	0.0524173	0.0354362	0.0278147	0.0427955	0.0540816	0.0134739	0.0394701	0.00798474	0.255368	0.619509	1.06051	2.06462	0.209394	0.388445	0.0828467	0.319314	0.3414131	4.00963
53	1	-13991.5	-13994.5	3.00672	1.589497	0.157281	0.189364	0.1224	0.123379	0.130603	0.0734197	0.169996	0.0954163	0.128012	0.19658	0.08317	0.0930797	0.126587	0.11476	0.146881	0.16113	0.19183	0.156972	0.155122	0.0703745	0.137807	0.105766	0.223858	0.0191646	0.0603807	0.0444656	0.0509898	0.0882658	0.089517	0.0175256	0.0781438	0.0975288	0.053937	0.00738272	0.0289625	0.0367628	0.065654	0.0555306	0.0100378	0.0419666	0.0256033	0.0370628	0.0293938	0.238823	0.602806	1.05527	2.1031	0.202137	0.3898	0.087741	0.320322	0.3989774	4.092063
54	0	-13998	-13999.3	1.22113	1.359441	0.155346	0.134171	0.177609	0.117636	0.123632	0.146162	0.151584	0.103564	0.15277	0.210933	0.0797798	0.125825	0.125092	0.0965309	0.162409	0.183767	0.184506	0.201596	0.143287	0.105603	0.120586	0.0928809	0.293476	0.0225105	0.0695017	0.0589222	0.0974371	0.0419844	0.034788	0.0513444	0.0700999	0.0945561	0.0108204	0.0342546	0.0214977	0.0413671	0.0175721	0.019669	0.0241901	0.0415571	0.018396	0.0495203	0.0220513	0.20277	0.563356	1.04098	2.1929	0.208833	0.391811	0.082269	0.317088	0.3514706	4.230786
55	1	-13988.4	-13992.4	3.98041	1.414251	0.193002	0.124341	0.117363	0.127531	0.140198	0.0901958	0.17538	0.0755574	0.112087	0.210161	0.0866214	0.0980914	0.129718	0.127165	0.112417	0.154946	0.167102	0.17537	0.125778	0.104145	0.100285	0.103437	0.221923	0.0304312	0.0483764	0.0265373	0.0639292	0.0934193	0.0937129	0.020529	0.111628	0.0865898	0.025334	0.0117053	0.00968964	0.0484157	0.03345	0.0833845	0.0099197	0.0281825	0.016785	0.016376	0.0343878	0.211767	0.573632	1.04496	2.16964	0.202193	0.389908	0.0874869	0.320411	0.3995029	3.965598
56	0	-13990.3	-13991	0.736859	1.534348	0.195838	0.163778	0.106791	0.149006	0.169601	0.0944368	0.167652	0.124945	0.134859	0.251399	0.0797798	0.140309	0.140403	0.109049	0.145928	0.128768	0.201403	0.160148	0.143287	0.107383	0.123974	0.0894846	0.255642	0.0355783	0.0730661	0.0507007	0.0958673	0.0399924	0.0363199	0.108092	0.0738423	0.0738115	0.0149653	0.0150412	0.0206064	0.0414438	0.0208256	0.0277475	0.0287762	0.0468934	0.0468166	0.0540877	0.0223319	0.23058	0.594176	1.05238	2.12287	0.197539	0.410151	0.08612	0.30619	0.3854646	4.310671
57	1	-13983.5	-13988	4.57179	1.723224	0.154066	0.123449	0.118458	0.0960044	0.136127	0.0901958	0.17538	0.101804	0.120664	0.235519	0.0822354	0.0951239	0.118748	0.0959678	0.158242	0.169065	0.167102	0.149236	0.181449	0.0880871	0.116485	0.103619	0.250849	0.0106414	0.0418025	0.0168283	0.0494798	0.0579926	0.0944064	0.00793593	0.0886435	0.0750218	0.0248931	0.0041419	0.0230924	0.0420505	0.0451087	0.083124	0.0374132	0.0284038	0.0354607	0.00712993	0.0519137	0.257839	0.621936	1.06123	2.059	0.21002	0.36752	0.0848531	0.337607	0.3995029	3.953362
58	0	-13996.1	-13997.3	1.18861	1.570852	0.193878	0.12004	0.123815	0.0976714	0.159482	0.14039	0.192409	0.104306	0.108074	0.219967	0.0821053	0.116322	0.117217	0.112002	0.16002	0.172092	0.215641	0.129912	0.197741	0.0682581	0.110736	0.108841	0.255642	0.0305235	0.0816615	0.046383	0.0997533	0.0330855	0.0316531	0.0720272	0.096089	0.112185	0.0298529	0.0236202	0.0343821	0.0488359	0.0118362	0.0371639	0.0269539	0.0669853	0.0073318	0.0647524	0.00947748	0.236063	0.59994	1.05433	2.10967	0.200282	0.401961	0.0873158	0.310442	0.3854646	4.271114
59	1	-13990.2	-13994.6	4.39934	1.452929	0.171647	0.130483	0.0959484	0.142055	0.131744	0.130548	0.14423	0.0779894	0.124341	0.217619	0.0976772	0.121117	0.138179	0.114205	0.144304	0.161827	0.151449	0.19878	0.165512	0.0856651	0.100831	0.0785868	0.202263	0.0391484	0.0327942	0.0214201	0.0359702	0.0560749	0.110602	0.0189349	0.0897584	0.0564249	0.0227678	0.00952273	0.0261882	0.0412163	0.0403716	0.0662156	0.0120599	0.0474578	0.0142797	0.0237325	0.0388362	0.217959	0.580529	1.04753	2.15398	0.21002	0.36752	0.0848531	0.337607	0.3694974	3.930776
60	0	-13987.4	-13991	3.55013	1.454016	0.180616	0.1133	0.123815	0.104568	0.143583	0.102574	0.155631	0.0918199	0.143484	0.197503	0.105208	0.107328	0.0970595	0.115816	0.149618	0.15479	0.188228	0.178204	0.148535	0.0947381	0.112469	0.0688848	0.255642	0.0609239	0.0570709	0.0260636	0.0783459	0.0177891	0.0207409	0.0931206	0.0771943	0.0913297	0.0285867	0.0305959	0.0328083	0.0368074	0.0285987	0.0287379	0.0358149	0.0670905	0.00725295	0.0399906	0.0236163	0.218131	0.580719	1.0476	2.15355	0.200995	0.403392	0.0840666	0.311547	0.3854646	4.015891
61	1	-13984.4	-13989.3	4.83687	1.483791	0.185371	0.102291	0.148397	0.112566	0.127642	0.100276	0.125835	0.100908	0.105064	0.212788	0.0945221	0.0979261	0.120863	0.097501	0.138656	0.149026	0.190052	0.134333	0.151849	0.101188	0.0933668	0.0938176	0.23053	0.0189789	0.0563701	0.0353182	0.0744842	0.0715128	0.0956096	0.0241129	0.0708744	0.0926043	0.0404188	0.00236303	0.0113015	0.038659	0.033089	0.0710888	0.0319905	0.0325452	0.00941486	0.039531	0.0273502	0.222808	0.585836	1.04946	2.1419	0.21002	0.36752	0.0848531	0.337607	0.3694974	3.892387
62	0	-13981.6	-13987.9	6.2429	1.560711	0.154367	0.127156	0.1112	0.0996165	0.153386	0.0831034	0.135535	0.0830064	0.103429	0.204163	0.0880272	0.101041	0.126652	0.111488	0.134195	0.11067	0.195753	0.162999	0.133713	0.0756871	0.124379	0.0553249	0.246193	0.053042	0.0591183	0.0311709	0.0858972	0.0447559	0.0308332	0.0838968	0.0618051	0.0668085	0.0157357	0.0394741	0.0196098	0.021834	0.0194225	0.00869043	0.0356421	0.0594472	0.0351825	0.0532255	0.0174776	0.234551	0.598359	1.0538	2.11329	0.206005	0.392644	0.0818267	0.319524	0.3854646	3.764153
63	1	-13992.4	-13994.9	2.51091	1.595669	0.185371	0.143995	0.117645	0.130782	0.127642	0.103269	0.150481	0.087661	0.114608	0.314391	0.0946179	0.113005	0.109291	0.157374	0.156328	0.148886	0.180538	0.135167	0.199577	0.0667917	0.116415	0.0813902	0.273183	0.0288745	0.0297908	0.0163651	0.0455983	0.0878908	0.107295	0.0328364	0.0775623	0.0767741	0.0274435	0.00665769	0.0363724	0.0201239	0.0390513	0.0880054	0.0208719	0.0184347	0.0188479	0.0161742	0.0391625	0.23973	0.603743	1.05558	2.10095	0.203535	0.368501	0.0859585	0.342006	0.3694974	4.142541
64	0	-13989.2	-13993.2	3.98957	1.68792	0.180846	0.106478	0.146562	0.105822	0.122594	0.12091	0.161782	0.0839162	0.120065	0.221202	0.0961508	0.109919	0.14897	0.117466	0.151114	0.167979	0.159632	0.16391	0.116215	0.110963	0.136721	0.127948	0.253165	0.0232562	0.0818658	0.0147316	0.0677691	0.0252478	0.0380028	0.121495	0.0639448	0.0545916	0.0246718	0.0214984	0.0180734	0.0405055	0.0201104	0.031563	0.0143325	0.0282597	0.0175832	0.0487919	0.0205768	0.252948	0.617115	1.05979	2.07015	0.206005	0.392644	0.0818267	0.319524	0.3759602	4.007201
65	1	-13991.5	-13997.1	5.62404	1.92517	0.13588	0.108057	0.159538	0.0923936	0.125259	0.0760944	0.132584	0.094952	0.105894	0.265102	0.0926031	0.0872247	0.11234	0.121072	0.156328	0.153982	0.174041	0.133149	0.156322	0.0823709	0.112486	0.0813902	0.213032	0.0383368	0.0173132	0.0446311	0.0435432	0.0733599	0.104448	0.0222966	0.0708876	0.0996428	0.0559106	0.00904147	0.0228091	0.0408656	0.0368049	0.0981673	0.0112291	0.0409959	0.0221712	0.020532	0.0244069	0.284176	0.646813	1.068	2.00101	0.203535	0.368501	0.0859585	0.342006	0.3694974	3.869488
66	0	-13984.4	-13988.1	3.71361	1.645972	0.163085	0.110327	0.126067	0.149555	0.128045	0.111693	0.152261	0.104204	0.125814	0.215085	0.0922372	0.0982257	0.131457	0.127443	0.145598	0.153714	0.162749	0.179991	0.160378	0.0904921	0.11443	0.0968051	0.218608	0.0599464	0.0711952	0.0382204	0.0952025	0.0309212	0.0385843	0.108039	0.0901001	0.0507336	0.036132	0.0200846	0.0395159	0.0348279	0.0174465	0.00917222	0.00837359	0.0472925	0.0232216	0.0445301	0.00749633	0.247017	0.611178	1.05796	2.08385	0.206005	0.392644	0.0818267	0.319524	0.3759602	4.029302
67	1	-13992.5	-13993.6	1.06597	1.42515	0.168888	0.131412	0.164827	0.127629	0.133139	0.122704	0.167004	0.126419	0.107321	0.251039	0.0839067	0.113227	0.166743	0.11799	0.128015	0.187842	0.169577	0.19894	0.137467	0.0916977	0.104871	0.0984772	0.248559	0.0598548	0.0291401	0.0216857	0.0649975	0.0607028	0.097583	0.0184495	0.0857352	0.0892145	0.028867	0.0133063	0.0126448	0.0317319	0.0546048	0.0619291	0.0194993	0.0456517	0.0307604	0.0280622	0.0569602	0.213525	0.575604	1.04571	2.16517	0.203535	0.368501	0.0859585	0.342006	0.3749335	4.259076
68	0	-13990.8	-13995.2	4.42559	1.637943	0.213248	0.105901	0.135575	0.150282	0.142525	0.0989085	0.128881	0.11043	0.0835341	0.210341	0.0801488	0.101632	0.131147	0.0945972	0.191568	0.178498	0.169976	0.153019	0.145615	0.0966867	0.0981835	0.087973	0.247247	0.0420248	0.0808645	0.0328971	0.0638193	0.0420349	0.0248276	0.0723664	0.053487	0.095522	0.0284138	0.0265039	0.0364548	0.024938	0.031803	0.0149546	0.0135349	0.0568894	0.0292462	0.0254411	0.00507523	0.245867	0.610015	1.05759	2.08653	0.207154	0.379501	0.0919913	0.321354	0.3645187	3.957015
69	1	-13994.8	-13997.2	2.38382	1.577229	0.140783	0.144006	0.102917	0.102974	0.136515	0.0952485	0.15502	0.0748337	0.12154	0.260661	0.104511	0.083242	0.120313	0.12549	0.197522	0.168265	0.270509	0.187779	0.156249	0.102315	0.125414	0.0899161	0.243609	0.0281591	0.0340536	0.00790694	0.0492825	0.0537449	0.0866233	0.0139577	0.0857352	0.0970252	0.0254894	0.0180543	0.012615	0.0405166	0.0508853	0.0580374	0.015131	0.0608804	0.0359871	0.0344177	0.0344096	0.23701	0.600926	1.05465	2.10741	0.203682	0.368768	0.0852963	0.342253	0.3749335	4.152546
70	0	-13978.6	-13981.8	3.23595	1.632995	0.171183	0.142044	0.12708	0.106312	0.129035	0.106883	0.161204	0.106626	0.135197	0.220513	0.103565	0.0951887	0.113326	0.132591	0.15388	0.152629	0.161644	0.143121	0.160052	0.0967715	0.121606	0.0762721	0.231306	0.065518	0.0607054	0.0353046	0.0906293	0.0449766	0.0264289	0.0914404	0.0605826	0.085546	0.018624	0.0166962	0.01977	0.0427061	0.0236587	0.0230713	0.0509652	0.0559125	0.0291452	0.0539952	0.0315967	0.245156	0.609294	1.05736	2.08819	0.207154	0.379501	0.0919913	0.321354	0.3415004	4.075301
71	1	-13986.2	-13990	3.78976	1.324878	0.1947	0.109941	0.111035	0.102974	0.139951	0.105101	0.15004	0.0859847	0.13912	0.211989	0.102943	0.101554	0.0906005	0.12549	0.150396	0.140425	0.200767	0.146184	0.165811	0.0646143	0.122455	0.0747317	0.263148	0.0238367	0.0384228	0.036853	0.0564336	0.0661868	0.146246	0.0336781	0.0707651	0.0684421	0.0360747	0.00695209	0.0162681	0.0379006	0.0385915	0.0607726	0.0249597	0.0242793	0.0208153	0.0255326	0.0337134	0.196959	0.556551	1.03824	2.20825	0.201794	0.365349	0.0845053	0.348352	0.349859	3.966682
72	0	-13989	-13991.1	2.05672	1.223853	0.197214	0.137373	0.148555	0.119668	0.126482	0.131721	0.152663	0.102886	0.113043	0.209441	0.0951166	0.111112	0.0923054	0.116526	0.132972	0.167932	0.18824	0.154653	0.15046	0.102884	0.126988	0.106475	0.256254	0.0381377	0.0720627	0.0277184	0.121777	0.013635	0.0388209	0.129387	0.0793578	0.055474	0.0117691	0.031494	0.0275589	0.0248826	0.0315333	0.0122855	0.00864617	0.0572291	0.027126	0.040347	0.0262696	0.179349	0.535053	1.02905	2.25655	0.208177	0.381375	0.0875075	0.32294	0.3831512	4.116476
