Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
8120	-13149.9	-13114.2	-35.7754	0.7259044	0.330856	0.155049	0.171684	0.172087	0.191947	0.154016	0.263115	0.139859	0.194031	0.320335	0.12482	0.0941512	0.166576	0.282754	0.172386	0.369197	0.27048	0.185707	0.23187	0.0742398	0.128245	0.115015	0.610482	0.010358	0.0303761	0.0535794	0.190455	0.0908726	0.0529191	0.130764	0.0138365	0.0581119	0.0605631	0.186581	0.0577214	0.0588385	0.316808	0.0466099	0.163189	0.0354262	0.0566703	0.108764	0.240956	0.0272794	0.335593	0.0555453	0.0230524	0.51378	0.0447503	0.0797278	0.3755	0.934102	2.61067	0.375169	0.357006	0.065014	0.202811	0.385157	6.882302
8130	-13153.6	-13118.6	-35.0413	0.894449	0.308634	0.141823	0.188063	0.094494	0.191364	0.154016	0.282866	0.15659	0.185152	0.319703	0.182037	0.105482	0.238848	0.238307	0.215392	0.373513	0.242829	0.24442	0.214825	0.110889	0.134621	0.0872402	0.428594	0.0227876	0.0499885	0.0358309	0.295093	0.0776202	0.00790805	0.092956	0.0394127	0.0732599	0.083472	0.182647	0.057349	0.0372245	0.175952	0.0161132	0.17374	0.0529446	0.074423	0.151317	0.269151	0.0324211	0.378366	0.0559118	0.0206706	0.465672	0.0469592	0.115443	0.442553	0.980044	2.46196	0.362676	0.375051	0.0628203	0.199453	0.3495759	6.808892
8140	-13143.4	-13107.9	-35.527	0.87916	0.28971	0.107163	0.189086	0.160548	0.235642	0.13012	0.297303	0.0934229	0.136004	0.334044	0.140374	0.122676	0.243855	0.208414	0.214381	0.363463	0.275516	0.244776	0.262958	0.078464	0.144366	0.0868104	0.606728	0.0547317	0.016997	0.0381627	0.197902	0.082813	0.0299796	0.120203	0.0152881	0.0514901	0.083472	0.180536	0.0644527	0.0440346	0.233759	0.0639216	0.170251	0.0807777	0.0754531	0.101162	0.186255	0.0333452	0.37279	0.0471229	0.0308605	0.45881	0.0570713	0.112258	0.437155	0.976687	2.4739	0.340803	0.383228	0.0631483	0.21282	0.3731371	6.857466
8150	-13150	-13104.3	-45.6699	0.7010804	0.45795	0.157661	0.22	0.150434	0.195715	0.15348	0.243424	0.190161	0.165227	0.480642	0.150875	0.128893	0.256953	0.270083	0.246499	0.318184	0.32747	0.225579	0.262958	0.0819462	0.175144	0.116217	0.56131	0.0472007	0.0119106	0.0554782	0.283431	0.0594057	0.000566761	0.121355	0.0479281	0.0368981	0.0848325	0.220915	0.0826443	0.00658978	0.391124	0.0966353	0.190259	0.154099	0.0754531	0.0509971	0.317224	0.0255849	0.400719	0.0435343	0.0271572	0.445861	0.0571429	0.0744191	0.36404	0.925268	2.63627	0.355157	0.372683	0.0633246	0.208835	0.3652313	7.871753
8160	-13158.7	-13111	-47.7019	0.7698779	0.376158	0.179882	0.226115	0.151963	0.242742	0.182865	0.271883	0.174844	0.194231	0.503592	0.208336	0.177552	0.189155	0.271628	0.224722	0.415353	0.379202	0.278627	0.296175	0.161515	0.145063	0.11873	0.592315	0.0195914	0.0108341	0.102501	0.230392	0.0604077	0.0360515	0.0959292	0.0685604	0.0408215	0.0970772	0.239538	0.0521213	0.0396313	0.257421	0.0920628	0.149789	0.0799516	0.0536004	0.123104	0.262925	0.0243683	0.344606	0.0553276	0.0407376	0.495957	0.0390038	0.0891349	0.394718	0.948246	2.5679	0.35	0.380334	0.0668337	0.202832	0.3913806	8.074957
8170	-13160.1	-13109	-51.0326	0.7233158	0.444272	0.166497	0.231491	0.159962	0.28569	0.159957	0.280264	0.152937	0.159953	0.463858	0.214085	0.161545	0.269346	0.25691	0.29261	0.394249	0.286324	0.274525	0.361789	0.117348	0.193765	0.123928	0.625898	0.0330424	0.0407963	0.065715	0.321956	0.0181095	0.0844932	0.131631	0.0393144	0.0350585	0.0430859	0.268715	0.0701309	0.019536	0.297508	0.0922897	0.181509	0.0602249	0.0671622	0.117201	0.343348	0.0242925	0.317431	0.060289	0.0278671	0.529235	0.0408853	0.0791738	0.374327	0.933211	2.61329	0.359036	0.3654	0.0635488	0.212015	0.363463	8.408029
8180	-13160.8	-13113.6	-47.1676	0.6856892	0.334074	0.169858	0.202515	0.168195	0.274238	0.180782	0.277902	0.220858	0.169757	0.508976	0.156626	0.226479	0.304695	0.211393	0.271338	0.443481	0.439815	0.281875	0.209182	0.105436	0.182032	0.141805	0.648009	0.0160714	0.0299097	0.0403917	0.210245	0.0616597	0.0903835	0.0548254	0.0604693	0.0423825	0.0939735	0.210227	0.0563731	0.0297387	0.236666	0.036032	0.168209	0.0956461	0.0883382	0.0588172	0.211842	0.0247357	0.318382	0.061196	0.0264229	0.526286	0.0429771	0.0711344	0.356699	0.919448	2.65272	0.371611	0.361324	0.0730187	0.194046	0.3518531	8.021524
8190	-13149.5	-13107.7	-41.8148	0.7479304	0.372027	0.134633	0.264267	0.159924	0.187922	0.179421	0.300726	0.14529	0.156127	0.458033	0.14245	0.127546	0.240155	0.222912	0.252047	0.374326	0.279008	0.22643	0.229865	0.121797	0.147544	0.150931	0.642193	0.0110513	0.0270606	0.0614268	0.229569	0.066505	0.051435	0.14051	0.106995	0.0683759	0.0949201	0.150238	0.0980432	0.0211656	0.221817	0.0892608	0.19174	0.0699652	0.0653675	0.0512708	0.153953	0.0275838	0.323375	0.0632108	0.0223317	0.514161	0.0493378	0.0844417	0.385294	0.941413	2.58885	0.358857	0.367455	0.0723277	0.201361	0.3715762	7.486241
8200	-13151.3	-13111.6	-39.7022	0.6926095	0.312594	0.121885	0.143138	0.174614	0.239694	0.174432	0.270895	0.184764	0.14101	0.437803	0.0912807	0.169244	0.271508	0.226892	0.195772	0.366257	0.325238	0.255245	0.256899	0.0541516	0.178981	0.106073	0.495649	0.0175684	0.0421241	0.0122093	0.239771	0.0854513	0.0608651	0.0954349	0.0736881	0.0347376	0.0506081	0.179055	0.0906449	0.0429098	0.256375	0.0344166	0.17183	0.122338	0.113878	0.104642	0.252423	0.0276305	0.394982	0.0524011	0.0300828	0.443482	0.0514221	0.0726104	0.360022	0.922099	2.64527	0.348075	0.364348	0.0648773	0.2227	0.3540451	7.27499
8210	-13155.3	-13112.5	-42.721	0.6430702	0.336504	0.17105	0.265209	0.136779	0.24122	0.139993	0.358958	0.16693	0.178857	0.318913	0.113306	0.143133	0.310025	0.293485	0.212487	0.345637	0.325238	0.234822	0.294367	0.0762717	0.173182	0.0879944	0.560394	0.0495233	0.012118	0.0769293	0.159161	0.0571784	0.0618179	0.123051	0.116258	0.0904991	0.0484164	0.245895	0.0670707	0.026975	0.227698	0.0501511	0.184559	0.0929125	0.0417184	0.126719	0.233456	0.0246333	0.391553	0.0384743	0.0334548	0.442206	0.0696796	0.0620956	0.335384	0.901796	2.70072	0.345332	0.385331	0.0530654	0.216271	0.3522699	7.576862
8220	-13159.1	-13110	-49.12	0.7391113	0.333063	0.178136	0.209465	0.151619	0.290705	0.266383	0.2688	0.220448	0.164685	0.317224	0.118528	0.149386	0.285552	0.246493	0.245734	0.425372	0.301964	0.235826	0.333394	0.11557	0.163216	0.116995	0.65459	0.03971	0.0296016	0.0536661	0.286342	0.0671964	0.0422331	0.169355	0.0468304	0.0369094	0.0603023	0.232921	0.0676575	0.0179445	0.293129	0.106634	0.251984	0.141392	0.0366767	0.135602	0.307533	0.0237113	0.410125	0.0469574	0.0379566	0.419267	0.0619821	0.0825544	0.381414	0.938542	2.59749	0.335062	0.394058	0.0520199	0.21886	0.3623779	8.216766
8230	-13151.5	-13104	-47.4988	0.7985257	0.333063	0.208143	0.185354	0.211133	0.260957	0.157109	0.23598	0.249328	0.179142	0.443603	0.122688	0.196203	0.318975	0.306445	0.242365	0.38673	0.322253	0.192546	0.330833	0.0911671	0.185126	0.162922	0.542505	0.0483062	0.0332982	0.0220978	0.250782	0.0429506	0.0721883	0.114745	0.0702919	0.121909	0.0603023	0.171281	0.087278	0.0366171	0.25844	0.0727722	0.176196	0.0843954	0.117205	0.0849728	0.264047	0.0291717	0.388492	0.0426484	0.0303165	0.439253	0.0701181	0.095245	0.40654	0.956546	2.54167	0.339576	0.384264	0.0563051	0.219855	0.36595	8.054649
8240	-13160.7	-13111.7	-48.9381	0.7153215	0.351372	0.184034	0.275624	0.156332	0.260957	0.179055	0.278162	0.167175	0.204578	0.518081	0.152924	0.201049	0.202291	0.283586	0.23832	0.473736	0.452646	0.162885	0.300946	0.118267	0.200687	0.178114	0.558852	0.0242818	0.00185815	0.0466248	0.303766	0.0825856	0.0216829	0.14577	0.0463559	0.0859712	0.04959	0.217418	0.128727	0.029537	0.25844	0.0672906	0.132469	0.0563978	0.0427039	0.104696	0.252731	0.0235865	0.413929	0.0454929	0.0229426	0.429402	0.0646469	0.0774635	0.37067	0.930416	2.62145	0.348199	0.386472	0.053379	0.21195	0.341045	8.19857
8250	-13155.1	-13103.1	-51.9068	0.6867481	0.344916	0.173512	0.239897	0.156332	0.321147	0.194455	0.236805	0.197418	0.162906	0.461402	0.161827	0.149611	0.276574	0.404471	0.212735	0.391342	0.403791	0.252245	0.339455	0.0929153	0.176925	0.17792	0.625977	0.0349311	0.0275941	0.0237294	0.316503	0.0799167	0.0232737	0.100028	0.0663533	0.0512731	0.060059	0.190973	0.0796203	0.016063	0.243367	0.0625355	0.203727	0.106177	0.11921	0.218476	0.317052	0.0236656	0.402256	0.0508158	0.0219607	0.452217	0.0490851	0.0713602	0.35721	0.919857	2.65157	0.337769	0.379702	0.0576896	0.224839	0.3535874	8.495443
8260	-13161.6	-13111.4	-50.204	0.8008745	0.409796	0.189998	0.225434	0.163998	0.246256	0.178192	0.287474	0.283353	0.213655	0.428135	0.232982	0.138265	0.340613	0.254049	0.264551	0.433444	0.333965	0.267785	0.27762	0.0877874	0.184218	0.168828	0.511351	0.0861797	0.0381222	0.025489	0.197482	0.0523293	0.0160813	0.157899	0.0663533	0.041605	0.0660724	0.259464	0.0621708	0.0232787	0.237897	0.0706798	0.181749	0.0687064	0.0779679	0.199756	0.27413	0.0225851	0.364682	0.0543876	0.0461812	0.470279	0.0418858	0.0957448	0.407486	0.957197	2.53957	0.352056	0.386789	0.061372	0.199783	0.3609032	8.325163
8270	-13169.7	-13113.7	-55.951	0.8063217	0.339743	0.197102	0.246245	0.18475	0.278077	0.220164	0.279998	0.182771	0.138521	0.484284	0.195475	0.241105	0.286028	0.379014	0.308811	0.308663	0.403165	0.312063	0.269534	0.15621	0.138366	0.151163	0.580545	0.0664498	0.0381222	0.0730198	0.250928	0.106655	0.0427418	0.193335	0.0842363	0.184942	0.0775224	0.161736	0.11998	0.013609	0.285092	0.0847401	0.194602	0.120384	0.12949	0.10282	0.287663	0.019958	0.323201	0.0493881	0.0251792	0.530439	0.0518346	0.0969032	0.409667	0.958691	2.53474	0.37857	0.359409	0.0584405	0.20358	0.3515394	8.899865
8280	-13157.6	-13106.4	-51.1207	0.7258291	0.352917	0.181803	0.304224	0.217557	0.173346	0.209161	0.368574	0.19886	0.168455	0.327596	0.140254	0.184218	0.248438	0.368396	0.222595	0.421797	0.333285	0.259849	0.32741	0.130096	0.215904	0.14442	0.607387	0.0698429	0.0179546	0.00745838	0.346283	0.036382	0.0486562	0.0883224	0.083006	0.166962	0.0934536	0.221681	0.0901572	0.00283693	0.23335	0.0926406	0.200415	0.0847427	0.112774	0.088023	0.225357	0.0207058	0.362585	0.0587097	0.0314371	0.478633	0.0479295	0.0797117	0.375466	0.934076	2.61075	0.35676	0.373119	0.063442	0.206679	0.3274631	8.41684
8290	-13151.4	-13102.7	-48.7846	0.6923772	0.307855	0.207623	0.257555	0.193888	0.262436	0.227659	0.276193	0.190112	0.185955	0.38319	0.156974	0.140529	0.230589	0.242165	0.220728	0.538793	0.353065	0.261408	0.326508	0.0910298	0.174306	0.10202	0.677464	0.0369632	0.0430392	0.0125307	0.184194	0.0691812	0.0442469	0.113098	0.0587372	0.108445	0.109211	0.207948	0.0712317	0.0257097	0.227914	0.066456	0.164712	0.0905216	0.0918826	0.164469	0.28469	0.0176317	0.399214	0.0595868	0.0294788	0.425812	0.0682768	0.0725608	0.359911	0.922011	2.64552	0.343765	0.392429	0.0589893	0.204817	0.331959	8.183226
8300	-13161.6	-13111.8	-49.8037	0.4786335	0.329371	0.215735	0.222236	0.140457	0.295757	0.183862	0.327495	0.121425	0.1886	0.309865	0.156787	0.242127	0.289363	0.209344	0.218317	0.447913	0.346136	0.313254	0.271502	0.0877721	0.20175	0.0784742	0.640778	0.102203	0.0270272	0.0364057	0.233927	0.113053	0.0159568	0.103972	0.0345354	0.0892577	0.074592	0.199635	0.0960208	0.0148697	0.30146	0.113842	0.245189	0.143374	0.110512	0.148188	0.242794	0.0191517	0.380353	0.0536458	0.0286481	0.47378	0.0444209	0.0294992	0.237738	0.804077	2.92869	0.345456	0.381873	0.0565492	0.216122	0.2777526	8.285134
8310	-13162.8	-13114.2	-48.614	0.4847318	0.362276	0.111544	0.159534	0.180476	0.246147	0.176753	0.270413	0.151804	0.198734	0.518405	0.135456	0.129507	0.259509	0.300054	0.217402	0.453894	0.288316	0.253518	0.26028	0.12499	0.133781	0.123156	0.575306	0.0359396	0.0495922	0.0688531	0.445403	0.084962	0.00612686	0.166647	0.0413676	0.137885	0.0872556	0.212484	0.0561226	0.0529939	0.23136	0.124685	0.146373	0.116022	0.110512	0.154025	0.206308	0.0161735	0.423466	0.0474461	0.0250485	0.418884	0.0689815	0.0305939	0.241832	0.808833	2.91874	0.355403	0.380064	0.0570969	0.207436	0.3178731	8.16617
8320	-13154.3	-13107.3	-47.0204	0.7494158	0.330252	0.157378	0.222329	0.134772	0.301408	0.148331	0.279126	0.25636	0.165102	0.447448	0.107412	0.160364	0.196926	0.298636	0.195582	0.404537	0.336308	0.26176	0.314588	0.0790107	0.139643	0.115934	0.694837	0.0329252	0.0538939	0.0341994	0.179712	0.0871735	0.0710056	0.136027	0.0459909	0.0741568	0.0404831	0.155325	0.0794934	0.0763834	0.281631	0.132331	0.202301	0.0575277	0.0726147	0.169489	0.276099	0.0195235	0.417691	0.0476778	0.0419158	0.426625	0.0465666	0.0847596	0.385942	0.941889	2.58741	0.360661	0.369788	0.0605465	0.209005	0.3290074	8.006804
8330	-13151.7	-13111.4	-40.2944	0.7695261	0.305949	0.201743	0.255031	0.158064	0.223672	0.170117	0.227424	0.17457	0.194613	0.427144	0.0906321	0.178391	0.307841	0.260978	0.184312	0.336214	0.285902	0.210818	0.25235	0.0885357	0.187866	0.0983392	0.616527	0.0214021	0.0128115	0.0341445	0.320484	0.0477707	0.0464178	0.139973	0.0600012	0.0736381	0.017791	0.138112	0.112121	0.0270574	0.224897	0.0929294	0.185386	0.0351731	0.045966	0.0827195	0.17838	0.0260129	0.39972	0.0532739	0.0284614	0.443043	0.0494895	0.0890597	0.394569	0.94814	2.56823	0.331831	0.395488	0.0607298	0.211952	0.404846	7.33421
8340	-13152.5	-13112.7	-39.8657	0.8573734	0.350185	0.214844	0.27427	0.116521	0.232017	0.165778	0.301699	0.118298	0.220091	0.26866	0.101804	0.203866	0.227547	0.260978	0.193061	0.422996	0.319159	0.179364	0.253155	0.0827763	0.142212	0.118323	0.564029	0.0486914	0.0180757	0.0322483	0.16954	0.0728131	0.0487808	0.108668	0.0519846	0.0574211	0.0586018	0.232824	0.0389937	0.0145986	0.335532	0.100062	0.134176	0.066581	0.072148	0.119578	0.17838	0.0303583	0.383633	0.0575657	0.0207812	0.453687	0.0539743	0.107696	0.429247	0.971667	2.49139	0.337321	0.390637	0.0624979	0.209544	0.3627741	7.291332
8350	-13151.4	-13114.3	-37.0946	0.7717172	0.264272	0.121901	0.209801	0.115791	0.249065	0.169167	0.359983	0.162296	0.17456	0.3308	0.129368	0.133582	0.202084	0.287734	0.215267	0.40789	0.3428	0.244939	0.247659	0.0635703	0.191612	0.128139	0.454418	0.0810666	0.00632185	0.0493241	0.258063	0.0725986	0.00657918	0.103187	0.0376169	0.0952659	0.0196131	0.14953	0.0323977	0.0145269	0.192535	0.0701177	0.155055	0.0739704	0.0874858	0.155268	0.147009	0.029335	0.370702	0.0606757	0.0283455	0.467192	0.0437495	0.0895278	0.395493	0.948799	2.56618	0.362529	0.373447	0.0635395	0.200485	0.3398679	7.014229
8360	-13158.2	-13115	-43.1673	0.8855137	0.366836	0.188374	0.241241	0.169845	0.279187	0.197095	0.219551	0.202758	0.195734	0.378268	0.112172	0.156501	0.213353	0.306328	0.177028	0.370953	0.330241	0.241547	0.244382	0.0893533	0.172466	0.0877896	0.684901	0.0528332	0.00390291	0.071368	0.204896	0.100504	0.0367957	0.111277	0.0179062	0.0555092	0.0219698	0.177725	0.08445	0.0837243	0.280957	0.0878628	0.166868	0.0876336	0.0504598	0.0896536	0.209298	0.0269836	0.37936	0.0470949	0.0262741	0.466589	0.0536983	0.113584	0.439413	0.978098	2.4689	0.362827	0.37123	0.0580014	0.207942	0.3452369	7.621497
8370	-13146.4	-13105.4	-40.9865	0.7029878	0.334246	0.128192	0.239095	0.147699	0.222489	0.188056	0.285893	0.175151	0.191379	0.392913	0.143294	0.159921	0.194583	0.240753	0.197019	0.448194	0.302729	0.256845	0.207779	0.15726	0.161324	0.0744232	0.525627	0.0478135	0.0189197	0.0350569	0.184909	0.045344	0.0687898	0.140111	0.0275367	0.0510772	0.0774469	0.158516	0.0896059	0.0432968	0.212623	0.0710458	0.232924	0.0859817	0.120396	0.0913742	0.225787	0.0274301	0.374509	0.053086	0.0308436	0.470019	0.0441125	0.0748266	0.364937	0.925971	2.63427	0.36382	0.365005	0.0604299	0.210745	0.3682865	7.403419
8380	-13151.1	-13108.1	-42.9862	0.5593372	0.352198	0.137653	0.273136	0.176517	0.19409	0.21294	0.282117	0.138632	0.149068	0.346082	0.14822	0.212442	0.165928	0.19625	0.247589	0.41522	0.289572	0.277708	0.22759	0.146528	0.142119	0.11172	0.624794	0.0386065	0.0187926	0.0697315	0.263304	0.0519075	0.0343303	0.133134	0.0455628	0.0337776	0.0425636	0.231131	0.10887	0.00876476	0.258394	0.0901201	0.173967	0.102636	0.0969768	0.105097	0.227605	0.0308446	0.386732	0.0443188	0.0321986	0.458101	0.0478048	0.0448451	0.288899	0.859066	2.80719	0.357982	0.369081	0.0607606	0.212176	0.3008839	7.603384
8390	-13155.3	-13113	-42.291	0.8726484	0.26594	0.149833	0.155159	0.135008	0.240507	0.175068	0.316587	0.130336	0.131114	0.4277	0.135997	0.136762	0.242382	0.329847	0.212508	0.331705	0.337758	0.287449	0.219452	0.106634	0.180093	0.109104	0.625359	0.0675608	0.0246069	0.0339364	0.2844	0.0503234	0.108816	0.144225	0.0605324	0.020036	0.0743325	0.219061	0.0987089	0.0469271	0.246774	0.039875	0.0991423	0.110859	0.0469414	0.1003	0.274207	0.0285946	0.434717	0.0487092	0.0279822	0.401263	0.0587336	0.110898	0.434818	0.975217	2.47907	0.34487	0.379242	0.0559754	0.219913	0.3722127	7.533869
8400	-13148.5	-13105.1	-43.3937	0.6286678	0.327948	0.198647	0.245173	0.092773	0.222213	0.130446	0.295392	0.199182	0.121853	0.426104	0.095352	0.147054	0.282904	0.261352	0.242025	0.376595	0.337758	0.275203	0.276993	0.0949512	0.177925	0.115172	0.540226	0.0457986	0.0398066	0.0645896	0.374742	0.0663298	0.0333613	0.125437	0.064926	0.0439035	0.0727865	0.243137	0.0987089	0.0707381	0.2201	0.0370873	0.153566	0.0314907	0.064834	0.112148	0.1974	0.0254137	0.470468	0.040849	0.0200051	0.381231	0.062033	0.0590695	0.327837	0.895268	2.71783	0.3427	0.383769	0.0545078	0.219023	0.3331441	7.644132
8410	-13151.5	-13114.6	-36.8688	0.8763394	0.247181	0.166753	0.197186	0.141479	0.212232	0.14894	0.253247	0.199182	0.137996	0.387847	0.13669	0.142454	0.230904	0.286408	0.154527	0.308153	0.32532	0.210428	0.276993	0.081089	0.160652	0.0955889	0.457657	0.0768588	0.0134547	0.0583269	0.251563	0.0701676	0.00594637	0.105218	0.0326322	0.0296999	0.0820584	0.196591	0.0906533	0.0282195	0.207783	0.0788852	0.209154	0.0639123	0.0687587	0.116806	0.246042	0.0365853	0.437129	0.0439001	0.0267355	0.383758	0.071892	0.111669	0.436145	0.976054	2.47613	0.338252	0.383885	0.059958	0.217905	0.3893768	6.99164
8420	-13151.9	-13116.2	-35.6766	0.965356	0.255255	0.183054	0.222574	0.178181	0.186572	0.0995308	0.251895	0.147363	0.160464	0.337942	0.0939426	0.124849	0.211558	0.298015	0.151258	0.276411	0.297023	0.216356	0.218994	0.122562	0.144174	0.105218	0.552099	0.0398838	0.02991	0.0531414	0.19041	0.0521338	0.0189415	0.0619615	0.0671381	0.0559345	0.0549961	0.225187	0.0888289	0.0128202	0.270976	0.0810165	0.198433	0.0904473	0.0459251	0.0878348	0.311218	0.0383041	0.35869	0.0483446	0.0203136	0.459043	0.0753051	0.129991	0.466085	0.994014	2.40991	0.340928	0.379905	0.0666755	0.212491	0.3843873	6.872429
8430	-13144.3	-13106.9	-37.4568	0.766545	0.314448	0.214576	0.200935	0.116284	0.217774	0.186534	0.225581	0.147363	0.163113	0.358986	0.149136	0.172385	0.233789	0.200757	0.251263	0.311202	0.266808	0.2045	0.2172	0.113939	0.187554	0.130617	0.504825	0.0553395	0.0348319	0.0212232	0.282878	0.0371197	0.0428731	0.126316	0.054093	0.0437391	0.0630082	0.223511	0.0922695	0.0312811	0.179731	0.107305	0.179714	0.0406248	0.0516722	0.133789	0.159552	0.0302904	0.358457	0.0450108	0.0250386	0.478607	0.0625961	0.0884227	0.393308	0.947236	2.57103	0.369056	0.36578	0.0632296	0.201935	0.3674781	7.050443
8440	-13153.8	-13115	-38.8061	0.6856396	0.289967	0.130395	0.232516	0.179426	0.224851	0.178999	0.319179	0.141071	0.0981088	0.301252	0.11191	0.131722	0.245436	0.254876	0.233845	0.383068	0.282485	0.214345	0.225668	0.0916287	0.192123	0.126638	0.485631	0.035743	0.0291149	0.0298588	0.228721	0.0918171	0.0328136	0.0855347	0.0924763	0.0837652	0.0379357	0.232323	0.0934943	0.00634814	0.304336	0.0664957	0.114749	0.06608	0.0522495	0.166299	0.260083	0.0325139	0.38477	0.0440329	0.0252417	0.464991	0.0484498	0.0711239	0.356675	0.919428	2.65277	0.362718	0.372146	0.0575856	0.20755	0.3231419	7.185379
8450	-13141.8	-13108.2	-33.6032	0.9211142	0.257486	0.151808	0.201468	0.12278	0.202426	0.152493	0.244648	0.116163	0.148603	0.366141	0.120373	0.150379	0.233369	0.266339	0.229736	0.306101	0.219474	0.212775	0.242963	0.0762248	0.188963	0.139671	0.499713	0.0214364	0.022784	0.0232638	0.269711	0.0758079	0.0780433	0.0994083	0.0270227	0.0619482	0.0455142	0.213956	0.0915741	0.0530576	0.165216	0.056061	0.126458	0.0312547	0.0756118	0.110093	0.166769	0.0328621	0.352848	0.0472361	0.0400167	0.469971	0.0570663	0.120958	0.451685	0.985592	2.44177	0.382565	0.352346	0.06575	0.199339	0.3974036	6.665087
8460	-13155.5	-13108.1	-47.4592	0.7288517	0.361776	0.165012	0.195008	0.1545	0.288334	0.145432	0.335898	0.155578	0.177481	0.355518	0.128018	0.191356	0.263083	0.234097	0.330889	0.340019	0.342151	0.270689	0.345231	0.102644	0.170814	0.144401	0.541403	0.0303571	0.0186207	0.0042036	0.378066	0.11733	0.0863533	0.125441	0.0256948	0.0979302	0.0392604	0.130064	0.0915741	0.00718722	0.337857	0.0338615	0.187313	0.077781	0.114607	0.118118	0.289731	0.0268019	0.376496	0.0460084	0.0269038	0.485546	0.0382439	0.0803586	0.376831	0.935108	2.6077	0.356768	0.370655	0.0661198	0.206457	0.3523332	8.050682
8470	-13150	-13102.4	-47.5525	0.6927965	0.36695	0.165012	0.230774	0.139468	0.184202	0.21404	0.281669	0.12337	0.205225	0.326632	0.121132	0.131703	0.3149	0.325499	0.23775	0.477003	0.261121	0.241765	0.345231	0.108483	0.181235	0.104983	0.76473	0.0265381	0.0186207	0.00316944	0.281027	0.0437333	0.0566275	0.103866	0.0669013	0.0992471	0.0629841	0.157634	0.101114	0.0442886	0.290681	0.0582797	0.244233	0.0796991	0.0672002	0.144841	0.256453	0.025191	0.409912	0.0424112	0.0359907	0.441498	0.0449973	0.0726503	0.360111	0.92217	2.64507	0.366871	0.368952	0.058146	0.206031	0.3435683	8.060015
8480	-13159.6	-13111.8	-47.755	0.7212949	0.445032	0.165012	0.174879	0.182038	0.207479	0.193745	0.371052	0.173525	0.199451	0.402498	0.121237	0.167463	0.310084	0.24883	0.188088	0.324462	0.379458	0.224488	0.289	0.144284	0.171733	0.130047	0.581045	0.0292644	0.0323067	0.136263	0.272765	0.0253359	0.0751441	0.122345	0.0487823	0.0820814	0.105034	0.239428	0.070982	0.0636201	0.167888	0.116838	0.160699	0.0956656	0.0805337	0.0722123	0.288147	0.0247209	0.405158	0.0425471	0.03952	0.442912	0.0451415	0.0787414	0.373407	0.932511	2.61534	0.370199	0.355297	0.0634987	0.211006	0.3467537	8.080265
8490	-13139.5	-13096	-43.4242	0.7925803	0.386954	0.171246	0.167304	0.152653	0.207644	0.185664	0.291423	0.196737	0.160688	0.381098	0.123754	0.156943	0.25371	0.224746	0.243615	0.46406	0.288249	0.262822	0.237102	0.103236	0.160738	0.130019	0.603125	0.0558885	0.015975	0.0200766	0.222037	0.086157	0.0169861	0.119496	0.0468782	0.0842174	0.0711666	0.179074	0.0906195	0.0527455	0.255807	0.0493957	0.221247	0.0987664	0.0405726	0.141804	0.224745	0.0276655	0.360196	0.0588558	0.0325593	0.472211	0.0485132	0.0939789	0.40413	0.954878	2.54701	0.356533	0.368704	0.0644028	0.21036	0.370293	7.647184
8500	-13151.4	-13106.4	-45.0519	0.7303374	0.380006	0.184968	0.219663	0.124777	0.277318	0.157729	0.291423	0.148652	0.111912	0.354364	0.216223	0.116792	0.291763	0.289526	0.251216	0.43217	0.307227	0.242812	0.291382	0.115238	0.16497	0.11524	0.605904	0.0240395	0.00978246	0.0410789	0.249069	0.0809037	0.0451063	0.0955312	0.0635692	0.0652738	0.103368	0.207668	0.0895906	0.0527455	0.303885	0.0684332	0.273203	0.0272129	0.0425688	0.0807974	0.194859	0.0261951	0.406714	0.0460413	0.0323023	0.440615	0.0481326	0.0806765	0.377499	0.935612	2.60621	0.379157	0.354796	0.0564293	0.209618	0.3647341	7.809958
8510	-13157.1	-13107	-50.1745	0.6433267	0.417863	0.171887	0.194181	0.120575	0.217557	0.14968	0.385028	0.195499	0.114187	0.384048	0.154202	0.17417	0.291994	0.321151	0.213221	0.429867	0.341038	0.176245	0.251192	0.107555	0.231637	0.152227	0.703732	0.0393865	0.0274086	0.0643631	0.267027	0.0773307	0.04262	0.142813	0.0440351	0.0729021	0.051312	0.226016	0.164113	0.0292358	0.334692	0.12007	0.194525	0.072219	0.0335767	0.121211	0.298624	0.0224576	0.418088	0.0412789	0.030779	0.431047	0.056349	0.0621497	0.335516	0.90191	2.70042	0.360492	0.377225	0.060768	0.201516	0.357035	8.322216
