Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	kappa	pi[1]	pi[2]	pi[3]	pi[4]	TL
559	1	-14771.3	-14781.5	10.1985	0.142404	0.0841999	0.1135	0.102161	0.100931	0.0862821	0.143645	0.0683245	0.102855	0.176633	0.0897828	0.0777465	0.0783932	0.102256	0.119128	0.123853	0.119422	0.118276	0.12615	0.0716717	0.0864433	0.086674	0.170042	0.0311298	0.0428241	0.0118557	0.030652	0.0246795	0.0282856	0.0268067	0.0266123	0.0294317	0.0488663	0.0508226	0.0509603	0.0270492	0.0680179	0.0402762	0.110001	0.0203782	0.0522458	0.0453776	0.0512834	4.226497	0.276782	0.286095	0.0989885	0.338135	3.308329
560	0	-14771.7	-14782.6	10.9296	0.13689	0.098632	0.130316	0.0989539	0.104743	0.11321	0.110694	0.0620232	0.0978781	0.170324	0.0712576	0.0845338	0.0987206	0.13235	0.119499	0.130144	0.110753	0.112907	0.118488	0.0954419	0.0878329	0.0812297	0.157842	0.0416236	0.0117288	0.0542079	0.0368466	0.0364896	0.0278231	0.0192778	0.0175865	0.0407735	0.0289571	0.0814264	0.0589848	0.0160064	0.0614073	0.0320219	0.0331788	0.0190332	0.0382779	0.032126	0.0548835	3.691688	0.278963	0.285357	0.102729	0.332951	3.267325
561	1	-14778.3	-14787.3	8.97895	0.140199	0.114325	0.118389	0.103676	0.121415	0.0777742	0.147383	0.0741966	0.108673	0.181726	0.0998803	0.0841174	0.119609	0.119852	0.110839	0.161447	0.143131	0.130385	0.146972	0.0911591	0.082735	0.0799631	0.158963	0.0428674	0.0192747	0.0171091	0.01403	0.0184777	0.0327774	0.029918	0.026205	0.0193452	0.0488663	0.0546382	0.0336597	0.0416189	0.0554769	0.0489317	0.0943079	0.0161141	0.0573746	0.0211371	0.0370223	3.960114	0.27858	0.273888	0.0997995	0.347733	3.445962
562	0	-14773	-14783.2	10.2057	0.109064	0.098632	0.109145	0.0977138	0.110763	0.0949803	0.113158	0.0747855	0.101669	0.209238	0.0726983	0.0872295	0.0920367	0.115919	0.102733	0.137905	0.140546	0.116604	0.117474	0.086179	0.0944296	0.0887301	0.154508	0.0325028	0.0352105	0.0501883	0.0461765	0.0311677	0.0353751	0.0283323	0.0438287	0.0320759	0.0288151	0.0881326	0.0496672	0.0162813	0.0700394	0.0275639	0.0295999	0.0157653	0.0506623	0.0494095	0.0475829	3.775543	0.269584	0.284503	0.108236	0.337677	3.334517
563	1	-14766.6	-14777.8	11.1466	0.12736	0.112113	0.106403	0.10534	0.109691	0.0978335	0.134844	0.0815956	0.0886077	0.167392	0.0730549	0.0865908	0.0969235	0.104133	0.0955411	0.132739	0.145537	0.111669	0.13881	0.0838923	0.0751681	0.0815509	0.152464	0.0146218	0.0186501	0.0346005	0.023854	0.0411251	0.0407338	0.0328312	0.0168009	0.030084	0.0543249	0.0342468	0.032647	0.0300602	0.0506904	0.0475801	0.079477	0.0259509	0.0493429	0.020736	0.0502384	3.817422	0.281687	0.285305	0.091726	0.341282	3.237849
564	0	-14770.2	-14781.4	11.1548	0.140853	0.105148	0.0853492	0.0939694	0.11569	0.0624127	0.133053	0.0855857	0.0768718	0.19632	0.077646	0.0822702	0.0952249	0.085338	0.111276	0.13953	0.13185	0.11551	0.139917	0.0636223	0.0771029	0.110567	0.184597	0.0346399	0.00851104	0.0424409	0.0403608	0.031359	0.0326653	0.0211217	0.0205547	0.026824	0.0326413	0.0953498	0.0472014	0.0157868	0.0645562	0.0239863	0.0303578	0.0257829	0.0332207	0.0324395	0.0568756	3.99345	0.266007	0.295224	0.0948318	0.343937	3.226381
565	1	-14779.5	-14789	9.50825	0.154447	0.121532	0.0880682	0.0991834	0.118352	0.083183	0.140402	0.0736948	0.100531	0.168374	0.0701021	0.0895302	0.103228	0.112157	0.10274	0.136982	0.130875	0.14193	0.117979	0.0780558	0.0920994	0.0916494	0.148408	0.0447058	0.0263356	0.0422849	0.015355	0.0311726	0.0435522	0.033971	0.00958488	0.0264964	0.0409874	0.0506184	0.0699781	0.0372769	0.0448994	0.0606324	0.120851	0.0297463	0.0374679	0.0300929	0.043727	3.792109	0.262722	0.287285	0.108363	0.341629	3.403238
566	0	-14772.1	-14781.6	9.49574	0.122128	0.104391	0.0794727	0.108258	0.132735	0.0815394	0.136274	0.0893302	0.105071	0.175649	0.0895784	0.0986757	0.0941614	0.105446	0.123886	0.134103	0.124975	0.118402	0.133631	0.0636223	0.101789	0.0754862	0.180578	0.032221	0.0176896	0.0543516	0.05141	0.0244204	0.0231239	0.0202132	0.0397708	0.0390475	0.0265587	0.112035	0.0559427	0.019385	0.062416	0.0318148	0.024043	0.0401448	0.034916	0.0553556	0.0451512	4.045456	0.268294	0.297849	0.106965	0.326892	3.389193
567	1	-14771.5	-14782.7	11.145	0.141727	0.115314	0.095113	0.10231	0.103294	0.0720976	0.150264	0.0776658	0.0946296	0.185598	0.0714558	0.0943285	0.108446	0.115726	0.101787	0.130147	0.144049	0.111429	0.106617	0.0649511	0.0834379	0.0860791	0.153544	0.0282094	0.0158142	0.0304752	0.0132445	0.0226665	0.0237329	0.0288916	0.0199692	0.0264964	0.0470984	0.0506184	0.0308502	0.0202617	0.0396295	0.0574984	0.0863409	0.0214575	0.0383717	0.0211264	0.0641667	4.522406	0.276155	0.2822	0.101421	0.340224	3.196929
568	0	-14767.1	-14777.9	10.7603	0.150166	0.0935034	0.0924904	0.09494	0.11351	0.0699047	0.125966	0.0808213	0.0930652	0.180184	0.0633496	0.0964071	0.127178	0.0817095	0.112428	0.124334	0.126739	0.111139	0.128284	0.0819971	0.0818928	0.0995475	0.168369	0.0374812	0.0234736	0.0532296	0.0455878	0.0267236	0.0236053	0.0234742	0.035336	0.0332059	0.0323859	0.0868132	0.0592053	0.0137714	0.066544	0.0225969	0.0128555	0.0312782	0.0333711	0.0423687	0.0523396	4.201756	0.273909	0.296209	0.103888	0.325994	3.253572
569	1	-14774.7	-14784.1	9.47322	0.170249	0.112017	0.101243	0.0936788	0.143441	0.0990356	0.136226	0.0880086	0.0821437	0.187669	0.0840625	0.0608009	0.101774	0.10031	0.115211	0.145396	0.11777	0.133396	0.129071	0.067478	0.110512	0.089343	0.189756	0.0319694	0.0288873	0.023707	0.0132445	0.0300674	0.0274128	0.0568697	0.0110868	0.014664	0.0470984	0.0305859	0.0403628	0.013834	0.0606616	0.0523258	0.101168	0.0224644	0.0603586	0.0237201	0.039375	4.096095	0.277131	0.290848	0.101066	0.330954	3.388455
570	0	-14766.5	-14777.6	11.1326	0.143698	0.0957463	0.109349	0.08741	0.120533	0.0777915	0.131773	0.0727969	0.0887646	0.183869	0.0779002	0.0712431	0.109611	0.110385	0.116843	0.128781	0.120994	0.141355	0.110908	0.0860363	0.095204	0.076493	0.163392	0.0426715	0.0221934	0.0352355	0.0368563	0.0370983	0.0204487	0.0223831	0.0269926	0.0295956	0.0242714	0.0827344	0.0583392	0.0129047	0.0701877	0.0267235	0.0179237	0.0286515	0.0277714	0.0301385	0.0622266	3.866941	0.269795	0.293199	0.103654	0.333353	3.236225
571	1	-14767.5	-14777.9	10.4069	0.17024	0.0839486	0.101243	0.0952708	0.0991348	0.102453	0.115448	0.0626051	0.100103	0.14595	0.0843767	0.0871627	0.114684	0.0976812	0.11489	0.139198	0.150364	0.101324	0.12688	0.0763178	0.0725459	0.0968446	0.188401	0.0274127	0.0265447	0.0254742	0.0286749	0.0409943	0.0318278	0.0332882	0.0164541	0.0268273	0.0432521	0.0477823	0.0384017	0.0197934	0.0589555	0.0531925	0.0840611	0.0261629	0.0482308	0.031048	0.0496901	4.267357	0.277042	0.289725	0.0977027	0.33553	3.285136
572	0	-14776.5	-14786.2	9.73631	0.152679	0.0915641	0.102998	0.0944184	0.125449	0.0887619	0.115436	0.0730532	0.0933144	0.167965	0.0882402	0.0779149	0.101086	0.116454	0.125079	0.107265	0.163527	0.149425	0.123197	0.110806	0.0802747	0.0695961	0.184567	0.0341572	0.0247566	0.0481309	0.0371454	0.0304886	0.0215738	0.0239009	0.024146	0.0293041	0.023234	0.106798	0.0526244	0.00998174	0.0571239	0.0328586	0.0326791	0.0178275	0.0331295	0.0403884	0.0802408	4.072064	0.271952	0.287364	0.0918482	0.348836	3.363562
573	1	-14777.2	-14787.9	10.6876	0.131687	0.0955106	0.108735	0.0814934	0.113725	0.0837552	0.12547	0.0763658	0.0873066	0.188067	0.0957497	0.067627	0.115232	0.0976812	0.103049	0.113965	0.106111	0.11837	0.15596	0.0643828	0.0849684	0.0778281	0.173775	0.030077	0.0334036	0.0287936	0.0178391	0.0223663	0.0217163	0.0519256	0.0228821	0.0140368	0.0590816	0.0595682	0.0381478	0.0335406	0.0609111	0.0345543	0.101691	0.0346986	0.0533098	0.0460573	0.0424259	3.98113	0.263128	0.305546	0.0960155	0.33531	3.273842
574	0	-14762.7	-14772	9.31277	0.145182	0.0851412	0.120004	0.0869426	0.1189	0.100374	0.136449	0.081189	0.109835	0.17236	0.0900561	0.0771486	0.107505	0.111193	0.106731	0.146417	0.150894	0.118606	0.13466	0.0776811	0.115386	0.0841965	0.165685	0.0328208	0.0198618	0.0475754	0.041326	0.0317446	0.0356577	0.019001	0.0254529	0.0332809	0.0255011	0.0989103	0.0548737	0.0277779	0.0652085	0.024227	0.0296242	0.0207025	0.0307812	0.0477746	0.0604459	3.918502	0.277799	0.291114	0.0935186	0.337569	3.415084
575	1	-14775	-14784.8	9.81028	0.156877	0.113939	0.0909093	0.0814459	0.104196	0.0794011	0.10866	0.0862774	0.0927342	0.182593	0.0874688	0.0739785	0.0799828	0.0931251	0.131128	0.14922	0.112176	0.130745	0.136172	0.075977	0.104093	0.0880946	0.185364	0.0252606	0.0206877	0.0379516	0.0156296	0.0181329	0.0336607	0.0469132	0.0138834	0.0330041	0.0564002	0.0537832	0.0451405	0.0320855	0.0457344	0.0563693	0.125719	0.0268361	0.0419757	0.0466741	0.0394361	4.010167	0.278366	0.286831	0.10216	0.332643	3.359836
576	0	-14770.8	-14780.3	9.50969	0.136498	0.0945235	0.110622	0.0752314	0.105907	0.0890135	0.124058	0.0689832	0.0882884	0.180069	0.0810969	0.0695017	0.133884	0.0950036	0.107969	0.141293	0.13458	0.142777	0.15531	0.073698	0.0915902	0.112437	0.170787	0.0343797	0.0198618	0.0497381	0.0457389	0.0406842	0.0356553	0.0432947	0.0295812	0.0316123	0.0236398	0.112048	0.0610642	0.0178353	0.0699383	0.0256286	0.0224232	0.0240567	0.028367	0.0263056	0.0583661	4.121064	0.26922	0.305732	0.0942759	0.330773	3.383341
577	1	-14770.2	-14780.5	10.2277	0.1542	0.100117	0.0968286	0.0950925	0.128228	0.0715005	0.130367	0.0681059	0.0848707	0.160098	0.0930806	0.0851891	0.0833582	0.118652	0.109733	0.148808	0.121091	0.115549	0.128734	0.075977	0.0763229	0.0868366	0.199927	0.0343635	0.0298826	0.0208502	0.0193294	0.0496128	0.0253799	0.031827	0.0265969	0.00982484	0.0395948	0.0329334	0.0432219	0.0388644	0.0730509	0.0491294	0.0896467	0.0325911	0.0636382	0.0292608	0.0481511	3.971344	0.270731	0.306053	0.101118	0.322098	3.320416
578	0	-14778.4	-14788.4	9.9133	0.137532	0.114616	0.109481	0.111284	0.117809	0.0962286	0.115235	0.0738732	0.122575	0.156438	0.0840954	0.0889608	0.106394	0.106136	0.0949222	0.13008	0.112574	0.135987	0.12674	0.0838503	0.0748679	0.0564047	0.203735	0.0353454	0.0121027	0.0571817	0.0414937	0.038378	0.0167005	0.0217464	0.0379938	0.0383169	0.0374595	0.0933085	0.0730563	0.0129919	0.0457613	0.0201313	0.0408879	0.0256122	0.0462636	0.0303701	0.0695422	3.927936	0.277042	0.287593	0.0945644	0.3408	3.354462
579	1	-14772.4	-14782.6	10.1794	0.129405	0.0783612	0.0957735	0.090792	0.108384	0.10816	0.112088	0.0972746	0.0914466	0.16839	0.0671295	0.090542	0.109905	0.097089	0.11745	0.132075	0.137169	0.123968	0.117524	0.0763443	0.120466	0.0772485	0.176297	0.0277895	0.0301532	0.0242047	0.0331815	0.0436889	0.0214921	0.0392932	0.0143261	0.0203079	0.0571515	0.0477075	0.0286769	0.0277194	0.0555691	0.049978	0.115089	0.0326119	0.0473856	0.0324645	0.0560421	3.923559	0.270644	0.291967	0.104466	0.332923	3.328118
580	0	-14771.7	-14782.2	10.4684	0.135222	0.103483	0.117997	0.0843151	0.126207	0.0821733	0.131884	0.0789524	0.0905599	0.177751	0.0805413	0.0562613	0.098838	0.0802006	0.105959	0.143142	0.141861	0.125285	0.117914	0.08305	0.0890298	0.0784526	0.186668	0.0257768	0.0181678	0.0624276	0.0412514	0.0370971	0.0445752	0.03769	0.0334144	0.026887	0.0183186	0.0933085	0.0559799	0.0154252	0.0647822	0.0206383	0.0242988	0.0376312	0.0269128	0.0319997	0.0414358	4.358716	0.279659	0.293806	0.101475	0.32506	3.273767
581	1	-14776.6	-14786.3	9.71246	0.144971	0.117769	0.0862178	0.0875622	0.111819	0.076677	0.134318	0.0702997	0.107241	0.190296	0.0750747	0.082083	0.138295	0.0841544	0.110939	0.120012	0.159749	0.131034	0.12303	0.0727148	0.0807757	0.070802	0.196806	0.0334122	0.0409082	0.0366588	0.0181112	0.0346145	0.0358208	0.0607221	0.0176006	0.00827104	0.0643961	0.0477075	0.0398025	0.0265665	0.0573607	0.0477002	0.0753243	0.0276443	0.0520597	0.0248596	0.0459038	4.035986	0.274207	0.285913	0.10847	0.33141	3.368082
582	0	-14768.4	-14778.7	10.2636	0.14542	0.0853371	0.100185	0.101396	0.10725	0.0874236	0.140489	0.0659456	0.0907307	0.166836	0.0762943	0.0986607	0.114264	0.0835582	0.138048	0.142328	0.135983	0.110809	0.136725	0.0782875	0.0817445	0.0789372	0.185306	0.0340339	0.0134152	0.0650177	0.0488235	0.0280985	0.0268374	0.0344013	0.0362066	0.0166635	0.029403	0.0963715	0.0578636	0.0157134	0.0469372	0.0309256	0.0289371	0.0185966	0.0276263	0.0640357	0.0445582	3.977921	0.266191	0.300554	0.0969581	0.336297	3.316425
583	1	-14770	-14780.4	10.3823	0.142538	0.102575	0.104537	0.108848	0.118105	0.075959	0.148072	0.0754285	0.0879361	0.151517	0.0695722	0.068954	0.117838	0.109797	0.0995917	0.160315	0.111681	0.1135	0.135216	0.0673939	0.0823456	0.0700423	0.196806	0.0254262	0.0179396	0.0250675	0.0113473	0.0307379	0.0294372	0.0407796	0.0147145	0.0218239	0.0392614	0.0398994	0.0455139	0.0242688	0.0616514	0.0481027	0.115375	0.0435301	0.0477756	0.0365823	0.0700027	3.92386	0.275323	0.287077	0.0936694	0.343931	3.307804
584	0	-14776	-14784.2	8.19632	0.134506	0.108518	0.127746	0.103092	0.117694	0.0874236	0.175753	0.0824254	0.0950379	0.193295	0.0762943	0.0816634	0.0906695	0.122661	0.12893	0.166302	0.138757	0.115944	0.138358	0.0959512	0.089042	0.0903684	0.20413	0.0458772	0.0151435	0.0603763	0.049042	0.0430871	0.0218679	0.0320068	0.02876	0.00608259	0.0206587	0.0854182	0.0646598	0.0203713	0.067867	0.0427088	0.027187	0.0244258	0.0214144	0.039553	0.0452563	3.925158	0.257735	0.288882	0.101593	0.35179	3.526328
585	1	-14775.3	-14786.7	11.3811	0.126892	0.103162	0.122517	0.0894598	0.0871604	0.0839062	0.104576	0.10519	0.0919821	0.192051	0.0707012	0.0772113	0.0870982	0.0836398	0.116234	0.129065	0.114837	0.117229	0.115899	0.10242	0.0797593	0.0963794	0.169533	0.011608	0.0308703	0.0182957	0.0129548	0.0481469	0.0290157	0.0410011	0.0213193	0.0246002	0.0442114	0.0405641	0.0454083	0.0195454	0.0419457	0.0479892	0.093758	0.0301354	0.0463403	0.0301142	0.0616771	3.949174	0.272624	0.274204	0.101664	0.351509	3.206405
586	0	-14770.8	-14780.3	9.51497	0.159917	0.0852202	0.111805	0.0896061	0.113063	0.0874236	0.152304	0.0881407	0.105858	0.167129	0.0542652	0.0945541	0.102931	0.116545	0.116447	0.12087	0.146314	0.103141	0.105972	0.0850214	0.0958691	0.083132	0.220155	0.0433	0.0148902	0.0570544	0.0487964	0.0420371	0.0291054	0.034089	0.0295395	0.0194735	0.025925	0.10752	0.053353	0.0108094	0.0585972	0.041625	0.0136319	0.023	0.0247372	0.0491101	0.0541015	4.060516	0.281367	0.286228	0.0913535	0.341051	3.386379
587	1	-14769	-14779.2	10.2079	0.152801	0.102282	0.132036	0.0947153	0.108285	0.0720994	0.114591	0.0800178	0.0831182	0.182673	0.0736711	0.0748664	0.105712	0.0949954	0.117078	0.122508	0.128375	0.132119	0.141104	0.0932496	0.0840525	0.0892948	0.182444	0.016583	0.0224569	0.0289914	0.0171481	0.0398018	0.0392851	0.0365356	0.0204092	0.0104724	0.051585	0.0354176	0.0491076	0.0224097	0.0605387	0.0474228	0.0834414	0.047183	0.0481048	0.0278727	0.0608813	3.88281	0.288037	0.278785	0.102166	0.331011	3.327736
588	0	-14771.4	-14781.5	10.1772	0.114536	0.0986829	0.11708	0.0804758	0.109268	0.0927852	0.120116	0.0924282	0.0939232	0.166652	0.0941137	0.0945541	0.122187	0.101799	0.124049	0.148625	0.134405	0.0939227	0.123585	0.0778978	0.0940846	0.0857089	0.199821	0.0296039	0.015211	0.0737762	0.0313044	0.0346622	0.0388176	0.0255981	0.031442	0.0162868	0.0181649	0.113038	0.0585431	0.0198287	0.0443576	0.024305	0.0283115	0.0308262	0.0176907	0.0424108	0.0529067	3.932763	0.279743	0.286115	0.107371	0.326771	3.327785
589	1	-14770.3	-14780.3	9.9509	0.146341	0.0915579	0.109334	0.0901616	0.11935	0.0823679	0.134249	0.0940699	0.0810695	0.177182	0.0740059	0.0776179	0.103526	0.0936819	0.123266	0.133994	0.140723	0.119156	0.130005	0.086623	0.0832009	0.0925509	0.197988	0.030972	0.0260764	0.0150614	0.0238047	0.0265431	0.0240796	0.0282871	0.0345632	0.0336797	0.0734149	0.0305426	0.0247784	0.0368529	0.0550863	0.0437326	0.0791986	0.0418901	0.0497561	0.0287998	0.0488293	4.142451	0.278931	0.270122	0.100694	0.350253	3.337968
590	0	-14779.3	-14790.2	10.9284	0.168241	0.104258	0.0782866	0.0868729	0.105869	0.0798723	0.129847	0.0848314	0.075093	0.155151	0.0704736	0.0713774	0.11209	0.103993	0.106261	0.137894	0.130574	0.102429	0.106011	0.0997961	0.0928724	0.0845294	0.175922	0.0462229	0.0227996	0.0645086	0.0517274	0.0426593	0.0245661	0.0329731	0.0325791	0.0249383	0.0314749	0.102565	0.0407226	0.0319404	0.0543662	0.0246051	0.0207265	0.0181635	0.0119574	0.0384729	0.0626171	4.092861	0.271147	0.280128	0.0904949	0.35823	3.243131
591	1	-14774.1	-14783.2	9.14924	0.152487	0.0984378	0.0916812	0.0880019	0.125746	0.0768055	0.118777	0.0956875	0.101418	0.187816	0.0764516	0.0903438	0.122737	0.101563	0.102897	0.143503	0.147713	0.108914	0.123564	0.0897126	0.0985504	0.0950085	0.194077	0.0296004	0.033244	0.0189752	0.0231302	0.0245611	0.0167828	0.0393011	0.0313288	0.0176626	0.0767131	0.0508543	0.0458019	0.0404269	0.0550863	0.0636125	0.0701746	0.0252436	0.0244749	0.0432613	0.0531603	4.191291	0.288282	0.28541	0.0955431	0.330764	3.415289
592	0	-14772.6	-14782.1	9.54359	0.146176	0.0967196	0.0897902	0.084959	0.127158	0.0856928	0.119143	0.0719653	0.111562	0.181574	0.0772775	0.0997109	0.110951	0.12436	0.106479	0.132144	0.156724	0.123144	0.144369	0.060428	0.105379	0.112927	0.15477	0.0291159	0.0238643	0.0530183	0.0355196	0.0298972	0.0248108	0.0219308	0.0287064	0.04399	0.0247082	0.0868893	0.0757117	0.0183351	0.0550008	0.0293008	0.0252584	0.0286805	0.0449898	0.0271739	0.0490772	4.130751	0.274013	0.29958	0.095759	0.330648	3.379384
593	1	-14771	-14782.1	11.1232	0.141671	0.0902632	0.10399	0.0763771	0.102568	0.0819367	0.142316	0.0880048	0.0838197	0.187608	0.0782822	0.0797403	0.103628	0.111413	0.113626	0.152971	0.122173	0.123676	0.142278	0.0643489	0.105279	0.0689501	0.178792	0.0214332	0.0230485	0.0239484	0.0261873	0.0218553	0.0302565	0.0312274	0.0151179	0.00696002	0.044791	0.0501784	0.0447827	0.0189098	0.0546468	0.0478901	0.0654685	0.0379226	0.0417105	0.0285606	0.0447164	4.098383	0.286432	0.287059	0.0916659	0.334843	3.223325
594	0	-14774.3	-14783.5	9.19499	0.14708	0.10929	0.0900417	0.0862205	0.122276	0.0957323	0.155004	0.0955297	0.0929273	0.182124	0.06892	0.114948	0.0969782	0.107726	0.0981787	0.125661	0.126915	0.12858	0.141447	0.0840089	0.0944105	0.0770953	0.190202	0.0329405	0.0213317	0.0594648	0.0458346	0.041711	0.0314622	0.0307843	0.0496895	0.04399	0.025427	0.106009	0.0615857	0.00897889	0.0550008	0.0193487	0.0218959	0.018681	0.035594	0.0257848	0.0702974	3.75089	0.278379	0.289449	0.101629	0.330543	3.437108
595	1	-14766.4	-14776.6	10.1922	0.147647	0.111067	0.110959	0.100814	0.114268	0.0740899	0.124629	0.0929619	0.103768	0.179397	0.0786289	0.0927146	0.107246	0.116838	0.114846	0.142008	0.146183	0.116981	0.124104	0.0728119	0.0904277	0.0802651	0.180067	0.0148535	0.0298073	0.0239484	0.0235152	0.0264533	0.0380883	0.0312332	0.0189078	0.0211242	0.0754888	0.0219951	0.0374766	0.0337689	0.0412409	0.0468015	0.0792861	0.0158705	0.0422168	0.0215403	0.0665458	3.824076	0.280604	0.290772	0.0979786	0.330645	3.332884
596	0	-14772.2	-14782.1	9.92095	0.15447	0.117054	0.125699	0.0860906	0.117759	0.0783926	0.132286	0.0790735	0.107597	0.192806	0.0799484	0.0899165	0.110216	0.0903401	0.111448	0.153255	0.128762	0.12186	0.112721	0.0830519	0.084057	0.0785225	0.179345	0.0279343	0.0109868	0.0492589	0.0326478	0.0462543	0.0317276	0.0316945	0.0213905	0.0256808	0.0163105	0.0740654	0.0751385	0.0194904	0.0415904	0.0366522	0.0186613	0.0338889	0.0288859	0.0440889	0.0653846	4.049955	0.283219	0.291724	0.0936642	0.331392	3.346406
597	1	-14767.1	-14777.8	10.6363	0.142754	0.089082	0.0983046	0.0868018	0.102688	0.0972349	0.123189	0.0651732	0.0894732	0.175139	0.0694994	0.0790616	0.104858	0.118275	0.11847	0.123305	0.135346	0.130368	0.121794	0.0548652	0.0884373	0.0936626	0.18235	0.0241799	0.0311147	0.0280743	0.0245064	0.0267249	0.0367425	0.0419425	0.0405589	0.0266569	0.050209	0.0279483	0.0353622	0.0337689	0.0569216	0.0512632	0.101951	0.0151471	0.0396464	0.036809	0.0545019	4.061962	0.273663	0.296181	0.100295	0.329861	3.274163
598	0	-14767.9	-14777.6	9.65593	0.164192	0.0948014	0.124105	0.0924195	0.110911	0.0750291	0.124466	0.0905543	0.11079	0.172249	0.0742655	0.08407	0.110963	0.108062	0.129622	0.124451	0.150011	0.126356	0.121871	0.0846683	0.102899	0.0606026	0.180752	0.0362952	0.02145	0.0468436	0.0449848	0.0360517	0.0295455	0.034991	0.0335645	0.0293376	0.0158294	0.0788345	0.0604022	0.0197214	0.0631319	0.0246992	0.0326848	0.00524846	0.0344888	0.0506318	0.045702	4.22705	0.281386	0.299546	0.0968027	0.322265	3.36255
599	1	-14771.5	-14782.2	10.7768	0.148063	0.116085	0.0849633	0.108723	0.0985178	0.099872	0.128191	0.0732637	0.101833	0.153108	0.0632218	0.0748902	0.108074	0.0989921	0.105589	0.128334	0.134289	0.106161	0.130908	0.0836874	0.0877728	0.0835934	0.19221	0.0260501	0.0236772	0.0346058	0.0176363	0.0263926	0.0271272	0.0332797	0.0280651	0.0212032	0.0566235	0.0384701	0.0367363	0.0254311	0.0363259	0.0519029	0.0948607	0.0441614	0.0362995	0.0408974	0.0533073	4.006606	0.296868	0.279694	0.0960674	0.327371	3.263394
600	0	-14766.4	-14775.9	9.46052	0.127311	0.0947153	0.0974529	0.0956955	0.115512	0.105235	0.118225	0.101726	0.0829675	0.190178	0.0836474	0.08382	0.105004	0.117082	0.113294	0.149081	0.131551	0.109732	0.144704	0.0746668	0.093806	0.0960884	0.173343	0.0428052	0.0129463	0.073245	0.0447179	0.0276988	0.0289197	0.0306048	0.0364791	0.037823	0.0197382	0.100998	0.0585945	0.0292173	0.0495079	0.0255666	0.0120252	0.0192293	0.0322169	0.0499772	0.0418812	4.280234	0.273669	0.284512	0.0983307	0.343488	3.37903
601	1	-14769.9	-14779.7	9.74679	0.154341	0.105739	0.109855	0.0966193	0.134628	0.0760961	0.127306	0.082146	0.0845929	0.163555	0.0720048	0.0762443	0.115283	0.109047	0.0971173	0.16261	0.120146	0.134401	0.114882	0.0701984	0.0786345	0.0792369	0.215409	0.0348732	0.015446	0.0192454	0.013007	0.0340936	0.038968	0.0329354	0.0196123	0.0240615	0.05708	0.0352561	0.0307089	0.0365195	0.0639025	0.0458065	0.102515	0.0480186	0.0355312	0.0335458	0.0554652	4.171508	0.282939	0.285334	0.0961796	0.335547	3.356684
602	0	-14767	-14776.9	9.87608	0.151459	0.105032	0.102655	0.113283	0.129325	0.070788	0.121269	0.0896401	0.0889437	0.157455	0.0773055	0.0979013	0.0838582	0.100579	0.0955227	0.150714	0.138806	0.119036	0.122861	0.0672197	0.0771746	0.0945105	0.189126	0.0366787	0.0198739	0.0480034	0.0384779	0.0328641	0.0265759	0.0383182	0.0320046	0.0372596	0.0295199	0.103099	0.0695394	0.0186315	0.052133	0.0272402	0.0416407	0.021439	0.018604	0.0531276	0.0600149	4.073306	0.272004	0.291965	0.0919914	0.34404	3.349512
603	1	-14776.6	-14786.7	10.1053	0.145176	0.0959855	0.11299	0.0972172	0.107696	0.0905063	0.143949	0.0749068	0.0972342	0.172844	0.0828001	0.075925	0.107495	0.103364	0.134645	0.117845	0.113076	0.117047	0.129922	0.0860688	0.0781193	0.0660784	0.16469	0.029517	0.0409113	0.0427418	0.010548	0.0374679	0.0351015	0.0430142	0.0311401	0.0159729	0.0380547	0.0200307	0.0563253	0.0357297	0.0518559	0.0370381	0.0913477	0.0346265	0.0444783	0.0333059	0.0815023	4.078451	0.265941	0.282158	0.107021	0.344879	3.326288
