Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
40	0	-15801.6	-15814.9	13.3584	0.115155	0.104075	0.0936284	0.109422	0.114273	0.0818209	0.129159	0.0662882	0.110921	0.169692	0.0936879	0.0667342	0.0887813	0.103353	0.12143	0.129902	0.105305	0.0978371	0.12739	0.0814003	0.090379	0.0823555	0.190627	0.0317321	0.0320458	0.0303883	0.0409974	0.0281192	0.0319967	0.025676	0.0257392	0.0393501	0.0227614	0.0307619	0.028688	0.0823117	0.0271708	0.0447432	0.0108437	0.0183618	0.0547664	0.0211806	0.0518174	3.153068
41	1	-15806.6	-15818.9	12.297	0.098011	0.104003	0.0831556	0.127476	0.10829	0.0881222	0.124502	0.0725434	0.0930675	0.145655	0.0713929	0.0827226	0.0815916	0.0947808	0.129561	0.13813	0.156256	0.118789	0.145374	0.0752186	0.0871043	0.0828381	0.206109	0.0137595	0.0308459	0.052897	0.0240195	0.0490543	0.0299775	0.0945841	0.0383137	0.0226631	0.0134499	0.043966	0.0279428	0.0368371	0.0267351	0.0252529	0.0343518	0.0457532	0.0368525	0.0404924	0.0567671	3.259209
42	0	-15810.4	-15822.5	12.1217	0.131046	0.0963896	0.108665	0.129075	0.109736	0.0890475	0.115243	0.0774789	0.0918028	0.168727	0.0742609	0.0793696	0.0938712	0.109519	0.0992062	0.136701	0.117103	0.141692	0.129016	0.0804403	0.0997163	0.0640585	0.164999	0.0433403	0.0303749	0.0307166	0.0535527	0.0351963	0.0322027	0.0252928	0.0298814	0.0430203	0.0229985	0.0338018	0.0346476	0.0896192	0.032492	0.0317125	0.0105243	0.0455223	0.0512165	0.0346948	0.0587676	3.276739
43	1	-15801.2	-15814.5	13.2978	0.130044	0.0969197	0.0738665	0.117697	0.116151	0.0839575	0.135232	0.0866409	0.106627	0.153573	0.0925428	0.0871548	0.0911483	0.100162	0.0987522	0.127187	0.12023	0.11009	0.126609	0.0678977	0.0880074	0.0968085	0.152604	0.00938149	0.0497882	0.0500894	0.0243396	0.0534311	0.0212969	0.0715963	0.0517645	0.0295784	0.0174828	0.0387673	0.0274223	0.0389529	0.0275677	0.0126524	0.0317611	0.0458037	0.0264005	0.0373615	0.0337858	3.159126
44	0	-15797.4	-15809.8	12.4231	0.143334	0.112595	0.111907	0.117404	0.125841	0.0780383	0.136518	0.0741592	0.086753	0.15337	0.0769768	0.0917246	0.0819331	0.0970671	0.105574	0.128277	0.115467	0.11647	0.123799	0.08725	0.0845871	0.0829831	0.183219	0.0197023	0.0290449	0.0189022	0.0505051	0.0387149	0.0272459	0.0201713	0.0278571	0.051906	0.0298334	0.0341763	0.0473287	0.0810925	0.021205	0.0428651	0.0317291	0.0213242	0.0509873	0.0440082	0.0427504	3.246598
45	1	-15807.5	-15819.5	11.9754	0.105822	0.117021	0.0913393	0.102545	0.088509	0.0883582	0.133257	0.102817	0.110833	0.15941	0.0925428	0.0909343	0.0988439	0.105429	0.122975	0.110355	0.143155	0.118715	0.105172	0.0837179	0.0762413	0.0860944	0.192319	0.0123257	0.0356041	0.0399602	0.0280882	0.0598824	0.0268123	0.0884007	0.0476522	0.0227528	0.0323581	0.0511497	0.0340078	0.0504363	0.0405153	0.0245359	0.0422827	0.0288936	0.034129	0.0280583	0.0371187	3.29137
46	0	-15808.4	-15821.1	12.7108	0.121279	0.0954336	0.0991812	0.129681	0.126597	0.0659258	0.109429	0.0654107	0.116115	0.148577	0.0707616	0.0982294	0.109182	0.0866993	0.109277	0.140155	0.133055	0.127532	0.123859	0.0811696	0.0779709	0.0836796	0.150368	0.0275522	0.0302761	0.0235896	0.045171	0.0290303	0.0349914	0.0220382	0.0280794	0.0363688	0.0204593	0.0303614	0.0475659	0.102997	0.0396667	0.0587063	0.0413114	0.0238774	0.0446282	0.031137	0.0304489	3.217824
47	1	-15800.9	-15814	13.0414	0.136689	0.111213	0.0964765	0.0919011	0.104487	0.0919793	0.11239	0.0805118	0.0897109	0.195683	0.0724632	0.0848804	0.107428	0.100047	0.12508	0.102754	0.131454	0.0947773	0.108274	0.0801472	0.080975	0.0924328	0.166633	0.0181529	0.025164	0.0490256	0.0194186	0.0378681	0.0352631	0.0650097	0.0613555	0.0272228	0.0185396	0.0511497	0.0371653	0.0471397	0.0364011	0.0114148	0.0426625	0.038443	0.0331329	0.0303922	0.0414608	3.184769
48	0	-15801.5	-15814	12.5317	0.126753	0.0984392	0.0821035	0.103815	0.109198	0.0901097	0.14297	0.0951532	0.11641	0.151924	0.0841288	0.0843739	0.0947606	0.10156	0.0927634	0.12418	0.119017	0.124392	0.118104	0.0859967	0.0909964	0.08646	0.171579	0.0397139	0.0212507	0.0235896	0.0557644	0.0254232	0.0244159	0.0215205	0.0448099	0.0425437	0.030974	0.0452235	0.0285634	0.0818329	0.0245652	0.0458716	0.0285859	0.027248	0.0525427	0.0296496	0.0464619	3.235738
49	1	-15802.5	-15815.5	13.0286	0.126058	0.107628	0.0928535	0.104967	0.107662	0.0943596	0.132646	0.0777895	0.101859	0.156657	0.0664366	0.0912816	0.0852619	0.100047	0.118922	0.139701	0.123963	0.111295	0.12847	0.0717091	0.0952181	0.0687387	0.14124	0.0124469	0.0292941	0.0547276	0.0213944	0.0436235	0.021794	0.0897055	0.0529857	0.0296506	0.0156437	0.0379625	0.0191242	0.0482131	0.050853	0.0202789	0.0308001	0.0483866	0.0423588	0.0276659	0.0443728	3.186045
50	0	-15804.6	-15817	12.4133	0.121104	0.0910992	0.0975891	0.100213	0.103194	0.0934891	0.142263	0.0719649	0.0932366	0.178125	0.0740808	0.112228	0.111347	0.106618	0.102422	0.126537	0.124649	0.121951	0.12464	0.068685	0.0907108	0.0735164	0.151968	0.0199244	0.0303052	0.0186638	0.0460788	0.0354571	0.0422952	0.0313687	0.0247806	0.0505163	0.0261381	0.0403489	0.0732456	0.0867773	0.0303204	0.0395681	0.0175493	0.0303281	0.0482123	0.0228753	0.0511912	3.247576
51	1	-15804.6	-15817.2	12.5793	0.126058	0.110926	0.106615	0.108205	0.115982	0.0838787	0.10707	0.0814718	0.117334	0.173093	0.0854177	0.0731223	0.0926266	0.121995	0.0971308	0.126184	0.109414	0.114501	0.134756	0.0788494	0.0988598	0.08709	0.154438	0.0359141	0.0145233	0.0472337	0.028447	0.0413373	0.0188116	0.0765708	0.0535459	0.0297363	0.0290485	0.0399289	0.042892	0.0462996	0.0312936	0.0180738	0.0412537	0.02634	0.0315139	0.0438216	0.0293758	3.230981
52	0	-15807.4	-15819.5	12.09	0.138693	0.0922225	0.0890729	0.115669	0.121061	0.0948765	0.133937	0.0661225	0.104006	0.161836	0.0997479	0.0905133	0.105542	0.100414	0.0928317	0.121425	0.117634	0.0978265	0.148594	0.0803926	0.0907108	0.0869235	0.165446	0.0246655	0.0470287	0.03607	0.0417426	0.0334339	0.0446144	0.0222849	0.0254386	0.0528258	0.0377645	0.0530716	0.0326851	0.0486274	0.0296131	0.0434382	0.0310243	0.0244629	0.0526931	0.0371624	0.0457657	3.27991
53	1	-15799.5	-15812.3	12.8425	0.133288	0.0973822	0.116756	0.108205	0.0965093	0.0828296	0.131617	0.0852362	0.0910555	0.167408	0.0743886	0.0866926	0.0779428	0.0878657	0.114129	0.134865	0.111179	0.106287	0.150431	0.0776984	0.0955992	0.0773798	0.172301	0.0281267	0.0198367	0.0540238	0.0165208	0.0493881	0.0296621	0.0765708	0.0485601	0.025226	0.0128638	0.0459379	0.0278887	0.047424	0.0351796	0.037055	0.0261049	0.0340191	0.0264101	0.0384421	0.048375	3.204661
54	0	-15804.3	-15817.3	13.0818	0.13329	0.110605	0.0963948	0.0920017	0.102021	0.0792334	0.12289	0.0812201	0.0992805	0.149067	0.0790379	0.102792	0.113442	0.129521	0.0937299	0.116305	0.119039	0.103881	0.117726	0.0647815	0.0709981	0.0852559	0.181558	0.0388746	0.0349919	0.0182114	0.0450115	0.0306176	0.0241138	0.0273658	0.0254386	0.0355298	0.0197216	0.0500458	0.0403632	0.0773137	0.0348482	0.0504951	0.0126378	0.0208098	0.0565999	0.0350426	0.058625	3.180729
55	1	-15810.7	-15824.2	13.4679	0.115712	0.106418	0.0782713	0.0964293	0.103163	0.0965079	0.131617	0.0801424	0.10763	0.154506	0.0771848	0.0767815	0.104759	0.0828964	0.112103	0.142154	0.122449	0.132914	0.106083	0.0633499	0.102421	0.0913016	0.158817	0.0198849	0.0306532	0.0393931	0.0352932	0.050276	0.0271157	0.0836108	0.0746063	0.0198781	0.0167249	0.0462726	0.0330949	0.024948	0.0234548	0.0232783	0.016058	0.0420319	0.0240254	0.0336783	0.034228	3.142116
56	0	-15803.5	-15816.2	12.726	0.13994	0.105138	0.0949284	0.125297	0.126159	0.0710175	0.139871	0.0791155	0.0882803	0.185943	0.0729904	0.0937001	0.104102	0.0879741	0.111832	0.132114	0.117145	0.0919186	0.140165	0.0875312	0.0817018	0.0762593	0.182687	0.0304346	0.0250844	0.0168705	0.0688406	0.0287846	0.0264894	0.0191749	0.0148625	0.0432217	0.0207112	0.0381474	0.0411604	0.064479	0.0328848	0.0397372	0.0228397	0.0198138	0.0537494	0.0350426	0.0381688	3.216309
57	1	-15805.3	-15817.5	12.2834	0.14392	0.0932008	0.0819833	0.0997216	0.119216	0.0799596	0.117336	0.0801336	0.0830318	0.174886	0.0973903	0.0827005	0.105946	0.102817	0.112103	0.121818	0.122224	0.135628	0.142075	0.0762945	0.107447	0.0782207	0.163298	0.027245	0.0308103	0.0714692	0.0284461	0.0542882	0.0366554	0.0601514	0.0559563	0.0302282	0.0115663	0.0346633	0.026682	0.0433298	0.0430968	0.0191414	0.0282315	0.0439433	0.0183928	0.020045	0.0548727	3.260566
58	0	-15796.6	-15809.5	12.8939	0.120126	0.103231	0.0982066	0.107019	0.105357	0.0720609	0.122912	0.0776115	0.0983605	0.166882	0.0865364	0.0858436	0.0928819	0.089688	0.109698	0.125907	0.121606	0.127666	0.110189	0.0720156	0.0770892	0.0840686	0.179655	0.0226848	0.0282775	0.0264793	0.0484389	0.0463772	0.0298442	0.0416862	0.0272913	0.0524538	0.0168645	0.0384342	0.0340067	0.0867941	0.0468163	0.0516304	0.0286736	0.0300104	0.0439905	0.0270497	0.0371019	3.199517
59	1	-15805.6	-15818.7	13.0668	0.122183	0.105166	0.0986006	0.103749	0.11702	0.0863151	0.143466	0.0892909	0.0932843	0.165198	0.0764053	0.0563066	0.112019	0.0800547	0.110398	0.141169	0.138821	0.107353	0.129885	0.0756014	0.0694401	0.0988093	0.133289	0.0229585	0.0333407	0.0532992	0.0247641	0.0542882	0.0258499	0.0804763	0.0469298	0.030657	0.0329624	0.0513543	0.0260192	0.0444201	0.0247822	0.0215473	0.0245767	0.0299829	0.0259662	0.0210507	0.0531775	3.182229
60	0	-15801.3	-15814.5	13.2199	0.124713	0.104527	0.0995952	0.10119	0.119812	0.0926912	0.130499	0.0903894	0.0752556	0.156089	0.0779665	0.0962027	0.107523	0.102456	0.110748	0.136985	0.121606	0.110117	0.12258	0.0657157	0.0866551	0.0813749	0.169913	0.0120255	0.0227665	0.0194491	0.0384049	0.0348005	0.0217989	0.0304571	0.0225243	0.0356345	0.0421016	0.0430016	0.0542593	0.0702933	0.0194481	0.0408444	0.0274493	0.0180648	0.0530248	0.0314423	0.0445272	3.166921
61	1	-15804.1	-15817.7	13.5336	0.123694	0.115722	0.101265	0.08727	0.135907	0.0723866	0.116559	0.0959672	0.101658	0.159628	0.0741327	0.0738322	0.0835552	0.0923138	0.125209	0.124856	0.119369	0.0974489	0.125466	0.0762427	0.0826641	0.068083	0.168437	0.0302096	0.028538	0.0452637	0.0414037	0.0526211	0.0255893	0.0797387	0.035928	0.0173959	0.0319494	0.0540479	0.017681	0.0403267	0.0275161	0.0141085	0.0240583	0.0332603	0.0248527	0.0312267	0.058169	3.135551
62	0	-15801.8	-15814.1	12.3276	0.138028	0.101566	0.0911788	0.101534	0.106943	0.0713461	0.129524	0.0682418	0.101075	0.17719	0.0808323	0.1063	0.0960433	0.0894279	0.121168	0.116276	0.12666	0.123662	0.139634	0.0705924	0.094614	0.0672196	0.162686	0.019892	0.0398562	0.0166385	0.0433284	0.043254	0.0352947	0.0283442	0.0369142	0.058709	0.0296768	0.0285283	0.0431978	0.0871288	0.0241421	0.0437662	0.0368203	0.013757	0.0533501	0.0341832	0.0576209	3.256144
63	1	-15801.3	-15813.6	12.2451	0.100807	0.097145	0.105277	0.0942608	0.118188	0.0725053	0.126317	0.090011	0.0966894	0.187198	0.0871328	0.0854303	0.102227	0.0899377	0.121846	0.135831	0.134792	0.116853	0.11899	0.0964745	0.0930285	0.088998	0.185535	0.0348545	0.0203926	0.0435965	0.0364121	0.0701312	0.02034	0.071637	0.0502016	0.0213602	0.0277688	0.0394154	0.023774	0.0348364	0.0225145	0.0117241	0.0395263	0.0449953	0.0318342	0.0302704	0.0433391	3.264397
64	0	-15804.9	-15817.4	12.4603	0.128115	0.101566	0.0952587	0.0990904	0.113022	0.0890296	0.124556	0.0669719	0.0925597	0.16053	0.0821801	0.0899866	0.0983825	0.104888	0.124081	0.13887	0.130524	0.105917	0.112292	0.0847203	0.107419	0.0658577	0.177018	0.016609	0.0268583	0.0179278	0.0540617	0.0212322	0.0490563	0.0222112	0.0262962	0.039697	0.0366914	0.0403184	0.0468578	0.05854	0.018403	0.0589717	0.0309158	0.0258331	0.0791655	0.0319778	0.0484197	3.24288
65	1	-15808	-15820	12.04	0.132063	0.124505	0.105904	0.10824	0.118109	0.093449	0.115104	0.0986003	0.0995618	0.158876	0.0812407	0.0917465	0.102227	0.0906061	0.10794	0.127333	0.127633	0.118054	0.134999	0.0650643	0.10595	0.0866307	0.164742	0.0271023	0.0155956	0.0325038	0.0220011	0.0416047	0.0187864	0.0902168	0.0542814	0.0232456	0.0174193	0.0387527	0.0209044	0.0293106	0.0450557	0.0246896	0.0441505	0.0287285	0.0526954	0.0380735	0.0612096	3.284905
66	0	-15800.5	-15813.9	13.3635	0.117905	0.0875161	0.0932093	0.0899144	0.119115	0.0839259	0.138715	0.0711367	0.0926528	0.169872	0.077359	0.0792622	0.102286	0.0954291	0.107964	0.14051	0.131338	0.0958942	0.144734	0.0630529	0.0888989	0.0872283	0.15408	0.0367601	0.0496973	0.017324	0.0446078	0.0503509	0.0308104	0.0276795	0.0226862	0.0402191	0.0256438	0.0299036	0.0246747	0.084153	0.0363255	0.0333024	0.023066	0.0239788	0.0426043	0.0283497	0.0484197	3.152556
67	1	-15816.7	-15828.9	12.2382	0.123362	0.0902224	0.127657	0.0797243	0.109894	0.0806479	0.144236	0.0708133	0.110397	0.195357	0.0780017	0.0760909	0.103813	0.103924	0.110339	0.140789	0.106237	0.124205	0.123176	0.0845474	0.114241	0.0904645	0.1816	0.0254872	0.0270235	0.0551702	0.00762656	0.0451294	0.0223251	0.0656361	0.0587135	0.022007	0.00776064	0.0402374	0.0266827	0.0349381	0.0351329	0.0397402	0.0358992	0.0404296	0.0319491	0.028081	0.0453769	3.265087
68	0	-15796.6	-15809.6	13.0817	0.117255	0.0909615	0.12412	0.101887	0.121231	0.0729901	0.121748	0.0804749	0.0856511	0.161865	0.0716496	0.0860268	0.0971533	0.0861245	0.125602	0.109057	0.116257	0.115858	0.138545	0.0633711	0.0910785	0.0848726	0.149389	0.0261533	0.0416147	0.0193354	0.0569352	0.0349789	0.0311034	0.0338554	0.0328065	0.0494618	0.0234419	0.0330374	0.0335363	0.0808322	0.032807	0.057396	0.0279805	0.0226422	0.0537595	0.0257709	0.0501178	3.180733
69	1	-15809	-15822.2	13.1253	0.123068	0.112787	0.0982152	0.106884	0.113841	0.101768	0.128537	0.0974235	0.100035	0.162671	0.0877755	0.0964336	0.0697833	0.0837497	0.0985496	0.134124	0.132712	0.113196	0.12652	0.0753393	0.0667523	0.085564	0.160395	0.024494	0.024307	0.0462366	0.0122814	0.0500026	0.0175924	0.084052	0.0393485	0.0234335	0.00962358	0.0453569	0.0285015	0.0421085	0.0428541	0.0351404	0.0254925	0.0262095	0.0363114	0.0409653	0.0459458	3.176381
70	0	-15810	-15823.3	13.3444	0.130306	0.0746957	0.0937171	0.110576	0.123607	0.0941651	0.125747	0.0818249	0.102396	0.153069	0.0751178	0.0770225	0.0807952	0.0897129	0.113316	0.122192	0.149927	0.0932327	0.14176	0.0722824	0.0866804	0.0669232	0.141428	0.0206941	0.0356461	0.0349032	0.0570563	0.0361766	0.0359041	0.0274877	0.0359736	0.0472961	0.0346399	0.0402809	0.0291201	0.0570278	0.0293328	0.0464632	0.0438801	0.0131381	0.0519432	0.0420302	0.0349826	3.154472
71	1	-15815.7	-15828.4	12.7411	0.118193	0.101948	0.0896785	0.103894	0.0930277	0.104434	0.13252	0.110802	0.0919674	0.152373	0.0774648	0.0822872	0.111524	0.0940774	0.103038	0.130856	0.113793	0.116196	0.13654	0.0684113	0.0779891	0.0872229	0.173156	0.0125563	0.0225867	0.0502066	0.0359546	0.054072	0.0242984	0.0669181	0.0462856	0.0321437	0.0206065	0.0484699	0.0261532	0.0234853	0.027055	0.0405016	0.027391	0.0403143	0.0522553	0.0574404	0.0347076	3.214797
72	0	-15803.1	-15817.4	14.3299	0.116659	0.0905716	0.0936692	0.112659	0.115827	0.0590793	0.129933	0.0660609	0.103419	0.137332	0.0872619	0.0755332	0.103426	0.100653	0.118041	0.115102	0.10908	0.117272	0.115624	0.0651474	0.0950401	0.0786689	0.147346	0.0192036	0.0365282	0.0272635	0.0507062	0.0343089	0.0244394	0.0430971	0.0275559	0.0500513	0.0160424	0.0278495	0.0435461	0.0632723	0.0258923	0.0424338	0.0187079	0.0163557	0.0535093	0.0290324	0.05272	3.055921
73	1	-15805.9	-15818.7	12.8234	0.12619	0.112382	0.0985221	0.0997266	0.126562	0.0935159	0.122093	0.0776775	0.117165	0.152464	0.0793486	0.0746838	0.106876	0.0953733	0.113698	0.133836	0.119393	0.0995038	0.122556	0.0865417	0.0715985	0.091723	0.18229	0.0214884	0.0421362	0.04657	0.0288035	0.0507734	0.0202364	0.0828478	0.0571931	0.0157742	0.0138259	0.0488993	0.0222113	0.0299771	0.0464186	0.0196715	0.0251523	0.042249	0.0302755	0.0270704	0.0312788	3.206571
74	0	-15798.6	-15811.7	13.0701	0.124607	0.0912248	0.10274	0.109144	0.116826	0.0806353	0.109481	0.0804945	0.0997218	0.172381	0.0851936	0.0819408	0.100632	0.123706	0.128295	0.130747	0.114084	0.111001	0.11431	0.0652111	0.0713233	0.0990383	0.169065	0.0318996	0.0265803	0.0265155	0.0501757	0.0343089	0.028012	0.0161649	0.0196173	0.0468666	0.0224833	0.0350779	0.0458253	0.0685667	0.0302524	0.0459893	0.0245671	0.0200931	0.0486394	0.0344686	0.0439961	3.181901
75	1	-15811	-15824.9	13.9152	0.104306	0.0878434	0.0900503	0.115276	0.114392	0.0808044	0.131522	0.0912359	0.0938896	0.169733	0.0815104	0.0816881	0.0793721	0.0899328	0.101787	0.125681	0.10835	0.114246	0.127013	0.0732172	0.0793044	0.0767095	0.151031	0.0153509	0.0450976	0.036231	0.0246206	0.0490755	0.034699	0.0686182	0.0426169	0.00789413	0.0173005	0.0401408	0.0359743	0.0349418	0.0530701	0.0213637	0.0298342	0.0432431	0.0168905	0.0447956	0.0667294	3.097383
76	0	-15804.8	-15817.6	12.7736	0.124928	0.0978283	0.109651	0.109232	0.102221	0.0633317	0.148439	0.0693897	0.0966113	0.191496	0.0850339	0.0915611	0.0883705	0.0931007	0.113405	0.138382	0.128743	0.0981834	0.11783	0.0850175	0.0816485	0.0947536	0.155797	0.028725	0.0408417	0.0189421	0.0394137	0.0310112	0.0355091	0.0285591	0.0297064	0.0379139	0.0180437	0.0421436	0.0219101	0.0938371	0.0347508	0.0459904	0.02761	0.0210961	0.0356816	0.0312822	0.0636267	3.211548
77	1	-15806.1	-15818.3	12.2614	0.0989054	0.107151	0.112658	0.0974247	0.113256	0.0780933	0.129491	0.0912359	0.113792	0.179624	0.0816683	0.0800551	0.0934682	0.0868702	0.118747	0.125681	0.119045	0.12678	0.142121	0.0612755	0.0827052	0.0928573	0.200169	0.0306915	0.0216242	0.0322234	0.0243707	0.0449979	0.0223817	0.0724865	0.0421557	0.0198338	0.0160626	0.0591393	0.0406588	0.0340341	0.0450187	0.0156436	0.041822	0.0391666	0.0231387	0.0497887	0.054457	3.26277
78	0	-15810.1	-15823.1	13.0437	0.112467	0.102245	0.0959568	0.0923682	0.100634	0.0759662	0.119839	0.0755133	0.104245	0.138682	0.0800212	0.0891436	0.0998208	0.0931007	0.0965376	0.150017	0.111352	0.122657	0.132359	0.0764305	0.107764	0.0780874	0.153442	0.0394811	0.0352327	0.0255469	0.0519542	0.0269107	0.040778	0.0406703	0.0285771	0.0522872	0.0236581	0.0229169	0.03517	0.0877876	0.0439194	0.05296	0.00985526	0.0148941	0.0529943	0.0423041	0.0479897	3.184537
79	1	-15815	-15826.7	11.6968	0.110607	0.0851794	0.107642	0.112869	0.13305	0.0742765	0.140707	0.0766431	0.0871848	0.179391	0.102307	0.0704201	0.0977126	0.109482	0.117218	0.139927	0.127436	0.117417	0.108524	0.0565032	0.103512	0.0830435	0.178604	0.00963561	0.0357459	0.0469916	0.0418412	0.0771356	0.0359788	0.068643	0.0433718	0.0407662	0.031006	0.0437681	0.0195195	0.0426258	0.0449897	0.0205147	0.02304	0.0526117	0.038869	0.0310376	0.05148	3.319228
80	0	-15802	-15814.1	12.046	0.142124	0.102245	0.107432	0.100207	0.123261	0.068885	0.129798	0.0748774	0.0782795	0.169098	0.0694705	0.0957482	0.0971181	0.0931007	0.129214	0.120697	0.109838	0.114435	0.139202	0.0759746	0.113117	0.0839856	0.18808	0.0176816	0.030187	0.0264468	0.0436762	0.0423219	0.0324676	0.0223741	0.0258029	0.0673273	0.0223202	0.03673	0.0519375	0.0727943	0.0361358	0.0474099	0.0343171	0.0211851	0.0507793	0.0349654	0.0412561	3.284303
81	1	-15803	-15815.2	12.2439	0.125417	0.102024	0.107642	0.0999048	0.118082	0.0784862	0.110531	0.0802845	0.0689448	0.165702	0.0888842	0.0754998	0.121587	0.0924579	0.115213	0.123021	0.126484	0.110846	0.108524	0.086286	0.0889278	0.105866	0.170334	0.0107693	0.0296998	0.0590074	0.0271988	0.0580544	0.0263795	0.0773533	0.0438963	0.0305907	0.0270575	0.0408445	0.039991	0.0470766	0.0368451	0.0234096	0.0325603	0.0523804	0.0338273	0.0489921	0.0476344	3.264517
82	0	-15804.3	-15816.8	12.5055	0.124909	0.0940103	0.108993	0.0966116	0.0959682	0.0891732	0.123474	0.091746	0.116073	0.163592	0.090934	0.0747437	0.0972016	0.0983374	0.123692	0.155601	0.120313	0.114435	0.132833	0.070744	0.0902042	0.070315	0.164504	0.0170876	0.0263031	0.0219438	0.0284697	0.0238544	0.0424151	0.0300092	0.0286681	0.0431422	0.0314961	0.0469433	0.0511842	0.0943152	0.0223384	0.0433837	0.0159769	0.0205995	0.0513748	0.0490581	0.0413858	3.238357
83	1	-15804.6	-15817.6	13.0092	0.119029	0.102024	0.0804531	0.10786	0.133458	0.0955543	0.120541	0.0772112	0.109976	0.149261	0.0821439	0.0711427	0.086828	0.102912	0.114829	0.119669	0.141665	0.110846	0.120673	0.0800241	0.0864035	0.101005	0.166939	0.0126112	0.0419757	0.0439304	0.0320116	0.0468227	0.0297346	0.0632412	0.0448857	0.0337938	0.0190165	0.0538679	0.0213327	0.0468999	0.0245759	0.0116053	0.0409007	0.0292441	0.0391235	0.0331512	0.0388113	3.187984
84	0	-15801.8	-15814	12.1821	0.124538	0.104029	0.108439	0.117358	0.0959682	0.0838067	0.129944	0.0788257	0.0933357	0.171056	0.0877442	0.0896347	0.110559	0.1016	0.123081	0.130001	0.137787	0.105779	0.116288	0.0813297	0.0804825	0.0854951	0.164394	0.0133359	0.0263024	0.0296666	0.0339765	0.0447287	0.0272516	0.0244435	0.0245751	0.0400432	0.0444123	0.0340325	0.0519073	0.0985049	0.0333966	0.0433837	0.0205636	0.0319194	0.0545271	0.0312355	0.0410183	3.270701
85	1	-15797.9	-15810.7	12.8638	0.129888	0.0911925	0.093706	0.0992367	0.105929	0.0853538	0.116554	0.0944043	0.111707	0.170574	0.0843211	0.0958155	0.0805956	0.105211	0.10057	0.1252	0.120726	0.11631	0.134816	0.0872063	0.0900788	0.0775443	0.174718	0.0303566	0.0371067	0.0464119	0.028407	0.0449398	0.0409041	0.0701801	0.0452622	0.0307453	0.0276622	0.0338622	0.019627	0.0301363	0.0385801	0.0132703	0.0338339	0.0342291	0.033664	0.0334655	0.0382294	3.202531
86	0	-15795.9	-15809	13.0962	0.133552	0.0872264	0.0936605	0.0952988	0.100919	0.0839486	0.134624	0.0972525	0.0955952	0.163013	0.071189	0.0787231	0.0985943	0.10059	0.110772	0.130001	0.137787	0.115829	0.118867	0.074386	0.0788253	0.0830134	0.140296	0.017968	0.0239323	0.0226813	0.0507234	0.0362046	0.0380749	0.0213386	0.0341294	0.0498531	0.031244	0.033667	0.0403559	0.0874736	0.0247584	0.050933	0.0348203	0.0171106	0.0549648	0.0347677	0.0503256	3.179291
87	1	-15813.6	-15826.1	12.5154	0.112288	0.103357	0.12327	0.0957265	0.124385	0.0826977	0.159625	0.0676626	0.106124	0.194697	0.077679	0.0824714	0.0775284	0.0961043	0.0928124	0.120659	0.136357	0.0954192	0.122344	0.0856093	0.0787548	0.082866	0.183084	0.0192039	0.0331867	0.0398457	0.0279862	0.0589141	0.0251211	0.047807	0.0712958	0.0394611	0.0142527	0.04985	0.0333389	0.0395567	0.0199326	0.0212753	0.0401149	0.0320757	0.0389211	0.0345702	0.0491377	3.237368
88	0	-15802.6	-15816.8	14.1731	0.135491	0.0841727	0.104233	0.0852348	0.117314	0.0732382	0.110381	0.0669689	0.0978445	0.152693	0.0907293	0.0719664	0.0882531	0.0744423	0.113645	0.114366	0.137787	0.103337	0.127149	0.090311	0.0910205	0.0827735	0.139606	0.00969856	0.039916	0.0182991	0.036386	0.0252464	0.0343378	0.0283501	0.0401174	0.0564794	0.0310527	0.0395447	0.0354379	0.0620629	0.0363965	0.050933	0.0284766	0.013518	0.0425858	0.0394451	0.0503571	3.071599
89	1	-15802.3	-15815.1	12.7791	0.11745	0.0966619	0.0912936	0.0957265	0.111861	0.091209	0.11114	0.0804344	0.101907	0.154287	0.0705245	0.0877376	0.0982391	0.0861646	0.114682	0.120094	0.123376	0.105304	0.13274	0.0847725	0.0890131	0.126228	0.156349	0.0254122	0.0461586	0.0368193	0.0222954	0.0436959	0.0236726	0.0872388	0.0532852	0.0202803	0.0160861	0.0524106	0.0358317	0.0442572	0.0390573	0.0209292	0.0373713	0.0363941	0.0444983	0.0398807	0.0382332	3.211002
90	0	-15809.9	-15822.3	12.3949	0.130885	0.0939059	0.107815	0.102717	0.116022	0.091087	0.112286	0.0731076	0.0906911	0.17678	0.0707037	0.0685177	0.0950296	0.0963549	0.117041	0.108158	0.152009	0.123535	0.128462	0.0839429	0.12189	0.108871	0.146055	0.00951696	0.0272591	0.0193271	0.0444517	0.0341854	0.0387048	0.037607	0.0165701	0.0482693	0.0271417	0.027395	0.0480794	0.0750703	0.0277827	0.0616372	0.0267206	0.0154218	0.0455643	0.0486904	0.0541549	3.249415
