Iteration	Posterior	Likelihood	Prior	alpha	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TreeLengths
310	-13135.6	-13106.6	-28.923	0.9361713	0.299605	0.119761	0.172009	0.109806	0.203023	0.169754	0.234492	0.17475	0.147407	0.33502	0.0904276	0.110313	0.2407	0.211573	0.190612	0.275886	0.25551	0.178862	0.188156	0.0821499	0.170867	0.129408	0.459063	0.0649821	0.0566581	0.0174454	0.0520508	0.0433654	0.0369549	0.140532	0.0486761	0.201872	0.103746	0.204911	0.100988	0.0177913	0.0606161	0.0301757	0.0739663	0.131063	0.114842	0.0605589	0.0867182	0.0346523	0.393154	0.0548101	0.0220063	0.446524	0.0488534	0.124049	0.456688	0.988563	2.4307	0.337293	0.385709	0.0617992	0.215199	0.398321	6.197067
320	-13142.5	-13116.5	-25.9572	0.7904144	0.217686	0.112687	0.158133	0.152138	0.198681	0.125234	0.237045	0.120718	0.131955	0.223422	0.10488	0.104586	0.205125	0.258831	0.144519	0.320039	0.239872	0.16385	0.206215	0.102744	0.138838	0.10783	0.429835	0.0399036	0.0750154	0.0134198	0.0491571	0.0485466	0.0282089	0.122354	0.067257	0.159635	0.0857814	0.256692	0.0435589	0.00526418	0.0914113	0.016367	0.090511	0.223441	0.127544	0.0601453	0.0914122	0.0313014	0.383109	0.0561571	0.0225472	0.457498	0.0493881	0.0935174	0.403246	0.954263	2.54897	0.348637	0.374973	0.0616635	0.214726	0.3743154	5.900489
330	-13135.6	-13106.4	-29.1886	0.902484	0.294332	0.141208	0.167116	0.127349	0.204788	0.124989	0.211613	0.178477	0.122403	0.298644	0.115773	0.097624	0.253001	0.231692	0.217164	0.276021	0.241518	0.214833	0.23074	0.070741	0.138838	0.0608414	0.443397	0.0347683	0.0234559	0.0276542	0.0529513	0.0662132	0.0630134	0.1494	0.0393033	0.206019	0.0771426	0.123985	0.0634497	0.0221375	0.0381726	0.0636955	0.104789	0.241863	0.170212	0.0898407	0.102451	0.0352178	0.431042	0.0529813	0.0253682	0.400575	0.0548153	0.11711	0.445343	0.981756	2.45579	0.348637	0.374973	0.0616635	0.214726	0.3743154	6.22362
340	-13138	-13106.4	-31.5838	1.012912	0.238914	0.160592	0.165616	0.142238	0.232184	0.147054	0.203098	0.138116	0.166937	0.252814	0.114872	0.146999	0.213707	0.234752	0.159583	0.268647	0.290178	0.20804	0.208612	0.0985726	0.156286	0.0910798	0.546401	0.0717624	0.0474992	0.0489002	0.0633669	0.0270913	0.0358016	0.172638	0.0128008	0.20723	0.0540294	0.163856	0.0644246	0.0421016	0.0798613	0.0325187	0.112408	0.272212	0.168026	0.0794653	0.121856	0.0365335	0.398397	0.0564724	0.0270398	0.426971	0.0545866	0.139523	0.480599	1.00211	2.37777	0.348637	0.374973	0.0616635	0.214726	0.3743154	6.463141
350	-13137.6	-13102.2	-35.4047	0.811327	0.314937	0.163836	0.153393	0.137401	0.250002	0.201018	0.20085	0.129252	0.175693	0.329732	0.14081	0.109003	0.244426	0.275956	0.241263	0.372288	0.269271	0.223334	0.241056	0.104026	0.153626	0.132281	0.484954	0.0458463	0.0499732	0.0193811	0.0469737	0.0275331	0.0521149	0.147188	0.0307914	0.205971	0.0860813	0.222081	0.064265	0.0141254	0.0802287	0.0706521	0.106755	0.167496	0.15061	0.0867228	0.122037	0.032427	0.399293	0.0565994	0.0271006	0.429871	0.0547093	0.0979667	0.411655	0.960045	2.53033	0.34197	0.386926	0.0604843	0.21062	0.3743154	6.845237
360	-13155.6	-13122.3	-33.3286	0.7877707	0.330781	0.131977	0.233752	0.122834	0.170254	0.196852	0.245249	0.126221	0.114143	0.28229	0.0992492	0.147316	0.235889	0.16286	0.193081	0.312168	0.265908	0.214992	0.298629	0.0988353	0.146713	0.0720645	0.4213	0.0551628	0.0500861	0.0206249	0.0685605	0.027081	0.0787488	0.188938	0.0184238	0.221311	0.07848	0.192646	0.121337	0.0328238	0.108912	0.0891066	0.13292	0.192782	0.147623	0.0754757	0.113226	0.032633	0.401829	0.0569589	0.0272727	0.432602	0.0487041	0.0929539	0.402163	0.953508	2.55137	0.335976	0.380137	0.0591449	0.224742	0.3743154	6.637627
370	-13147.6	-13108.6	-39.0129	0.7022038	0.368032	0.110606	0.180969	0.122721	0.207408	0.147309	0.286053	0.197646	0.151604	0.364412	0.114034	0.117463	0.237064	0.304525	0.225375	0.331814	0.296045	0.224271	0.202025	0.113114	0.120797	0.134103	0.512143	0.0901844	0.124818	0.0107761	0.043733	0.032741	0.0775132	0.169844	0.0443075	0.236467	0.0567912	0.244547	0.0715761	0.0409508	0.0368335	0.0674297	0.0820357	0.266371	0.207505	0.0933394	0.138754	0.03376	0.404954	0.0574019	0.0229432	0.447623	0.033318	0.0746591	0.364568	0.925682	2.63509	0.334704	0.380491	0.0609144	0.22389	0.3377544	7.20605
380	-13148.1	-13109.2	-38.8992	0.8411881	0.381616	0.128649	0.24191	0.159213	0.192511	0.121732	0.233775	0.201291	0.121081	0.39586	0.134952	0.137297	0.299935	0.263047	0.181807	0.333721	0.287804	0.247737	0.246321	0.0814936	0.152105	0.153711	0.512143	0.0591539	0.0285162	0.000487216	0.0934939	0.0169139	0.0891348	0.157106	0.00988988	0.279436	0.0773864	0.299828	0.0345537	0.0360091	0.0606185	0.0302033	0.07878	0.218516	0.169478	0.0980614	0.147406	0.033196	0.398188	0.0564428	0.0302179	0.440144	0.0418114	0.104288	0.423203	0.967745	2.50476	0.339417	0.385849	0.0617721	0.212962	0.3751029	7.194681
390	-13146.1	-13103	-43.0672	0.7281106	0.337036	0.208608	0.232561	0.147764	0.297218	0.132555	0.273571	0.201291	0.160289	0.377765	0.139124	0.127935	0.216621	0.263047	0.246052	0.347881	0.291417	0.243743	0.250681	0.109148	0.153676	0.136604	0.528986	0.0784332	0.0725974	0.000537886	0.108273	0.03744	0.0692171	0.174397	0.0479436	0.245994	0.0906595	0.177263	0.0852446	0.0311217	0.0406541	0.042529	0.121041	0.334544	0.189625	0.0789311	0.161461	0.0337712	0.405088	0.0464329	0.0173672	0.447771	0.0495698	0.0802	0.376497	0.934856	2.60845	0.333243	0.39702	0.0606485	0.209088	0.3778935	7.611483
400	-13147.1	-13108.9	-38.1627	0.8432714	0.333808	0.208608	0.246851	0.155487	0.176503	0.212523	0.215379	0.201039	0.129184	0.326696	0.106455	0.165402	0.269948	0.364231	0.172899	0.341523	0.317631	0.209605	0.246722	0.137913	0.178391	0.14525	0.451459	0.0627887	0.0383009	0.00623346	0.0412534	0.051293	0.05789	0.153398	0.0325691	0.212768	0.0812695	0.173438	0.0903312	0.00643673	0.0591113	0.0219399	0.123564	0.23688	0.17527	0.0481209	0.134675	0.0337738	0.405119	0.0523964	0.0263125	0.438854	0.0435446	0.104727	0.423989	0.96826	2.50302	0.324941	0.38713	0.0591377	0.228791	0.3547906	7.121039
410	-13149.7	-13109.8	-39.9289	0.7224502	0.314836	0.163391	0.236781	0.165382	0.256603	0.157186	0.300328	0.137736	0.152445	0.396701	0.125208	0.167711	0.22	0.21623	0.172899	0.416672	0.242817	0.23658	0.30939	0.151996	0.188551	0.134707	0.43432	0.0773925	0.0235034	0.0227451	0.0480106	0.0385335	0.0541642	0.148533	0.0171882	0.276738	0.0381249	0.171793	0.0459939	0.0398928	0.110131	0.0563691	0.139721	0.311879	0.174245	0.0815878	0.122637	0.0318787	0.426627	0.0494564	0.0248361	0.41423	0.0529723	0.0789886	0.373933	0.932912	2.61417	0.333818	0.38302	0.0585099	0.224651	0.3547906	7.297651
420	-13155	-13120.3	-34.6793	0.8592878	0.262049	0.163391	0.191057	0.212728	0.231213	0.130007	0.213554	0.167026	0.128876	0.359804	0.105407	0.128347	0.212735	0.237007	0.185174	0.394743	0.268379	0.217806	0.204989	0.105781	0.122563	0.0607483	0.521135	0.0498588	0.027886	0.014099	0.0135768	0.0534929	0.110598	0.127591	0.0819179	0.283733	0.126359	0.173723	0.0899677	0.028794	0.0478942	0.0383217	0.109917	0.18639	0.172909	0.0556261	0.15552	0.0428792	0.427649	0.0495749	0.0248956	0.415222	0.0397795	0.108098	0.429952	0.97212	2.48983	0.336954	0.381993	0.0570043	0.224049	0.3321727	6.772693
430	-13147.5	-13109.9	-37.5636	0.8884583	0.275675	0.143428	0.19609	0.149621	0.264968	0.182083	0.217138	0.143345	0.134047	0.386085	0.0952237	0.153099	0.208351	0.239471	0.245471	0.362958	0.304488	0.262175	0.314041	0.0958371	0.172037	0.105022	0.549952	0.0524155	0.031653	0.00765186	0.124004	0.0685416	0.0661391	0.10597	0.0138909	0.190654	0.104838	0.217469	0.0620314	0.00867414	0.0218817	0.0316131	0.101055	0.22848	0.176859	0.0852849	0.161415	0.0411613	0.410515	0.0475888	0.0238982	0.438651	0.0381857	0.114197	0.440452	0.978745	2.46661	0.33188	0.37624	0.0712052	0.220675	0.3666989	7.061128
440	-13148.7	-13112.5	-36.241	0.9561148	0.361941	0.207599	0.19609	0.164801	0.228741	0.096179	0.24474	0.183776	0.145005	0.386085	0.126758	0.142401	0.191095	0.259837	0.236408	0.362958	0.272035	0.248211	0.261237	0.13402	0.160466	0.0864491	0.481365	0.051254	0.0682497	0.00526778	0.0615277	0.0285733	0.065507	0.20324	0.0168273	0.20976	0.0814397	0.249904	0.0556385	0.00837476	0.0460796	0.0611488	0.111551	0.143769	0.152854	0.0589753	0.0707274	0.0403712	0.425054	0.0468053	0.0228619	0.431429	0.0334781	0.128117	0.463152	0.99233	2.4164	0.336563	0.38155	0.0579333	0.223953	0.4017322	6.928864
450	-13144.6	-13108.9	-35.7307	0.9900104	0.298463	0.196416	0.209644	0.123023	0.178844	0.172735	0.222019	0.132899	0.210253	0.350773	0.114129	0.164115	0.236402	0.224389	0.205294	0.350354	0.256	0.215004	0.258712	0.104211	0.156257	0.113375	0.415335	0.0353977	0.020371	0.0472582	0.0375188	0.0359629	0.0862574	0.119709	0.069597	0.324191	0.0658802	0.22127	0.0949753	0.0193707	0.0451206	0.0507036	0.112211	0.301708	0.149607	0.0235621	0.108516	0.0395645	0.421852	0.0451731	0.0213294	0.42818	0.0439011	0.134956	0.473728	0.998325	2.39299	0.335004	0.381391	0.0606902	0.222915	0.3818963	6.877833
460	-13136.9	-13104	-32.8789	0.8897894	0.329181	0.125721	0.197308	0.119151	0.234564	0.155145	0.272138	0.160544	0.131993	0.349278	0.0977971	0.165154	0.158795	0.236222	0.243434	0.300362	0.298865	0.212839	0.262128	0.0799034	0.135584	0.110345	0.428216	0.0825124	0.0720345	0.0349454	0.0322243	0.0414733	0.0483923	0.164411	0.0475407	0.217071	0.0737787	0.21659	0.0376249	0.0165997	0.0315594	0.064258	0.12843	0.210134	0.130212	0.0646756	0.0735172	0.0394583	0.406622	0.0450519	0.0273019	0.427031	0.0545351	0.114474	0.440921	0.979035	2.46557	0.33319	0.379327	0.0657754	0.221708	0.3856771	6.592655
470	-13146.9	-13113	-33.8719	0.8279801	0.249975	0.162816	0.212661	0.148806	0.144732	0.192771	0.329466	0.184337	0.157091	0.376591	0.0993145	0.153875	0.180868	0.261323	0.179054	0.300362	0.270493	0.209936	0.268255	0.0761441	0.114063	0.0923717	0.397594	0.0751663	0.0720345	0.0241	0.0530278	0.0385839	0.0692781	0.153596	0.0630934	0.239825	0.0927826	0.271483	0.0721288	0.0091015	0.11372	0.0145442	0.0862455	0.183854	0.137316	0.0604388	0.0987378	0.0391896	0.404667	0.0508214	0.027035	0.424123	0.0541638	0.101497	0.41816	0.964416	2.51593	0.334471	0.377423	0.0675105	0.220595	0.3515623	6.691955
480	-13140.9	-13109.2	-31.6574	0.9489501	0.299106	0.138583	0.156398	0.150254	0.211329	0.136992	0.248787	0.103392	0.134717	0.392625	0.0977117	0.137069	0.223604	0.191036	0.195378	0.295144	0.332705	0.168572	0.210053	0.104836	0.205988	0.117773	0.540241	0.0714074	0.0383424	0.0131399	0.0997808	0.0430285	0.0548221	0.130993	0.0513187	0.179497	0.0628105	0.155619	0.0759858	0.00974175	0.0717918	0.0709217	0.0832627	0.173224	0.170439	0.0418953	0.0801867	0.0385623	0.403181	0.0537535	0.017462	0.444614	0.0424268	0.126659	0.460851	0.990998	2.42149	0.334811	0.380333	0.0640363	0.22082	0.4032813	6.4705
490	-13144.6	-13109.3	-35.3437	0.8612003	0.327183	0.144918	0.136533	0.172528	0.256027	0.177837	0.236225	0.155504	0.127974	0.291294	0.124533	0.164487	0.209929	0.249361	0.211604	0.30168	0.287823	0.20681	0.222214	0.110138	0.162219	0.150777	0.552038	0.0755782	0.0785669	0.00971831	0.061103	0.0425913	0.0280116	0.126386	0.0631744	0.226753	0.089649	0.165192	0.0683813	0.0307524	0.0571388	0.0105188	0.146335	0.272849	0.117927	0.0625385	0.126334	0.0353427	0.335037	0.0557959	0.0203981	0.483145	0.0702808	0.108499	0.430654	0.97257	2.48828	0.357861	0.36911	0.0622837	0.210746	0.3498501	6.839135
500	-13137.7	-13107.4	-30.2548	0.7992591	0.363987	0.144918	0.161819	0.140394	0.231192	0.148227	0.225944	0.188449	0.181029	0.366387	0.088955	0.134954	0.209929	0.219112	0.223006	0.292734	0.228328	0.177615	0.249717	0.0880515	0.139699	0.0900802	0.426863	0.0626307	0.0325933	0.0292892	0.0517541	0.0348659	0.0673167	0.150161	0.0237355	0.175949	0.113834	0.148193	0.0514984	0.0181328	0.0371395	0.00774453	0.12698	0.204468	0.121049	0.0625495	0.0889676	0.0341541	0.341349	0.0568471	0.0207824	0.491049	0.0558184	0.0954011	0.406836	0.956749	2.54101	0.354466	0.365608	0.0711801	0.208746	0.37965	6.330241
510	-13150.1	-13112.3	-37.7768	0.7495229	0.288487	0.142809	0.175034	0.132272	0.231192	0.170488	0.281198	0.177105	0.173547	0.392062	0.123095	0.185888	0.304598	0.197645	0.148157	0.392493	0.255325	0.175907	0.306149	0.117392	0.185127	0.13393	0.673121	0.0722555	0.0273645	0.0439433	0.029248	0.0328438	0.0463938	0.149551	0.0232546	0.254641	0.0775824	0.203569	0.0788767	0.0239384	0.0926972	0.0185005	0.0822848	0.168113	0.153883	0.0728419	0.0676381	0.0312221	0.371323	0.0583223	0.0197603	0.466898	0.0524746	0.0847825	0.385989	0.941923	2.58731	0.348464	0.376075	0.0702494	0.205212	0.37965	7.082441
520	-13149.2	-13112	-37.1771	0.8186138	0.364008	0.137881	0.217454	0.175085	0.267464	0.208789	0.226647	0.177657	0.130221	0.391118	0.158536	0.144397	0.154163	0.215874	0.20742	0.309418	0.285481	0.269842	0.261363	0.116078	0.152029	0.0803455	0.471257	0.0735836	0.0540555	0.00196309	0.0563589	0.0343815	0.0430342	0.153893	0.0972945	0.176122	0.0608054	0.260994	0.142786	0.0241041	0.073086	0.0174723	0.111133	0.210818	0.124294	0.0746739	0.109099	0.0336702	0.325835	0.0680781	0.0105816	0.530068	0.0317669	0.099513	0.414521	0.961982	2.52398	0.338844	0.381628	0.0712866	0.208242	0.3494507	7.022479
530	-13140	-13105	-35.0086	0.8453852	0.293378	0.144484	0.263334	0.145923	0.176238	0.150193	0.259994	0.177616	0.115847	0.375495	0.0974062	0.169222	0.251233	0.283886	0.197672	0.312775	0.275966	0.194084	0.230142	0.0699237	0.197431	0.124017	0.490171	0.0736716	0.0580098	0.00595801	0.0345603	0.0276753	0.0976638	0.160691	0.00685396	0.202726	0.0780063	0.176581	0.0786443	0.0078599	0.0446202	0.0388143	0.131318	0.19118	0.187755	0.0757921	0.130818	0.0341119	0.325527	0.0586177	0.0278446	0.521121	0.0327777	0.105173	0.424784	0.968779	2.50126	0.342053	0.375771	0.0719617	0.210214	0.3736096	6.805628
540	-13148.1	-13104.3	-43.8391	0.8869705	0.445777	0.153006	0.222489	0.196087	0.189625	0.236988	0.259994	0.151153	0.206478	0.342741	0.144352	0.159462	0.244592	0.249816	0.199994	0.331342	0.356418	0.236708	0.276143	0.106363	0.202965	0.128474	0.506651	0.0524182	0.0631197	0.000711776	0.0688923	0.0334355	0.0795134	0.150985	0.00660018	0.318668	0.10468	0.19628	0.0653079	0.0206148	0.098543	0.0513546	0.120103	0.214537	0.206026	0.150567	0.138694	0.0349902	0.315037	0.0599732	0.0233371	0.533172	0.0334909	0.113887	0.439928	0.978419	2.46777	0.34039	0.373945	0.0764731	0.209192	0.3515138	7.688671
550	-13155.4	-13110.6	-44.8161	0.7415475	0.354706	0.184019	0.199094	0.15972	0.285429	0.242106	0.311793	0.11106	0.168456	0.376523	0.0932137	0.208418	0.230425	0.165366	0.270099	0.414589	0.292694	0.235409	0.238404	0.102078	0.160954	0.0793429	0.602205	0.0766	0.0755516	0.0420883	0.0469234	0.0556093	0.0641922	0.157059	0.0799729	0.324264	0.113989	0.191583	0.0778096	0.0424774	0.120663	0.0534665	0.143433	0.16843	0.242432	0.0704655	0.153258	0.0288653	0.329907	0.0602678	0.0287734	0.499427	0.0527602	0.0830758	0.382491	0.939343	2.59509	0.345539	0.3796	0.0625053	0.212356	0.3515138	7.786373
560	-13154.7	-13110.6	-44.0598	0.7995551	0.412261	0.221228	0.199094	0.201929	0.230331	0.174566	0.29957	0.229452	0.168943	0.347848	0.109918	0.176308	0.340669	0.302699	0.221618	0.372253	0.276261	0.230999	0.232547	0.0744485	0.153476	0.0756778	0.530639	0.0332213	0.0642189	0.00730755	0.0372065	0.0871349	0.100704	0.153636	0.0297846	0.226447	0.124031	0.211658	0.0726747	0.0222097	0.0702313	0.0169289	0.151094	0.34183	0.202875	0.0923037	0.0825094	0.0278178	0.391928	0.0636032	0.0310944	0.455659	0.0298975	0.0954641	0.406955	0.956832	2.54075	0.346216	0.380344	0.0606686	0.212772	0.3515138	7.710744
570	-13150.8	-13104.5	-46.3215	0.7630957	0.359333	0.155453	0.236756	0.156874	0.311062	0.157145	0.285188	0.185082	0.154238	0.335032	0.129344	0.167127	0.284076	0.348287	0.221618	0.425014	0.293869	0.193289	0.310736	0.0753769	0.198526	0.157632	0.615156	0.0623969	0.0952362	0.0112327	0.0815021	0.0250098	0.0788902	0.247632	0.00662592	0.215602	0.0969171	0.238129	0.101642	0.00610599	0.0504975	0.00935124	0.171397	0.262893	0.181774	0.0743409	0.163528	0.0283098	0.387199	0.0623672	0.0304902	0.446804	0.0448295	0.0876854	0.391841	0.94618	2.57429	0.344499	0.383416	0.0603679	0.211717	0.3334975	7.93692
580	-13151.5	-13107.6	-43.9088	0.8066651	0.363564	0.116112	0.227793	0.163937	0.232064	0.181022	0.365576	0.173413	0.176884	0.456208	0.149499	0.150636	0.259943	0.300323	0.19483	0.339225	0.246344	0.26031	0.279689	0.065149	0.165025	0.083973	0.54323	0.0404091	0.0728408	0.00503741	0.0430537	0.0515208	0.0794678	0.226422	0.0205108	0.237642	0.0973362	0.272421	0.0846127	0.0134691	0.0776193	0.0335251	0.177112	0.175214	0.192244	0.144717	0.155718	0.0234618	0.482459	0.0531151	0.032132	0.370291	0.0385417	0.0969762	0.409804	0.958785	2.53444	0.346064	0.380615	0.0606421	0.212679	0.3768516	7.695643
590	-13156.2	-13113.1	-43.082	0.8072437	0.320168	0.170521	0.25356	0.164783	0.200469	0.189004	0.358975	0.194664	0.176374	0.403316	0.149525	0.17502	0.169055	0.231411	0.247352	0.430459	0.257746	0.265227	0.177721	0.0997665	0.163543	0.133277	0.575745	0.0327385	0.0246159	0.0121781	0.0361943	0.0598942	0.0496787	0.212796	0.0224994	0.215652	0.111591	0.215871	0.0880254	0.00720224	0.138489	0.0293314	0.13327	0.240241	0.197623	0.15818	0.11921	0.0252811	0.390227	0.0586509	0.0347763	0.448695	0.0423701	0.0970992	0.410034	0.958942	2.53392	0.347443	0.379812	0.0605142	0.21223	0.3325244	7.612965
600	-13143.3	-13104.7	-38.6068	0.7530744	0.296892	0.188352	0.215638	0.112094	0.200183	0.202117	0.327869	0.185004	0.14239	0.442141	0.102305	0.18296	0.190288	0.265857	0.238485	0.361876	0.249832	0.272362	0.23058	0.0868459	0.150059	0.152989	0.516207	0.0845915	0.0493626	0.0180489	0.02791	0.0530266	0.0788955	0.19187	0.00300522	0.171701	0.0831176	0.177509	0.0756729	0.0227537	0.093391	0.0197769	0.134038	0.221527	0.16536	0.0646129	0.115946	0.0252823	0.390245	0.0586081	0.0347778	0.448715	0.042372	0.0855423	0.387532	0.943053	2.58387	0.347443	0.379812	0.0605142	0.21223	0.341352	7.165444
610	-13150.8	-13108.4	-42.3319	0.7979211	0.35938	0.197986	0.206885	0.150027	0.19031	0.164637	0.28658	0.113349	0.182366	0.411132	0.114129	0.158769	0.273096	0.284971	0.18532	0.338935	0.342052	0.268979	0.292463	0.0567904	0.165996	0.111058	0.624153	0.0559904	0.0288425	0.0181486	0.0699255	0.0257371	0.0770339	0.189116	0.0167339	0.220654	0.078602	0.215266	0.099984	0.053469	0.0549558	0.0551225	0.109125	0.268358	0.20392	0.0923139	0.125296	0.0179355	0.456199	0.0548668	0.0277861	0.392241	0.0509715	0.0951163	0.406296	0.956377	2.54221	0.349793	0.38289	0.0509576	0.21636	0.362314	7.537958
620	-13154.3	-13111.5	-42.7637	0.8081271	0.358172	0.226663	0.209198	0.147256	0.251968	0.164637	0.228156	0.201972	0.181337	0.411132	0.13349	0.132767	0.287617	0.268287	0.234102	0.372848	0.276994	0.214437	0.263339	0.113438	0.165045	0.112327	0.507029	0.0875515	0.0416902	0.0237667	0.0850519	0.0357204	0.122667	0.228452	0.0591274	0.179426	0.0443399	0.260517	0.0454224	0.0173808	0.0907932	0.00647242	0.111068	0.274864	0.232365	0.0408352	0.131418	0.0188502	0.484447	0.0464414	0.0366385	0.355209	0.0584135	0.0972869	0.410386	0.959182	2.53315	0.349832	0.382933	0.0508512	0.216384	0.3835755	7.581139
630	-13154.7	-13112.2	-42.5617	0.737921	0.350987	0.18119	0.15426	0.155534	0.204231	0.178619	0.227594	0.20403	0.209034	0.345243	0.124986	0.168777	0.223713	0.29246	0.233076	0.401466	0.337882	0.221559	0.224408	0.118898	0.151446	0.175704	0.517638	0.135574	0.0658624	0.028824	0.0367571	0.0459125	0.0613412	0.255929	0.0540444	0.169557	0.0621875	0.248141	0.0994812	0.0108863	0.0836178	0.0449613	0.0826118	0.258922	0.198342	0.0704555	0.144795	0.0190645	0.474818	0.0443867	0.0221444	0.378474	0.0611126	0.0822996	0.380886	0.938149	2.59867	0.361985	0.37134	0.0571218	0.209553	0.3683303	7.560938
640	-13154.6	-13115.1	-39.5039	0.8021935	0.283125	0.120699	0.292612	0.131715	0.174265	0.222878	0.283641	0.149947	0.224726	0.361591	0.135736	0.128439	0.213736	0.210729	0.252646	0.320759	0.28349	0.218505	0.254516	0.102317	0.1675	0.113321	0.584837	0.08392	0.0937618	0.0021324	0.0326115	0.0255811	0.129504	0.179842	0.0198319	0.266217	0.0528067	0.180124	0.0620928	0.044209	0.050911	0.0190996	0.0874348	0.230129	0.238575	0.121761	0.102885	0.0267132	0.45607	0.0464185	0.0231581	0.395798	0.0518419	0.0960254	0.408016	0.957561	2.5384	0.362951	0.372332	0.0546047	0.210113	0.3464082	7.255157
650	-13144.3	-13101.9	-42.4084	0.7776062	0.358175	0.136472	0.212768	0.168792	0.196591	0.181631	0.273403	0.195519	0.1556	0.468656	0.12621	0.132346	0.247361	0.229763	0.199223	0.410286	0.338928	0.238727	0.243675	0.140775	0.182209	0.110241	0.600743	0.0757527	0.0482427	0.0250722	0.0625347	0.00963296	0.0894197	0.157803	0.0577627	0.185921	0.0627499	0.195264	0.0893417	0.0417128	0.0423768	0.0317667	0.147775	0.272852	0.208602	0.0938959	0.099028	0.033134	0.394335	0.0551768	0.0331166	0.446914	0.0373244	0.0907854	0.397959	0.950551	2.5607	0.360416	0.369731	0.0612069	0.208645	0.3383368	7.545601
660	-13150.6	-13116	-34.5734	0.8559936	0.307577	0.15363	0.219991	0.124556	0.253966	0.168674	0.295445	0.130884	0.183747	0.417659	0.107167	0.167746	0.252032	0.199946	0.154538	0.292939	0.30105	0.225669	0.185686	0.138713	0.192831	0.102983	0.544759	0.0735264	0.0374408	0.0185373	0.0139694	0.00567926	0.0511736	0.100991	0.0356202	0.21322	0.119858	0.187555	0.0419529	0.00848716	0.102281	0.0148058	0.0931036	0.253365	0.133969	0.0480475	0.0863298	0.0304401	0.391301	0.0564585	0.0271606	0.457295	0.0373445	0.107406	0.428737	0.971339	2.49252	0.358669	0.372787	0.0609102	0.207634	0.3639551	6.762101
670	-13158.7	-13119.3	-39.38	0.9364532	0.387509	0.173072	0.164271	0.119617	0.252965	0.19161	0.256197	0.12236	0.162042	0.336283	0.113456	0.130056	0.234535	0.263274	0.226031	0.29663	0.302788	0.20645	0.267107	0.0852163	0.118367	0.123199	0.532617	0.0710652	0.068009	0.0382569	0.0862134	0.0101066	0.0815103	0.195946	0.101543	0.322097	0.0639329	0.187555	0.102805	0.0434044	0.0751725	0.043255	0.122292	0.279332	0.121317	0.0836077	0.0796926	0.0251787	0.399201	0.066378	0.0404827	0.438683	0.0300772	0.124107	0.456781	0.988617	2.4305	0.330775	0.383839	0.0715955	0.21379	0.3898115	7.242766
680	-13148.4	-13112	-36.3478	0.8233267	0.255499	0.127719	0.202434	0.158697	0.221057	0.149709	0.299095	0.202678	0.12722	0.372921	0.139696	0.112505	0.197792	0.225886	0.203988	0.396055	0.313767	0.185064	0.216561	0.102614	0.173907	0.146085	0.529272	0.123129	0.033362	0.0360603	0.0435384	0.0563161	0.0401132	0.160994	0.0416338	0.251503	0.0743248	0.249416	0.0867593	0.0213751	0.0602341	0.0222795	0.0840686	0.21034	0.13534	0.0772296	0.0713052	0.0301807	0.399615	0.0625506	0.0291218	0.439138	0.0393933	0.100512	0.416359	0.963215	2.51991	0.342453	0.370819	0.068686	0.218043	0.3765851	6.939544
690	-13157.7	-13110.6	-47.0304	0.855684	0.434507	0.146592	0.206925	0.156207	0.226037	0.211685	0.257128	0.204192	0.171405	0.483915	0.130999	0.142397	0.298487	0.333021	0.219203	0.272505	0.330009	0.247926	0.273932	0.052214	0.191368	0.119762	0.527371	0.0679792	0.0094156	0.0728107	0.0961871	0.0656028	0.0936052	0.227362	0.0458906	0.171246	0.131916	0.257349	0.123903	0.0347438	0.050881	0.0769007	0.113891	0.278435	0.192238	0.0881251	0.171539	0.0266357	0.352677	0.0498211	0.0327656	0.483622	0.0544791	0.107341	0.428623	0.971265	2.49277	0.356698	0.359621	0.0679559	0.215725	0.3443923	8.007809
