Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
440	-15807	-15820	13.0222	0.127867	0.0790116	0.104621	0.0799902	0.110369	0.073003	0.145674	0.0821064	0.105988	0.199372	0.0775604	0.0815766	0.100772	0.0997711	0.099334	0.125167	0.117189	0.118262	0.114646	0.0867384	0.0986385	0.0809861	0.157142	0.0574991	0.039359	0.0253388	0.0370813	0.0411238	0.0331095	0.0192067	0.0248794	0.0329158	0.0743651	0.0350052	0.0307154	0.0129085	0.0207356	0.0370825	0.0411426	0.034921	0.0324415	0.0555198	0.0355476	3.186685
450	-15807.6	-15820.1	12.5268	0.121626	0.0996693	0.113766	0.116788	0.125424	0.0683762	0.120536	0.0800305	0.078561	0.163309	0.077062	0.0889551	0.114738	0.109112	0.112512	0.134588	0.132509	0.101775	0.139734	0.0688065	0.0998451	0.0909815	0.171176	0.0385637	0.0140384	0.0274989	0.0428027	0.0629294	0.018148	0.0249831	0.0547985	0.0448265	0.0743651	0.0286268	0.0139639	0.00722499	0.0290241	0.0300096	0.0567217	0.0246631	0.0210532	0.0426596	0.0494473	3.236227
460	-15804	-15816.9	12.9186	0.137484	0.100316	0.0921009	0.100593	0.102164	0.0940181	0.122657	0.0751743	0.101838	0.165626	0.0649187	0.0796127	0.0934606	0.0993434	0.088082	0.13658	0.151954	0.119028	0.121392	0.0679617	0.118128	0.0860464	0.174376	0.0440461	0.0285925	0.0173249	0.0434532	0.0576188	0.0447009	0.0308896	0.0417068	0.028535	0.0756056	0.0240296	0.00799085	0.0162129	0.021867	0.0299722	0.0448578	0.0287238	0.033929	0.0447714	0.0393603	3.197044
470	-15805.4	-15817.9	12.4966	0.117976	0.091352	0.0977437	0.100135	0.107889	0.0769771	0.117448	0.0962061	0.0916543	0.189012	0.0705246	0.0766844	0.0843863	0.0928721	0.100361	0.157219	0.140605	0.0980789	0.116269	0.067125	0.079131	0.0804948	0.18498	0.0293975	0.0275341	0.0200751	0.0531307	0.0652922	0.0447009	0.0247659	0.0426856	0.0613387	0.0794485	0.035746	0.0276474	0.00640832	0.0419383	0.0344977	0.0648316	0.0280572	0.0359954	0.0483518	0.032283	3.239249
480	-15802.7	-15815.4	12.7164	0.129491	0.103985	0.0954547	0.0913422	0.0981555	0.0956944	0.119346	0.0728132	0.108259	0.152728	0.0726344	0.085693	0.102067	0.112334	0.121779	0.123944	0.119935	0.1121	0.115671	0.0755219	0.0909928	0.111136	0.186288	0.0321524	0.0317815	0.0109168	0.0439417	0.0664635	0.030002	0.0240434	0.0462214	0.0347322	0.0674672	0.0255577	0.0196402	0.00722756	0.031229	0.0338551	0.0524784	0.0291416	0.0457192	0.0497777	0.0375512	3.217266
490	-15803.6	-15817	13.4008	0.116531	0.118322	0.0991784	0.100096	0.127719	0.0735538	0.122932	0.0646635	0.102021	0.14651	0.0974748	0.0903175	0.0931086	0.122154	0.096877	0.109188	0.107458	0.115267	0.115671	0.0678039	0.0753299	0.0963111	0.141126	0.0305191	0.0330871	0.0211663	0.0398447	0.0443837	0.0310027	0.0305572	0.0358589	0.0523819	0.0825873	0.0354057	0.0277813	0.0230262	0.023123	0.0365659	0.0556699	0.0341082	0.0223531	0.0639012	0.0258861	3.148823
500	-15805.5	-15819	13.4877	0.133692	0.101421	0.0908003	0.086073	0.0726854	0.0920636	0.118613	0.0885596	0.0842553	0.145173	0.0766795	0.0788047	0.104808	0.0805194	0.133064	0.128759	0.123292	0.105987	0.109539	0.0821549	0.100936	0.0841809	0.181596	0.0305629	0.0337815	0.0285211	0.0398447	0.0376492	0.0260679	0.0259742	0.0372359	0.0448313	0.106175	0.0210624	0.0292432	0.0209466	0.0306632	0.0317445	0.0422135	0.0286837	0.0319461	0.0526868	0.036651	3.140142
510	-15799.1	-15812.1	12.9912	0.130895	0.125288	0.100748	0.0913568	0.103057	0.0779083	0.138912	0.0899407	0.0922346	0.176537	0.0661949	0.0635899	0.0916295	0.0931182	0.110117	0.117498	0.109122	0.118922	0.107687	0.079289	0.089187	0.0781947	0.18928	0.0322285	0.0369774	0.0223475	0.0513835	0.0387909	0.0340766	0.0299389	0.0480299	0.0481167	0.0834877	0.0209695	0.0196626	0.0286766	0.0321392	0.0331157	0.0620449	0.024597	0.0292762	0.0318444	0.0413819	3.189792
520	-15804	-15816.7	12.6878	0.140891	0.109184	0.116106	0.0924861	0.107006	0.0739133	0.111929	0.0805172	0.0841161	0.156165	0.0872059	0.0863261	0.0721973	0.085243	0.102261	0.13452	0.137697	0.12346	0.122839	0.0715203	0.100608	0.065167	0.191585	0.0432611	0.0347674	0.0226915	0.0644121	0.0354672	0.0262688	0.0238937	0.033972	0.0539701	0.0698131	0.0188635	0.0289656	0.0245009	0.0225597	0.0388663	0.0650646	0.0242559	0.037564	0.0530537	0.0449723	3.220127
530	-15803.2	-15815.5	12.3128	0.140585	0.100488	0.101351	0.110237	0.123336	0.0709641	0.123957	0.083683	0.0946157	0.153236	0.0779305	0.0699261	0.0721973	0.100703	0.0907154	0.125147	0.122077	0.124003	0.123585	0.0842056	0.0877591	0.0948523	0.182379	0.0387284	0.0419059	0.0150252	0.056998	0.0474111	0.029588	0.0418452	0.0418309	0.0445364	0.0893536	0.0269895	0.0242225	0.0327199	0.0280741	0.043911	0.0472597	0.031419	0.0460666	0.0440578	0.0277496	3.257625
540	-15808.6	-15821.9	13.2942	0.105709	0.0933191	0.100228	0.0994159	0.110958	0.0765293	0.120253	0.0895056	0.0928294	0.148662	0.0631021	0.0934963	0.101745	0.118592	0.0976459	0.146238	0.141032	0.115906	0.120972	0.0835173	0.0877591	0.0889294	0.160191	0.0327352	0.0196037	0.0337659	0.0376049	0.0340931	0.0399232	0.0173993	0.0353356	0.0537119	0.085284	0.0243657	0.0380892	0.0179153	0.0280741	0.0259253	0.0633002	0.0162313	0.0427028	0.0363789	0.0205167	3.159493
550	-15798.8	-15811.4	12.6419	0.113135	0.109026	0.104178	0.11177	0.104714	0.0780166	0.125776	0.0929611	0.107108	0.166993	0.0957863	0.0888037	0.110539	0.101104	0.103972	0.134842	0.139157	0.0891157	0.117613	0.0744248	0.0923627	0.0889294	0.155579	0.0362116	0.0301456	0.0390613	0.0409119	0.056547	0.0389203	0.023941	0.0354599	0.046336	0.0631334	0.014887	0.0150251	0.0209171	0.0198207	0.0418038	0.0509672	0.0360611	0.0296463	0.0474469	0.0315669	3.224717
560	-15811	-15823.5	12.506	0.144291	0.0869011	0.114613	0.0888283	0.0930963	0.0813944	0.129815	0.0504152	0.119291	0.163676	0.0701867	0.0808415	0.112302	0.104254	0.103167	0.161113	0.111578	0.109776	0.112411	0.0820006	0.0923627	0.0965674	0.193233	0.027287	0.0301456	0.0371605	0.0486777	0.0571374	0.0244868	0.0336218	0.0424055	0.0467734	0.0784928	0.0157255	0.0273349	0.0130437	0.0180955	0.0398081	0.0337869	0.0348352	0.0339715	0.0596014	0.0338008	3.238306
570	-15802.2	-15814.5	12.3295	0.139499	0.113159	0.0951461	0.0981289	0.101778	0.0824446	0.122203	0.075296	0.0936005	0.190293	0.0917644	0.0890982	0.111841	0.106576	0.117714	0.122569	0.12056	0.108858	0.108231	0.0663694	0.101666	0.079781	0.170631	0.0332845	0.0387305	0.0330177	0.0441107	0.0629086	0.04557	0.0194774	0.0370015	0.0364013	0.0786217	0.0139286	0.0235215	0.0307992	0.0295135	0.0357034	0.0447749	0.0342146	0.0325368	0.0303484	0.0442909	3.255962
580	-15801.3	-15814.8	13.5118	0.116945	0.0964091	0.100747	0.0966885	0.102726	0.0821821	0.126046	0.0823912	0.106326	0.164467	0.0958258	0.0781581	0.0969955	0.12606	0.10376	0.12478	0.107138	0.110319	0.117949	0.0564248	0.0863052	0.079997	0.157742	0.0275086	0.024104	0.0349583	0.0358519	0.0535664	0.0208381	0.0213153	0.0399753	0.0656832	0.0732718	0.029603	0.0235215	0.0209581	0.0271657	0.0327111	0.0570505	0.0325522	0.0260283	0.0479934	0.0266945	3.137733
590	-15805.7	-15818.7	13.0048	0.109597	0.0711261	0.0999122	0.10091	0.115288	0.0973549	0.142447	0.0654224	0.0976387	0.164702	0.0880236	0.0835508	0.0925621	0.0914125	0.130073	0.139446	0.118351	0.0836193	0.135115	0.0760511	0.083829	0.0811447	0.166052	0.0342546	0.0421672	0.036163	0.0386932	0.0562474	0.0382459	0.0176805	0.0400631	0.0646712	0.084778	0.0153662	0.0188034	0.0256846	0.0295599	0.0245835	0.0475008	0.0252725	0.0379248	0.045545	0.0315941	3.188425
600	-15808.9	-15820.9	12.0099	0.133834	0.0842343	0.0936818	0.0991871	0.106724	0.100861	0.120907	0.0877651	0.11907	0.185566	0.0687461	0.0835549	0.123388	0.114883	0.12194	0.141433	0.125173	0.0834927	0.154262	0.0612392	0.0917714	0.0930596	0.161323	0.0301442	0.0319508	0.0291299	0.0498886	0.0457431	0.0297201	0.0269623	0.0334913	0.059652	0.0722457	0.0211888	0.0355341	0.0199222	0.0276561	0.0275577	0.0489812	0.0342	0.0203597	0.0521047	0.0353892	3.287919
610	-15805.2	-15818.2	13.032	0.136516	0.102386	0.0955335	0.0889339	0.113536	0.0610335	0.147409	0.0875543	0.11084	0.172471	0.0699679	0.0962632	0.0935014	0.0958684	0.106986	0.128804	0.122121	0.104374	0.117423	0.0699954	0.0700985	0.0723673	0.173621	0.0499332	0.0357859	0.0291299	0.0416993	0.0356071	0.0283032	0.0197812	0.0223051	0.0552494	0.0986506	0.0350617	0.023592	0.0358128	0.0309485	0.0287962	0.0512793	0.0262909	0.0280778	0.0411822	0.0306134	3.185704
620	-15805.6	-15818.8	13.2337	0.125339	0.0765833	0.0906866	0.102102	0.119653	0.0764332	0.120616	0.0754491	0.10917	0.171582	0.0653738	0.0871786	0.0991408	0.0812927	0.110453	0.125403	0.127205	0.125688	0.110257	0.083746	0.093682	0.0806733	0.152107	0.0329331	0.0321856	0.0281799	0.0313469	0.0272372	0.0325077	0.0461295	0.0386512	0.0672542	0.0780276	0.0258379	0.0392518	0.0204243	0.0301661	0.0406242	0.0664552	0.0190031	0.026098	0.0501485	0.0232588	3.165535
630	-15798.6	-15811.2	12.6396	0.149765	0.100797	0.108624	0.104982	0.0992905	0.0854598	0.120735	0.0760135	0.101383	0.147162	0.0781108	0.100097	0.0997665	0.0848056	0.112437	0.125442	0.154384	0.0927734	0.10838	0.0895768	0.0918902	0.0948399	0.163441	0.031954	0.0358976	0.0301392	0.0383987	0.0511443	0.0330902	0.0284976	0.0363064	0.0385136	0.083647	0.0338902	0.0215719	0.0150818	0.0274194	0.041292	0.0448206	0.0271991	0.0350866	0.0470829	0.0337635	3.224952
640	-15801.3	-15814.1	12.7999	0.123631	0.111538	0.101288	0.104649	0.103027	0.0965203	0.122549	0.0732416	0.0983619	0.171563	0.0709298	0.0823057	0.086164	0.0843259	0.115156	0.122519	0.113506	0.0944885	0.123898	0.0773649	0.103325	0.0894907	0.184162	0.053386	0.0343616	0.0343112	0.0468646	0.0622181	0.0355324	0.0202444	0.0394308	0.0441854	0.0768632	0.035701	0.0150746	0.0150818	0.0172659	0.0251044	0.0424856	0.0393209	0.0376859	0.0470829	0.0327169	3.208921
650	-15803.8	-15816.8	12.9799	0.132126	0.111589	0.0839837	0.116154	0.111765	0.0845844	0.11057	0.0724027	0.0900756	0.171587	0.063954	0.100467	0.0929434	0.0844856	0.106845	0.129796	0.121424	0.132175	0.107497	0.0687818	0.107847	0.0792258	0.148748	0.0397685	0.0318019	0.0249957	0.0412442	0.0583359	0.0439714	0.0276034	0.0498145	0.0460241	0.0772288	0.026447	0.0286497	0.0239315	0.018891	0.0236226	0.0446379	0.0396208	0.0367118	0.0415235	0.0370707	3.19092
660	-15797.6	-15811.4	13.7852	0.107325	0.0942544	0.0858806	0.0953029	0.101291	0.084258	0.118025	0.0841791	0.103653	0.176003	0.0895903	0.0741576	0.108961	0.0930957	0.0956138	0.12314	0.121761	0.107815	0.118911	0.0749493	0.0987371	0.0992045	0.15468	0.0275806	0.0303973	0.0189851	0.0371732	0.0494956	0.0255053	0.0248901	0.0315402	0.041822	0.0709886	0.0256542	0.0286497	0.0206179	0.033174	0.0195646	0.0450435	0.0360189	0.0356877	0.0582577	0.0385523	3.110387
670	-15802.6	-15814.9	12.3168	0.130849	0.0988896	0.110625	0.106678	0.115556	0.10568	0.126264	0.0743198	0.110071	0.151243	0.0888459	0.0635656	0.0967049	0.0862865	0.109731	0.150938	0.127748	0.116774	0.134075	0.0604025	0.107277	0.0768955	0.167144	0.0283948	0.0339305	0.0249536	0.0416451	0.044461	0.0314373	0.0248901	0.0383842	0.0508779	0.0704441	0.0132516	0.0373284	0.0192922	0.0360444	0.0309795	0.0658408	0.0277344	0.0248311	0.0571798	0.038766	3.25723
680	-15812.2	-15825.6	13.4557	0.120764	0.0773966	0.08659	0.0924913	0.0989472	0.0720876	0.117007	0.0696464	0.119227	0.194458	0.0618503	0.0794848	0.112418	0.107544	0.0920509	0.11744	0.134112	0.110318	0.106909	0.0912313	0.0914444	0.105207	0.155967	0.0331896	0.0324754	0.0311629	0.0332673	0.0436191	0.0382969	0.0288302	0.0380716	0.0303002	0.106962	0.0189446	0.0180498	0.0100991	0.0330093	0.0224226	0.0610511	0.0206017	0.0404955	0.043276	0.0446212	3.143338
690	-15807.3	-15819.8	12.5216	0.125857	0.116546	0.102066	0.102999	0.109477	0.0840786	0.143184	0.0933639	0.105713	0.142204	0.0960817	0.0750009	0.0900207	0.10923	0.102568	0.141429	0.12334	0.129222	0.11584	0.0780979	0.0613396	0.0757706	0.177526	0.0454144	0.0508331	0.0393638	0.0447222	0.0406804	0.0334874	0.0344435	0.0432722	0.0395045	0.0649786	0.0158947	0.0270443	0.0212173	0.0203806	0.0334106	0.0592456	0.0246656	0.02609	0.0328726	0.0382753	3.23675
700	-15803.3	-15815.5	12.1855	0.136844	0.0946576	0.102751	0.119342	0.113684	0.0791686	0.117548	0.098991	0.111462	0.157905	0.0723468	0.0637437	0.118703	0.100827	0.134467	0.121418	0.124964	0.126466	0.120578	0.0731638	0.0880602	0.0851028	0.168356	0.0530786	0.0368468	0.0336483	0.0462922	0.0404036	0.0305087	0.0271731	0.0266634	0.0609347	0.0649786	0.012858	0.0192023	0.022244	0.0334629	0.0331685	0.0593877	0.0298216	0.0262599	0.0506775	0.0322029	3.270362
710	-15808	-15820.2	12.171	0.138864	0.0996481	0.102751	0.114441	0.126715	0.0851498	0.125893	0.073343	0.0875472	0.173068	0.0663411	0.0858863	0.0948405	0.112671	0.142054	0.130638	0.132461	0.102606	0.145524	0.103112	0.0745472	0.0942659	0.165385	0.0253022	0.0283515	0.0348222	0.0330247	0.0305151	0.0466169	0.0248602	0.0376618	0.0433624	0.0816648	0.0181513	0.0290079	0.0207638	0.0273537	0.0281116	0.0573819	0.0200814	0.0242624	0.0582406	0.0245179	3.271806
720	-15811.5	-15823.9	12.4405	0.122308	0.0933856	0.103488	0.145142	0.109609	0.0770668	0.114256	0.0956983	0.0830768	0.155436	0.0966053	0.0940175	0.0924689	0.112781	0.0968446	0.118554	0.148767	0.120727	0.124825	0.0600928	0.0757261	0.0913768	0.171812	0.0343765	0.0238247	0.0353229	0.0543277	0.0543256	0.0178391	0.032206	0.0564528	0.0454852	0.075117	0.0202028	0.017778	0.0154871	0.0363081	0.0367078	0.0462974	0.0293469	0.0273839	0.0539161	0.0280928	3.244863
730	-15807.3	-15819.8	12.4789	0.145952	0.0858697	0.101348	0.116154	0.125983	0.0747377	0.118096	0.0637877	0.123413	0.150976	0.0653894	0.103783	0.0996888	0.0899193	0.0983909	0.135435	0.13593	0.1154	0.111724	0.0901984	0.103135	0.0754816	0.158316	0.031521	0.0395392	0.0400542	0.0601984	0.0367405	0.022285	0.0372855	0.0273679	0.0530928	0.0602871	0.0370287	0.0211574	0.0235079	0.0400687	0.0292034	0.0610461	0.024412	0.0338674	0.0424625	0.0307892	3.241021
740	-15805.3	-15818.5	13.1883	0.122993	0.104065	0.0884218	0.0986562	0.113059	0.0657246	0.121658	0.0782851	0.10507	0.161741	0.0789965	0.0673612	0.12253	0.0782723	0.113249	0.119088	0.132545	0.105712	0.133743	0.0762171	0.0979565	0.0833842	0.168577	0.0388787	0.0445033	0.0222738	0.0455973	0.0414956	0.0238518	0.011389	0.0490163	0.0391788	0.0875638	0.0220633	0.0140964	0.0372059	0.0283183	0.0495571	0.0410864	0.0286397	0.0280228	0.0440015	0.0360309	3.170077
750	-15804.6	-15817.8	13.1809	0.11028	0.0893172	0.0950366	0.119028	0.102813	0.0792327	0.117024	0.0888458	0.0998857	0.154531	0.0807758	0.0788353	0.091547	0.0948369	0.108459	0.133221	0.133025	0.11578	0.100323	0.0879936	0.0646599	0.0833842	0.147698	0.0323757	0.0376463	0.0240189	0.048063	0.0507495	0.0211575	0.0405462	0.0362673	0.0429754	0.0935397	0.0202758	0.0443605	0.0218241	0.0360403	0.0298434	0.0552438	0.0204261	0.0479757	0.0632331	0.0277227	3.170818
760	-15810.3	-15823.4	13.0908	0.132775	0.0978659	0.115476	0.0920653	0.104285	0.0744644	0.119537	0.0754792	0.0838302	0.159025	0.0761603	0.0988133	0.0954859	0.0991989	0.108886	0.140755	0.139334	0.111755	0.120811	0.0794091	0.0697053	0.0700367	0.161604	0.0443996	0.035578	0.0221653	0.0482104	0.0377019	0.0309865	0.0238836	0.0489397	0.0427898	0.10144	0.0437183	0.0372295	0.0148634	0.0248407	0.0177987	0.0528599	0.0202048	0.0251974	0.0387233	0.0415426	3.17983
770	-15802.5	-15815.5	12.9209	0.12566	0.0939751	0.0977775	0.129715	0.0994252	0.0707197	0.109397	0.0765339	0.0803001	0.175533	0.0871412	0.0889216	0.088478	0.122701	0.119068	0.126955	0.133187	0.122679	0.118856	0.0824337	0.0858643	0.0776535	0.165766	0.0328708	0.0222867	0.0290673	0.0381698	0.0441965	0.0306519	0.0187642	0.0465775	0.048287	0.0931195	0.0233985	0.0253228	0.0123768	0.0379945	0.0220413	0.0513536	0.0237403	0.0423246	0.0471196	0.0284148	3.19682
780	-15803.3	-15817.2	13.9028	0.119494	0.0931971	0.0970632	0.105685	0.0953649	0.0700652	0.144142	0.079092	0.0970336	0.170227	0.0648753	0.0840807	0.102188	0.0823409	0.0993388	0.131661	0.133187	0.114864	0.118626	0.0831384	0.080377	0.0831691	0.134766	0.0413304	0.0368805	0.031306	0.045394	0.0300476	0.0366626	0.014155	0.0300384	0.0641113	0.0769532	0.0152282	0.0176556	0.0293784	0.0229218	0.034705	0.0475367	0.0210768	0.0350447	0.046255	0.0379747	3.098631
790	-15814.9	-15827.2	12.2861	0.138513	0.09399	0.087318	0.124814	0.122023	0.077348	0.11729	0.0937848	0.0966874	0.179735	0.0715583	0.0860581	0.109391	0.0861599	0.129388	0.0915476	0.129535	0.128533	0.122552	0.0746935	0.0981345	0.0923918	0.133189	0.0532099	0.01724	0.0247905	0.0507352	0.0409397	0.0253863	0.0364192	0.038682	0.0596517	0.0936239	0.0166657	0.0324513	0.0203465	0.0312267	0.0237077	0.0792821	0.0235342	0.0372861	0.0313567	0.039125	3.260293
800	-15807.8	-15820.7	12.9232	0.123014	0.0910497	0.0927146	0.0985933	0.102442	0.0874082	0.135202	0.098661	0.0926043	0.189576	0.0916566	0.0775616	0.0886883	0.0763754	0.127826	0.11467	0.125429	0.103746	0.116994	0.0512191	0.0625005	0.0923918	0.183389	0.0387495	0.0380378	0.0225526	0.0517163	0.0466577	0.0452861	0.024012	0.0479971	0.0400128	0.0723617	0.0155321	0.0274398	0.0325629	0.0253355	0.0353595	0.0643283	0.0254726	0.0432287	0.0344166	0.0418146	3.196586
810	-15805	-15817.4	12.3914	0.131661	0.115428	0.0927146	0.117399	0.120397	0.0957265	0.122471	0.0737365	0.0999419	0.145779	0.0684364	0.101609	0.0793456	0.0906224	0.0970649	0.142968	0.140822	0.106011	0.123231	0.0799213	0.0851429	0.0977097	0.160415	0.0408489	0.0241902	0.0396338	0.0348818	0.0508845	0.0275593	0.0424172	0.0302497	0.044127	0.0767762	0.031728	0.0250369	0.0197157	0.0463766	0.0328666	0.0589246	0.0234289	0.0251199	0.04524	0.0412097	3.249767
820	-15807.6	-15819.9	12.3072	0.142285	0.111742	0.101655	0.0841501	0.125231	0.0704348	0.105682	0.0765511	0.107235	0.166091	0.0903652	0.0740978	0.0806562	0.089841	0.103013	0.121027	0.123361	0.118503	0.11922	0.0752634	0.095737	0.113218	0.169526	0.0354964	0.0340201	0.0385105	0.0437324	0.0664719	0.0333258	0.0310591	0.0333608	0.0716714	0.0735159	0.0207784	0.0245352	0.0262937	0.0261506	0.0419465	0.0690327	0.023488	0.026278	0.050775	0.0228574	3.258187
830	-15799	-15812.3	13.3056	0.138006	0.0869976	0.102267	0.0965384	0.146792	0.0631615	0.115954	0.0660162	0.102659	0.150548	0.0711476	0.0822684	0.0910103	0.102008	0.0957966	0.133854	0.123481	0.113682	0.131948	0.0752634	0.0803043	0.101131	0.15179	0.0449394	0.0348266	0.0307585	0.0467715	0.046344	0.0229563	0.0282705	0.0409207	0.055216	0.0722767	0.0195595	0.0236129	0.0173799	0.0262181	0.0399793	0.0530957	0.0176788	0.0346442	0.046264	0.0340077	3.158344
840	-15801.2	-15813.7	12.4961	0.115148	0.106995	0.0927811	0.0940569	0.135135	0.0949955	0.135176	0.0938772	0.0939171	0.167722	0.0655163	0.0787036	0.0937236	0.0809902	0.112858	0.136661	0.12687	0.105715	0.143044	0.0749265	0.0944813	0.0810722	0.18137	0.0412721	0.0270178	0.0173098	0.0360913	0.0461158	0.035411	0.0232494	0.0418239	0.057103	0.083482	0.0167564	0.0225338	0.0268794	0.0356708	0.0267624	0.0520096	0.0217825	0.0293155	0.0399463	0.0530273	3.239295
850	-15803.7	-15816.5	12.741	0.105694	0.109089	0.0964208	0.104308	0.120673	0.0772412	0.129254	0.0862975	0.0791699	0.144766	0.0798842	0.0854358	0.106827	0.0939159	0.13243	0.124818	0.125349	0.118583	0.113929	0.0861517	0.102715	0.0917631	0.138827	0.0372426	0.0311857	0.0245721	0.0457859	0.0410167	0.0341188	0.0301391	0.0448165	0.0394456	0.0885156	0.0281073	0.0285867	0.0158084	0.0225308	0.0307739	0.0747938	0.0234725	0.0244873	0.0399463	0.0559245	3.214813
860	-15805.1	-15816.8	11.6851	0.123096	0.0865902	0.105232	0.125628	0.1061	0.0815821	0.132118	0.0877258	0.116138	0.162235	0.088275	0.0910956	0.106238	0.115363	0.0946545	0.13536	0.127596	0.104576	0.131547	0.0752347	0.0793785	0.0883743	0.184089	0.034669	0.0282447	0.0287205	0.0373229	0.0471055	0.0378489	0.0191117	0.0492112	0.0462951	0.104416	0.035419	0.0404499	0.00968132	0.0225308	0.0381847	0.0372599	0.0245236	0.0405172	0.0509223	0.0397363	3.320398
870	-15802.8	-15814.5	11.636	0.143235	0.12262	0.103422	0.100921	0.129461	0.0856042	0.130897	0.0784941	0.115115	0.153427	0.0986731	0.0820981	0.106949	0.0942222	0.118486	0.108133	0.122827	0.115739	0.137803	0.0757463	0.0900311	0.0792631	0.184089	0.0376065	0.0240661	0.0294433	0.0446611	0.0457788	0.0378489	0.0411015	0.0467043	0.0535199	0.0990007	0.0157896	0.0221773	0.014388	0.0265803	0.0255707	0.0554096	0.0127618	0.0264052	0.0396626	0.049577	3.32531
880	-15798.5	-15811.6	13.082	0.129158	0.0963966	0.0874602	0.12081	0.107918	0.0822873	0.112746	0.0761813	0.0876763	0.174334	0.0744606	0.0792875	0.103335	0.106093	0.111606	0.116371	0.13272	0.117384	0.114711	0.0853258	0.114621	0.0786539	0.138993	0.0334103	0.0330347	0.0250897	0.035797	0.0511212	0.026702	0.0315414	0.0314877	0.0483634	0.0941704	0.0245147	0.0274799	0.0191708	0.0242665	0.0404386	0.058185	0.0218347	0.0411037	0.043705	0.0207568	3.180704
890	-15805.2	-15817.6	12.4525	0.147173	0.0858335	0.0807679	0.0988871	0.117332	0.0944625	0.146013	0.0886411	0.106789	0.173464	0.0938977	0.0872283	0.0974867	0.0866473	0.122257	0.133125	0.126877	0.105039	0.13265	0.0758536	0.0822267	0.0654168	0.184784	0.0300483	0.0334672	0.0366335	0.0544054	0.0352719	0.0340632	0.0174633	0.0304774	0.0357492	0.067012	0.0197958	0.0277793	0.0236232	0.0354754	0.0324798	0.0690061	0.0218347	0.0393713	0.043705	0.0231414	3.243655
900	-15808.7	-15821	12.3026	0.129033	0.123421	0.108299	0.0951905	0.0932397	0.0898289	0.110445	0.0672497	0.101477	0.172753	0.0592699	0.0968214	0.0878554	0.105101	0.132847	0.148749	0.105665	0.115729	0.131398	0.0728361	0.101375	0.0820071	0.173848	0.0338974	0.0313468	0.0185455	0.0569669	0.0510187	0.0222924	0.0249043	0.0405257	0.0557447	0.0968309	0.0201092	0.0186643	0.0350069	0.0277606	0.0269342	0.0428095	0.0335827	0.0235164	0.0556931	0.0380565	3.258645
910	-15820.2	-15833.8	13.6394	0.14058	0.0985761	0.126397	0.0936749	0.0932397	0.0876462	0.110923	0.0981896	0.0868697	0.172094	0.0895423	0.0628046	0.0900103	0.0838327	0.118303	0.12882	0.139275	0.110465	0.151079	0.0796154	0.0621344	0.061697	0.152873	0.0258008	0.0349975	0.0408893	0.0411323	0.0394051	0.0272873	0.0249902	0.0509473	0.0487728	0.0771936	0.0195388	0.016908	0.0194957	0.0162298	0.0201167	0.0536784	0.0137943	0.031073	0.0557716	0.0283087	3.124972
920	-15797.8	-15811	13.2014	0.131401	0.115044	0.101104	0.107301	0.105733	0.0798867	0.123679	0.0677404	0.0957859	0.15233	0.0846263	0.064854	0.101938	0.0967797	0.096481	0.136125	0.126996	0.127689	0.118446	0.0770314	0.0924547	0.0850904	0.154783	0.0339441	0.0251295	0.037829	0.0414703	0.0523299	0.023551	0.0210333	0.0406593	0.0406949	0.0707763	0.0320231	0.0281662	0.0179112	0.0262052	0.0279565	0.0433265	0.0203303	0.0286341	0.0695887	0.0439086	3.168766
930	-15801.3	-15814.2	12.9357	0.133673	0.0977041	0.108904	0.094838	0.114749	0.0741488	0.123466	0.0757109	0.0950427	0.201478	0.0853443	0.0830683	0.0671824	0.0860425	0.114485	0.127838	0.113847	0.106822	0.109495	0.0677388	0.0777426	0.0981675	0.161877	0.0499168	0.0279183	0.0354324	0.0456778	0.0481847	0.0242548	0.0254165	0.0456391	0.0544846	0.0770998	0.0140372	0.0169574	0.0214563	0.0415694	0.0319606	0.0638577	0.0316443	0.0341323	0.0488183	0.0375129	3.195337
940	-15802	-15814	11.9898	0.131201	0.0913847	0.0934849	0.102518	0.129103	0.0974518	0.10319	0.0791824	0.0992764	0.178307	0.0855797	0.110526	0.105203	0.11339	0.11973	0.110875	0.116926	0.118386	0.110965	0.0707572	0.094178	0.08598	0.19496	0.0515025	0.0196705	0.0302769	0.043055	0.0536371	0.0350615	0.0237589	0.0456391	0.057241	0.081159	0.00867171	0.0231985	0.0217132	0.0272971	0.0292214	0.0546163	0.0275616	0.0323706	0.0446255	0.0370939	3.289926
