Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	gamma_rates[1]	gamma_rates[2]	gamma_rates[3]	gamma_rates[4]	pi[1]	pi[2]	pi[3]	pi[4]	TL
8390	-13208.1	-13169.3	-38.7483	0.3051254	0.287715	0.205338	0.233325	0.13758	0.288301	0.105933	0.220723	0.16522	0.202177	0.354152	0.124661	0.142119	0.275109	0.291103	0.217637	0.349192	0.275327	0.202547	0.203945	0.100107	0.178906	0.0851793	0.575141	0.187387	0.0515904	0.0355144	0.0581919	0.0724033	0.0159053	0.0025859	0.10864	0.109695	0.138196	0.048252	0.0643614	0.305461	0.181162	0.0105374	0.0608863	0.236174	0.14943	0.0949527	0.0268283	0.034262	0.295786	0.0565148	0.00944145	0.568154	0.0358418	0.00572028	0.108488	0.604311	3.28148	0.33619	0.365388	0.083862	0.21456	7.179593
8400	-13205	-13162.2	-42.8152	0.2732397	0.321354	0.170561	0.286228	0.155214	0.288141	0.175669	0.218885	0.172088	0.17203	0.386215	0.119056	0.166379	0.271633	0.30058	0.211261	0.452857	0.328711	0.256286	0.236471	0.105443	0.185569	0.092428	0.596994	0.2719	0.0867506	0.00882495	0.0589196	0.0358096	0.0425336	0.0132619	0.0968536	0.092045	0.177821	0.0674133	0.0736552	0.128615	0.123834	0.0178788	0.0973384	0.231142	0.178346	0.0724339	0.040852	0.0296927	0.254613	0.0605328	0.0185968	0.615855	0.0207099	0.00337606	0.083914	0.548003	3.36471	0.346295	0.359169	0.0771841	0.217352	7.586282
8410	-13216.1	-13179.5	-36.5948	0.2958365	0.320261	0.102188	0.212833	0.126098	0.262857	0.196442	0.296912	0.147148	0.200709	0.338692	0.139763	0.190666	0.257656	0.246524	0.164188	0.336037	0.262645	0.235547	0.295808	0.0769197	0.144175	0.0816866	0.605338	0.205195	0.106261	0.0204281	0.037061	0.0425548	0.0284379	0.0253599	0.0569402	0.0588894	0.229109	0.0153292	0.0216159	0.152464	0.162884	0.0500059	0.0514981	0.183378	0.174215	0.0663703	0.0351503	0.0295679	0.270467	0.0641266	0.0245959	0.576763	0.0344799	0.00496365	0.10126	0.588744	3.30503	0.3474	0.379754	0.0684641	0.204382	6.964241
8420	-13198.3	-13166.5	-31.7713	0.3102746	0.381414	0.149912	0.190729	0.114642	0.18471	0.160863	0.219226	0.123398	0.143333	0.34712	0.106914	0.121211	0.257186	0.234916	0.212184	0.356008	0.254343	0.156986	0.239672	0.0700581	0.130981	0.0911506	0.49724	0.163398	0.0491108	0.0745473	0.061282	0.0382851	0.0462994	0.0216662	0.127007	0.114665	0.181211	0.058822	0.0741546	0.167878	0.0915598	0.0562055	0.0539924	0.19452	0.108804	0.0235541	0.0307346	0.0365737	0.273015	0.0635168	0.0149335	0.575333	0.0366275	0.00616571	0.112508	0.612661	3.26867	0.348268	0.359104	0.0819685	0.210659	6.481893
8430	-13198.2	-13164.7	-33.4756	0.2889706	0.324109	0.102266	0.220906	0.147012	0.251068	0.131897	0.191204	0.121197	0.168086	0.328755	0.124559	0.106326	0.185885	0.273715	0.156665	0.278632	0.245448	0.262192	0.295843	0.0857881	0.131479	0.0986723	0.424754	0.230906	0.0647499	0.0514129	0.0600643	0.0437505	0.0415778	0.00074915	0.0926243	0.126602	0.200514	0.0780911	0.0632753	0.210452	0.0853514	0.0222686	0.0854628	0.24832	0.173668	0.0800498	0.0359735	0.0352769	0.246527	0.0650475	0.0185757	0.598602	0.0359707	0.00444336	0.0959472	0.576807	3.3228	0.347774	0.352801	0.084966	0.214459	6.652323
8440	-13202.7	-13161.2	-41.4172	0.2771206	0.365758	0.179834	0.235779	0.131596	0.22286	0.157657	0.242785	0.147876	0.165259	0.425114	0.100438	0.191457	0.249535	0.214883	0.306974	0.417895	0.295585	0.272587	0.258359	0.0726182	0.189577	0.0930841	0.560747	0.210137	0.0647499	0.0436237	0.040319	0.0902475	0.0224918	0.00143004	0.108979	0.094597	0.15017	0.0780911	0.0507355	0.243883	0.146876	0.0185165	0.0681957	0.233935	0.17349	0.0756605	0.0320968	0.0308156	0.251955	0.0536769	0.0168681	0.610439	0.0362454	0.00362328	0.0868607	0.555302	3.35421	0.345013	0.37743	0.0757406	0.201817	7.446483
8450	-13204.7	-13165.1	-39.623	0.2976636	0.330288	0.172438	0.216241	0.162222	0.259288	0.159938	0.293447	0.115556	0.171207	0.378354	0.159985	0.176138	0.271843	0.284376	0.176496	0.311514	0.260631	0.212704	0.262012	0.103674	0.180443	0.12304	0.471173	0.182226	0.08045	0.0380889	0.0421598	0.113296	0.0525183	0.00685911	0.125921	0.058871	0.205489	0.031552	0.104597	0.30033	0.0814487	0.0337226	0.047096	0.248473	0.168871	0.09156	0.000523757	0.0328047	0.261801	0.0672848	0.0222829	0.582652	0.0331744	0.0051077	0.102679	0.591858	3.30036	0.333404	0.371946	0.083013	0.211637	7.267061
8460	-13197.5	-13159	-38.532	0.2917282	0.343796	0.150884	0.193068	0.109359	0.213101	0.20458	0.27518	0.171712	0.17204	0.371026	0.139726	0.131818	0.229521	0.301551	0.277883	0.304773	0.288608	0.223971	0.204945	0.115048	0.183505	0.120131	0.540759	0.179503	0.0591133	0.0521443	0.0218664	0.0695364	0.0211024	0.0446393	0.0852116	0.121202	0.160744	0.0379215	0.0474307	0.226717	0.119148	0.0213884	0.0685321	0.293287	0.179672	0.0663276	0.0154895	0.0293261	0.238077	0.0693461	0.0134538	0.600502	0.0492953	0.00464835	0.0980776	0.581646	3.31563	0.350427	0.367169	0.0819687	0.200435	7.157963
8470	-13200.1	-13161.8	-38.2818	0.2904143	0.381431	0.136345	0.219048	0.109359	0.234605	0.159477	0.259559	0.17418	0.183192	0.47745	0.117963	0.121493	0.193528	0.248134	0.201095	0.349516	0.234006	0.209414	0.237065	0.138385	0.135517	0.109564	0.457319	0.239836	0.0538274	0.0384694	0.0687294	0.0707804	0.0264033	0.0230197	0.10851	0.143883	0.207237	0.0577265	0.0796117	0.203872	0.149588	0.0364081	0.064292	0.255461	0.130523	0.0711155	0.0160078	0.0335771	0.260919	0.0654923	0.0120222	0.59221	0.0357788	0.00455002	0.0970619	0.579348	3.31904	0.335177	0.371885	0.0829411	0.209997	7.132945
8480	-13200.3	-13165.8	-34.5318	0.31693	0.363402	0.107228	0.213663	0.137274	0.27257	0.103319	0.231211	0.173883	0.165137	0.360246	0.193372	0.139625	0.237581	0.231806	0.248393	0.259117	0.251541	0.176639	0.22766	0.065196	0.116948	0.0879387	0.46027	0.223153	0.0618079	0.0367456	0.037313	0.141391	0.061874	0.0349369	0.110099	0.0785422	0.115321	0.0536766	0.0609921	0.189291	0.141582	0.0251116	0.0379308	0.265356	0.132077	0.0987215	0.0280085	0.0335071	0.262132	0.0634421	0.0173631	0.589463	0.034093	0.00676876	0.117713	0.623169	3.25235	0.357373	0.359133	0.0811023	0.202392	6.757948
8490	-13208.8	-13174.5	-34.3209	0.3062083	0.335941	0.134256	0.188947	0.213346	0.280631	0.175528	0.247086	0.177729	0.159508	0.298573	0.136948	0.174684	0.273314	0.243843	0.157834	0.346745	0.282069	0.23251	0.199507	0.097347	0.143818	0.163299	0.355627	0.207482	0.0507617	0.0631385	0.0705432	0.0255941	0.0407048	0.0192903	0.105064	0.0539252	0.123065	0.0303939	0.0790284	0.177769	0.118245	0.0326959	0.0484737	0.241228	0.1293	0.0711048	0.0299614	0.0359729	0.241992	0.0691758	0.0143339	0.603614	0.0349115	0.00581241	0.109333	0.606083	3.27877	0.369861	0.340969	0.0788517	0.210318	6.736859
8500	-13201.9	-13161.3	-40.5263	0.3180374	0.36218	0.13388	0.193043	0.131077	0.244734	0.153538	0.261385	0.160885	0.182139	0.358299	0.113073	0.204531	0.260119	0.259901	0.236301	0.332346	0.30713	0.283456	0.268285	0.108278	0.156186	0.0826609	0.473325	0.201994	0.0417807	0.0245625	0.0884609	0.109021	0.0609168	0.0640572	0.0807603	0.0983938	0.155301	0.0624626	0.0881487	0.246465	0.132341	0.0282994	0.0558391	0.262317	0.170414	0.0745289	0.0445738	0.0283832	0.291439	0.0616858	0.0190517	0.553316	0.0461236	0.00687207	0.11858	0.624887	3.24966	0.374269	0.354394	0.0730178	0.198319	7.35739
8510	-13207.2	-13170.3	-36.8638	0.2963202	0.397071	0.146111	0.151124	0.144804	0.222109	0.157953	0.259909	0.168412	0.2131	0.391723	0.160794	0.115196	0.196796	0.303963	0.237183	0.30046	0.232975	0.197473	0.244695	0.109998	0.193616	0.0942508	0.540561	0.208428	0.0936037	0.0743685	0.0399963	0.131455	0.0528319	0.0507663	0.0791094	0.0856699	0.136117	0.0385106	0.0261537	0.155968	0.0897293	0.00657157	0.0664366	0.233523	0.141573	0.089663	0.0103973	0.0334406	0.283214	0.0665758	0.0195717	0.538852	0.0583457	0.00500156	0.101636	0.589571	3.30379	0.346228	0.366664	0.0719857	0.215122	6.991148
8520	-13202.1	-13164.5	-37.5718	0.2823481	0.337311	0.146111	0.221812	0.141082	0.172732	0.192737	0.26224	0.20233	0.11007	0.351378	0.124826	0.161305	0.199282	0.263619	0.247861	0.310409	0.253893	0.202582	0.254311	0.112382	0.156496	0.127401	0.527548	0.262918	0.0655578	0.0272252	0.0691899	0.0803529	0.0528319	0.055448	0.0967171	0.0994412	0.169124	0.0191994	0.0578585	0.247108	0.0900756	0.000910889	0.0436587	0.251763	0.215517	0.0549044	0.0224243	0.0354177	0.298627	0.0585562	0.0172085	0.56594	0.0242507	0.00397292	0.0908541	0.564933	3.34024	0.343688	0.374335	0.079151	0.202826	7.061944
8530	-13206.1	-13172.6	-33.5081	0.2927036	0.341415	0.206099	0.188316	0.157506	0.232035	0.116066	0.267379	0.145467	0.152952	0.294629	0.156455	0.141799	0.21099	0.186028	0.191262	0.305622	0.256	0.202358	0.30532	0.138145	0.162092	0.0897428	0.372968	0.237837	0.0448664	0.0415326	0.0751379	0.0701885	0.0526422	0.0659848	0.110826	0.0561272	0.154674	0.0241962	0.0578585	0.254399	0.123293	0.00361996	0.0516197	0.186345	0.137355	0.0788981	0.00752371	0.0370427	0.302575	0.0630658	0.0222139	0.544196	0.0309059	0.00472213	0.0988322	0.583343	3.3131	0.322247	0.371652	0.0750394	0.231062	6.65557
8540	-13203.1	-13165	-38.0383	0.2971409	0.358169	0.179449	0.17144	0.12318	0.204349	0.174243	0.294705	0.148556	0.196853	0.301207	0.132221	0.174174	0.322983	0.247775	0.199149	0.337193	0.256198	0.178483	0.249711	0.0816557	0.154868	0.14555	0.527546	0.237837	0.0769065	0.0821788	0.0726312	0.07037	0.074597	0.0247145	0.104148	0.0862053	0.181894	0.0600139	0.0870791	0.208284	0.0718971	0.0456612	0.063615	0.208285	0.130886	0.0575188	0.00421735	0.037117	0.27857	0.060254	0.024957	0.577379	0.0217225	0.00506625	0.102273	0.59097	3.30169	0.351821	0.364731	0.0765169	0.206931	7.108598
8550	-13206.1	-13163.3	-42.8463	0.28601	0.331374	0.139777	0.216436	0.149402	0.310038	0.166294	0.302156	0.145465	0.173256	0.318239	0.136586	0.16926	0.236246	0.286412	0.223225	0.385727	0.278306	0.226298	0.227495	0.121851	0.148325	0.154015	0.523711	0.254223	0.0643615	0.063452	0.0888514	0.0614799	0.00933626	0.00208375	0.14151	0.0812699	0.199788	0.0819027	0.088554	0.276803	0.152416	0.085638	0.0672701	0.221128	0.115158	0.0974423	0.0668368	0.0351115	0.240674	0.0501168	0.0127881	0.612921	0.0483883	0.00422924	0.093666	0.571543	3.33056	0.349159	0.366104	0.0800077	0.204729	7.589397
8560	-13204.9	-13168.7	-36.177	0.2789687	0.331374	0.179555	0.274916	0.103798	0.276978	0.140965	0.250033	0.138746	0.159627	0.366876	0.176178	0.156208	0.248196	0.252729	0.205278	0.323939	0.280719	0.15262	0.228088	0.0835849	0.171387	0.0745438	0.474341	0.199737	0.0846569	0.0365114	0.117916	0.0779985	0.0194709	0.0199115	0.107413	0.0665321	0.156225	0.0292933	0.0341545	0.186521	0.133579	0.0142792	0.0570394	0.223124	0.202478	0.0806582	0.0242869	0.0318449	0.259363	0.0557439	0.0174287	0.576426	0.0591937	0.0037447	0.0882695	0.558733	3.34925	0.36393	0.3622	0.0741007	0.199769	6.922464
8570	-13200.4	-13165	-35.3652	0.3040086	0.308276	0.134073	0.189443	0.130137	0.238031	0.133968	0.214261	0.177328	0.141739	0.272634	0.106554	0.13435	0.209515	0.240058	0.242543	0.339384	0.242673	0.218312	0.278843	0.0884999	0.141769	0.13142	0.556155	0.244637	0.0559468	0.0374989	0.100634	0.0408161	0.0310219	0.0138617	0.110936	0.0514471	0.220533	0.0615778	0.0521972	0.213062	0.177581	0.0666687	0.0344419	0.200767	0.168533	0.054867	0.0342921	0.0326886	0.259653	0.057283	0.0257689	0.591697	0.032909	0.00562611	0.107617	0.602474	3.28428	0.353597	0.357489	0.0780142	0.2109	6.841286
8580	-13195.5	-13167.7	-27.7936	0.3076926	0.312354	0.124338	0.173873	0.14194	0.217467	0.141735	0.202497	0.140498	0.138426	0.350205	0.0951175	0.155017	0.189296	0.149136	0.170711	0.283644	0.202581	0.192931	0.239179	0.0947089	0.185838	0.0817228	0.422106	0.139561	0.0326138	0.0335721	0.0698924	0.0653067	0.0377535	0.00266493	0.108195	0.0528698	0.17627	0.0551694	0.0221309	0.228526	0.0934761	0.02814	0.055768	0.240145	0.166558	0.0349516	0.0352417	0.029635	0.290104	0.0660028	0.0154359	0.552174	0.0466487	0.00594004	0.110491	0.608498	3.27507	0.342928	0.373654	0.075443	0.207975	6.084127
8590	-13197.1	-13166.3	-30.8407	0.2967891	0.260615	0.127985	0.198572	0.126855	0.175193	0.21031	0.210266	0.105308	0.143286	0.273623	0.120352	0.114749	0.189296	0.2045	0.200422	0.304166	0.280201	0.202019	0.253504	0.105402	0.183797	0.0880024	0.45797	0.146359	0.0632488	0.043766	0.0421737	0.0705299	0.0323062	0.0337356	0.122479	0.0883419	0.198343	0.0713728	0.103879	0.200959	0.120928	0.0238514	0.0312941	0.212938	0.135895	0.054943	0.0551031	0.0337604	0.239451	0.0662831	0.0183395	0.597675	0.0444908	0.00503847	0.102	0.590371	3.30259	0.365083	0.345264	0.0868845	0.202768	6.388837
8600	-13194	-13167.9	-26.1122	0.2683774	0.27372	0.165723	0.137182	0.120582	0.201826	0.120277	0.20565	0.134433	0.137457	0.327715	0.120352	0.125847	0.257007	0.18023	0.191943	0.335638	0.306936	0.191559	0.188105	0.104367	0.158647	0.0745935	0.38194	0.122663	0.0352133	0.0383072	0.0543294	0.0811278	0.0262966	0.0152365	0.0609505	0.042304	0.106705	0.065612	0.0584985	0.202064	0.0589821	0.015095	0.0311874	0.176057	0.154837	0.0874568	0.0413311	0.037902	0.256042	0.0622842	0.016737	0.594377	0.0326584	0.00308107	0.0802465	0.538673	3.378	0.356455	0.355538	0.0871086	0.200899	5.915983
8610	-13194.8	-13166.7	-28.1582	0.3014359	0.283185	0.144657	0.171504	0.120582	0.216984	0.0966966	0.197759	0.0990561	0.1706	0.34603	0.122406	0.109215	0.171258	0.157115	0.218366	0.347045	0.27895	0.213034	0.184049	0.104395	0.130579	0.123036	0.423468	0.115163	0.0373927	0.0666761	0.0716716	0.0787683	0.0456063	0.0409461	0.121204	0.060106	0.111752	0.0725171	0.00595219	0.207147	0.0901944	0.00806805	0.0580531	0.271636	0.13838	0.0460906	0.0432878	0.0385621	0.253438	0.0723869	0.0185308	0.591338	0.0257446	0.0054125	0.105613	0.598206	3.29077	0.33355	0.37009	0.0883056	0.208055	6.120582
8620	-13190.9	-13164.9	-26.053	0.3091623	0.304889	0.139059	0.150221	0.147602	0.189836	0.14123	0.216278	0.150304	0.107697	0.261032	0.122219	0.133575	0.218016	0.188297	0.160899	0.295811	0.201559	0.194496	0.259219	0.0828909	0.103597	0.120627	0.440806	0.157406	0.0402086	0.0313715	0.0439195	0.0787683	0.0273131	0.00674919	0.0624598	0.0916943	0.163572	0.0590453	0.0619865	0.173237	0.0897194	0.0492739	0.0573191	0.157863	0.139822	0.0728199	0.0153587	0.0440834	0.27521	0.0750376	0.0183184	0.560616	0.0267345	0.00606793	0.111639	0.610874	3.27142	0.342639	0.365563	0.0812674	0.210531	5.910066
8630	-13197.6	-13173.5	-24.1272	0.3105973	0.272253	0.152666	0.180889	0.150239	0.2183	0.170525	0.175441	0.160642	0.0996846	0.303318	0.117987	0.11118	0.19557	0.213648	0.154417	0.204031	0.218653	0.189448	0.240324	0.0596946	0.114444	0.0592598	0.371843	0.14245	0.0524909	0.0525433	0.052133	0.0457729	0.069745	0.000209613	0.133832	0.0367043	0.132707	0.065278	0.0311205	0.197855	0.0979973	0.0330254	0.0342153	0.14439	0.122641	0.0875549	0.0503675	0.0431503	0.273883	0.0752157	0.0132436	0.566286	0.0282216	0.00619425	0.11276	0.613178	3.26787	0.336096	0.373373	0.0787337	0.211797	5.71749
8640	-13198.6	-13166.2	-32.3514	0.300001	0.324558	0.136218	0.200887	0.146344	0.197194	0.171828	0.285248	0.163682	0.145419	0.36328	0.118272	0.11816	0.202767	0.173508	0.212234	0.344112	0.243787	0.211987	0.219369	0.114908	0.15402	0.0963191	0.528576	0.183682	0.048442	0.0157387	0.0719423	0.0743821	0.0710434	0.000138609	0.103509	0.102669	0.121101	0.0552198	0.0234531	0.204062	0.0433685	0.0416287	0.0618005	0.207732	0.148916	0.059171	0.0292221	0.0348133	0.283259	0.0777907	0.0131276	0.573521	0.0174881	0.00529539	0.104496	0.595805	3.2944	0.337387	0.366358	0.0836506	0.212604	6.539901
8650	-13200.4	-13167.2	-33.2	0.2895767	0.311356	0.165187	0.197932	0.13623	0.174704	0.139378	0.263098	0.140507	0.153568	0.408877	0.115131	0.200079	0.214476	0.210337	0.235074	0.36087	0.284598	0.167834	0.218273	0.117506	0.150896	0.0682382	0.437509	0.244274	0.0349986	0.0412511	0.0526702	0.051147	0.0150369	0.0011162	0.142271	0.041054	0.147896	0.0354893	0.0187987	0.243805	0.0888682	0.0302977	0.0521219	0.221719	0.148638	0.0966145	0.0450398	0.0392267	0.294569	0.0584333	0.0185747	0.554047	0.0351494	0.00448796	0.096415	0.577876	3.32122	0.335353	0.371237	0.0832449	0.210164	6.624764
8660	-13197.7	-13164.1	-33.5782	0.3113122	0.266623	0.115732	0.184243	0.104699	0.266136	0.131218	0.26674	0.140507	0.153831	0.307138	0.115052	0.162067	0.217163	0.234547	0.245987	0.368861	0.28733	0.169406	0.22105	0.100935	0.169262	0.101769	0.470517	0.150234	0.0799933	0.0556408	0.073512	0.0817297	0.0466883	0.0480597	0.0908846	0.0494185	0.165091	0.0625076	0.0487815	0.223035	0.0764465	0.0245808	0.0521219	0.196635	0.14754	0.11627	0.0726032	0.0368016	0.313657	0.0619712	0.0129277	0.53446	0.0401822	0.00625772	0.113319	0.61432	3.2661	0.344215	0.358296	0.074039	0.22345	6.662586
8670	-13192.8	-13159.9	-32.9365	0.3153089	0.344083	0.136329	0.170332	0.116257	0.195046	0.153393	0.260326	0.164788	0.172044	0.329734	0.0878781	0.188943	0.23192	0.174966	0.200798	0.338171	0.308961	0.178314	0.215713	0.109395	0.144867	0.0867076	0.532955	0.156498	0.0555911	0.0494488	0.0804952	0.0791684	0.0336796	0.03545	0.107189	0.0341821	0.163341	0.0648506	0.0422262	0.205883	0.0881534	0.0237066	0.0421555	0.239147	0.163572	0.0534917	0.0382674	0.0350962	0.284574	0.0708321	0.013371	0.570674	0.0254536	0.00661904	0.116445	0.620638	3.2563	0.338712	0.374978	0.0856251	0.200685	6.598416
8680	-13197.4	-13173.9	-23.5064	0.3126688	0.245834	0.0935535	0.161067	0.155355	0.131327	0.124563	0.1823	0.153247	0.15282	0.267481	0.105398	0.11057	0.167942	0.174966	0.19422	0.288272	0.234427	0.177216	0.196476	0.116147	0.130902	0.0992414	0.329312	0.21323	0.0354087	0.0823763	0.0577601	0.0475211	0.0207888	0.0330758	0.0682756	0.0556993	0.161432	0.043488	0.0474391	0.185165	0.138925	0.0166396	0.031506	0.177933	0.136648	0.0638655	0.0455936	0.033659	0.312665	0.0650298	0.0207323	0.533647	0.0342663	0.00637912	0.11438	0.616478	3.26276	0.367688	0.347878	0.0743883	0.210046	5.655407
8690	-13196.7	-13170.5	-26.2197	0.3018693	0.244375	0.115138	0.1619	0.132047	0.254627	0.0885558	0.229453	0.178947	0.13885	0.350801	0.113151	0.100897	0.191442	0.25007	0.161516	0.262895	0.278129	0.244884	0.199969	0.0689911	0.121553	0.0643806	0.365278	0.156977	0.0631051	0.0583357	0.0459219	0.0613956	0.0204138	0.0107438	0.113716	0.0681135	0.172355	0.0538948	0.0190595	0.180879	0.0632429	0.0175148	0.0525752	0.183366	0.103192	0.0807495	0.0833383	0.0336837	0.295791	0.0769407	0.0239581	0.531116	0.0385102	0.00544817	0.10595	0.598929	3.28967	0.343438	0.369708	0.0746963	0.212158	5.92674
8700	-13194.5	-13168.1	-26.4677	0.3079797	0.311092	0.166662	0.147289	0.113152	0.170442	0.164263	0.165878	0.160562	0.129678	0.340305	0.118558	0.123152	0.230513	0.141527	0.209408	0.273789	0.236579	0.182756	0.238821	0.126863	0.143402	0.078686	0.394331	0.156977	0.0552262	0.0558372	0.0711331	0.0417932	0.0239166	0.0217777	0.0745839	0.0286485	0.137227	0.0534994	0.0398711	0.14412	0.0711651	0.032142	0.0564945	0.244912	0.143023	0.090054	0.0414212	0.0383604	0.301636	0.0698647	0.0125979	0.537093	0.0404483	0.00596491	0.110715	0.608964	3.27436	0.319999	0.390843	0.0787671	0.210391	5.95153
8710	-13201.7	-13174.4	-27.3247	0.2968697	0.237461	0.164052	0.199729	0.0790801	0.205326	0.101622	0.199391	0.125401	0.157803	0.268593	0.127265	0.174671	0.168854	0.155062	0.222589	0.291863	0.25383	0.156724	0.247007	0.0673618	0.142293	0.125855	0.404632	0.199297	0.0508489	0.0330635	0.095041	0.072365	0.0623735	0.0209896	0.0801129	0.0482556	0.202935	0.0503114	0.0640004	0.158784	0.0634068	0.0128443	0.0698664	0.188341	0.17264	0.0717803	0.0435129	0.0419953	0.294845	0.0658741	0.0183807	0.541814	0.037091	0.00504482	0.102062	0.590508	3.30238	0.334687	0.370196	0.0772012	0.217916	6.037235
8720	-13191.5	-13165.5	-26.0383	0.3031995	0.222373	0.11379	0.155362	0.102504	0.226786	0.175618	0.212172	0.135613	0.135419	0.353813	0.101433	0.131693	0.201894	0.189569	0.198897	0.244873	0.223699	0.178658	0.19851	0.062022	0.120353	0.104133	0.386764	0.196971	0.065965	0.0194939	0.0380318	0.0377125	0.0410744	0.0496453	0.101546	0.0685576	0.162208	0.0471039	0.0662995	0.159087	0.130121	0.0165843	0.0435586	0.206968	0.167694	0.102684	0.0113366	0.0405171	0.253058	0.062795	0.0198912	0.582607	0.0411317	0.00555843	0.106986	0.601137	3.28632	0.346338	0.360347	0.0879852	0.20533	5.908592
8730	-13189	-13161.5	-27.4883	0.3009997	0.284418	0.143245	0.188239	0.131377	0.230499	0.130438	0.237172	0.165555	0.134266	0.330817	0.101433	0.113465	0.174861	0.227377	0.184305	0.243768	0.239454	0.193078	0.165698	0.0854848	0.13255	0.122742	0.403229	0.220339	0.0467118	0.0907844	0.0380318	0.0446935	0.0301595	0.070233	0.108683	0.038829	0.150722	0.0457203	0.0387585	0.204006	0.105803	0.0249429	0.0383901	0.18835	0.135532	0.042667	0.0267653	0.0401524	0.274158	0.0608096	0.0138446	0.575231	0.0358051	0.00537675	0.105273	0.597478	3.29187	0.345455	0.363001	0.0827973	0.208746	6.05359
8740	-13200.3	-13170.8	-29.5082	0.3035851	0.302695	0.143245	0.233352	0.14008	0.152221	0.163567	0.207091	0.196823	0.109665	0.274861	0.14639	0.153365	0.187305	0.226215	0.215755	0.243303	0.259954	0.194726	0.241111	0.0781398	0.132181	0.121691	0.438461	0.199307	0.0650132	0.0421238	0.0764255	0.0348868	0.0647117	0.0216071	0.0854103	0.0657024	0.124284	0.0718578	0.0244549	0.133381	0.0634496	0.0278059	0.0642726	0.242123	0.104022	0.0870377	0.0955099	0.0410419	0.256565	0.0615168	0.021206	0.587975	0.0316947	0.00559063	0.107287	0.601775	3.28535	0.360794	0.357068	0.0758578	0.206281	6.255582
8750	-13202.1	-13168.1	-34.0149	0.3025184	0.302695	0.150603	0.18303	0.112213	0.214536	0.117696	0.23445	0.169751	0.138045	0.356071	0.13897	0.153275	0.18566	0.224382	0.241798	0.364048	0.262942	0.179204	0.187651	0.113984	0.124127	0.125504	0.631896	0.198887	0.0843556	0.00529725	0.0278773	0.076485	0.0297849	0.0504219	0.124983	0.0915854	0.157355	0.0528669	0.0809034	0.237628	0.0707015	0.0226807	0.074196	0.123003	0.181908	0.0736644	0.0291366	0.0411441	0.243753	0.0557433	0.0114039	0.619254	0.0287018	0.00550182	0.106456	0.600008	3.28803	0.353527	0.357305	0.0856177	0.20355	6.70625
8760	-13203.6	-13168.1	-35.5317	0.3241053	0.306513	0.133074	0.181051	0.153406	0.261207	0.146029	0.213263	0.131587	0.150866	0.298261	0.137576	0.153214	0.289221	0.263191	0.217901	0.327649	0.219287	0.245047	0.268364	0.103259	0.156013	0.117174	0.417579	0.211153	0.0532541	0.063828	0.0542894	0.0704552	0.0842347	0.0554727	0.135372	0.086854	0.131825	0.0678492	0.0809034	0.242706	0.0705769	0.0153179	0.0975051	0.196567	0.135847	0.112423	0.000769319	0.0408418	0.22977	0.055273	0.0122133	0.615423	0.0464783	0.0074531	0.12333	0.63415	3.23507	0.354263	0.351265	0.0856865	0.208786	6.857931
8770	-13206.1	-13168.6	-37.5845	0.283047	0.310641	0.218095	0.192987	0.156825	0.193388	0.17458	0.221045	0.238744	0.143925	0.492877	0.137576	0.1348	0.243971	0.281012	0.197411	0.337436	0.270035	0.226282	0.274858	0.0918126	0.215461	0.114054	0.434179	0.222696	0.0645257	0.0440765	0.0806533	0.0303893	0.0719966	0.00980044	0.0822576	0.0501319	0.169779	0.0956061	0.0562667	0.207315	0.0818848	0.0119614	0.062938	0.214393	0.109281	0.0768237	0.0184488	0.0369713	0.224959	0.0564971	0.0107889	0.635212	0.0355714	0.00402111	0.0913899	0.566203	3.33839	0.367396	0.339764	0.0914747	0.201365	7.063216
8780	-13198.7	-13157.7	-40.9781	0.2881098	0.324138	0.156143	0.250383	0.111282	0.230369	0.17458	0.255582	0.179067	0.142554	0.417658	0.121382	0.160951	0.241511	0.234683	0.193792	0.389103	0.334633	0.221581	0.211164	0.135697	0.146081	0.119435	0.598113	0.183736	0.0766168	0.0681181	0.084108	0.10753	0.0276545	0.0262076	0.0969554	0.106556	0.161881	0.0856273	0.0517195	0.236893	0.120966	0.0090118	0.0449823	0.188621	0.183213	0.103451	0.0888436	0.0310679	0.249475	0.0681959	0.0103972	0.61852	0.0223439	0.00438047	0.0952832	0.575283	3.32505	0.355623	0.352231	0.0830122	0.209134	7.402576
